commits,commits_in_hour,prob,agg
292,18,1.90559976370563E-06,0.999562241387615
293,23,2.43493303140164E-06,0.999564676320647
294,22,2.32906637786244E-06,0.999567005387025
295,31,3.28186625971525E-06,0.999570287253284
296,23,2.43493303140164E-06,0.999572722186316
297,25,2.64666633848004E-06,0.999575368852654
298,19,2.01146641724483E-06,0.999577380319071
299,24,2.54079968494084E-06,0.999579921118757
300,19,2.01146641724483E-06,0.999581932585174
301,18,1.90559976370563E-06,0.999583838184937
302,17,1.79973311016643E-06,0.999585637918048
303,16,1.69386645662723E-06,0.999587331784504
304,32,3.38773291325445E-06,0.999590719517417
305,28,2.96426629909765E-06,0.999593683783716
306,26,2.75253299201924E-06,0.999596436316709
307,38,4.02293283448966E-06,0.999600459249543
308,32,3.38773291325445E-06,0.999603846982456
309,22,2.32906637786244E-06,0.999606176048834
310,20,2.11733307078403E-06,0.999608293381905
311,19,2.01146641724483E-06,0.999610304848322
312,28,2.96426629909765E-06,0.999613269114621
313,22,2.32906637786244E-06,0.999615598180999
314,23,2.43493303140164E-06,0.999618033114031
315,21,2.22319972432323E-06,0.999620256313755
316,18,1.90559976370563E-06,0.999622161913519
317,24,2.54079968494084E-06,0.999624702713204
318,22,2.32906637786244E-06,0.999627031779581
319,33,3.49359956679365E-06,0.999630525379148
320,26,2.75253299201924E-06,0.99963327791214
321,26,2.75253299201924E-06,0.999636030445132
322,31,3.28186625971525E-06,0.999639312311392
323,19,2.01146641724483E-06,0.999641323777809
324,21,2.22319972432323E-06,0.999643546977534
325,19,2.01146641724483E-06,0.999645558443951
326,28,2.96426629909765E-06,0.99964852271025
327,25,2.64666633848004E-06,0.999651169376588
328,42,4.44639944864647E-06,0.999655615776037
329,29,3.07013295263685E-06,0.99965868590899
330,27,2.85839964555844E-06,0.999661544308635
331,23,2.43493303140164E-06,0.999663979241667
332,28,2.96426629909765E-06,0.999666943507966
333,28,2.96426629909765E-06,0.999669907774265
334,20,2.11733307078403E-06,0.999672025107336
335,23,2.43493303140164E-06,0.999674460040367
336,24,2.54079968494084E-06,0.999677000840052
337,18,1.90559976370563E-06,0.999678906439816
338,18,1.90559976370563E-06,0.999680812039579
339,24,2.54079968494084E-06,0.999683352839264
340,20,2.11733307078403E-06,0.999685470172335
341,18,1.90559976370563E-06,0.999687375772099
342,14,1.48213314954882E-06,0.999688857905248
343,19,2.01146641724483E-06,0.999690869371666
344,11,1.16453318893122E-06,0.999692033904855
345,12,1.27039984247042E-06,0.999693304304697
346,19,2.01146641724483E-06,0.999695315771114
347,14,1.48213314954882E-06,0.999696797904264
348,21,2.22319972432323E-06,0.999699021103988
349,13,1.37626649600962E-06,0.999700397370484
350,12,1.27039984247042E-06,0.999701667770326
351,17,1.79973311016643E-06,0.999703467503437
352,22,2.32906637786244E-06,0.999705796569815
353,10,1.05866653539202E-06,0.99970685523635
354,11,1.16453318893122E-06,0.999708019769539
355,13,1.37626649600962E-06,0.999709396036035
356,21,2.22319972432323E-06,0.999711619235759
357,15,1.58799980308802E-06,0.999713207235562
358,18,1.90559976370563E-06,0.999715112835326
359,14,1.48213314954882E-06,0.999716594968476
360,15,1.58799980308802E-06,0.999718182968279
361,12,1.27039984247042E-06,0.999719453368121
362,14,1.48213314954882E-06,0.999720935501271
363,23,2.43493303140164E-06,0.999723370434302
364,25,2.64666633848004E-06,0.99972601710064
365,27,2.85839964555844E-06,0.999728875500286
366,14,1.48213314954882E-06,0.999730357633436
367,15,1.58799980308802E-06,0.999731945633239
368,18,1.90559976370563E-06,0.999733851233002
369,13,1.37626649600962E-06,0.999735227499498
370,15,1.58799980308802E-06,0.999736815499301
371,13,1.37626649600962E-06,0.999738191765798
372,7,7.41066574774411E-07,0.999738932832372
373,15,1.58799980308802E-06,0.999740520832175
374,9,9.52799881852815E-07,0.999741473632057
375,13,1.37626649600962E-06,0.999742849898553
376,9,9.52799881852815E-07,0.999743802698435
377,8,8.46933228313613E-07,0.999744649631663
378,9,9.52799881852815E-07,0.999745602431545
379,5,5.29333267696008E-07,0.999746131764813
380,15,1.58799980308802E-06,0.999747719764616
381,11,1.16453318893122E-06,0.999748884297805
382,10,1.05866653539202E-06,0.99974994296434
383,10,1.05866653539202E-06,0.999751001630876
384,7,7.41066574774411E-07,0.999751742697451
385,14,1.48213314954882E-06,0.9997532248306
386,13,1.37626649600962E-06,0.999754601097096
387,11,1.16453318893122E-06,0.999755765630285
388,14,1.48213314954882E-06,0.999757247763434
389,9,9.52799881852815E-07,0.999758200563316
390,13,1.37626649600962E-06,0.999759576829812
391,5,5.29333267696008E-07,0.99976010616308
392,9,9.52799881852815E-07,0.999761058962962
393,11,1.16453318893122E-06,0.999762223496151
394,9,9.52799881852815E-07,0.999763176296033
395,9,9.52799881852815E-07,0.999764129095915
396,4,4.23466614156807E-07,0.999764552562529
397,9,9.52799881852815E-07,0.999765505362411
398,12,1.27039984247042E-06,0.999766775762253
399,8,8.46933228313613E-07,0.999767622695481
400,8,8.46933228313613E-07,0.99976846962871
401,10,1.05866653539202E-06,0.999769528295245
402,10,1.05866653539202E-06,0.999770586961781
403,6,6.3519992123521E-07,0.999771222161702
404,8,8.46933228313613E-07,0.99977206909493
405,6,6.3519992123521E-07,0.999772704294851
406,11,1.16453318893122E-06,0.99977386882804
407,5,5.29333267696008E-07,0.999774398161308
408,11,1.16453318893122E-06,0.999775562694497
409,11,1.16453318893122E-06,0.999776727227686
410,9,9.52799881852815E-07,0.999777680027568
411,6,6.3519992123521E-07,0.999778315227489
412,6,6.3519992123521E-07,0.99977895042741
413,7,7.41066574774411E-07,0.999779691493985
414,6,6.3519992123521E-07,0.999780326693906
415,8,8.46933228313613E-07,0.999781173627135
416,8,8.46933228313613E-07,0.999782020560363
417,7,7.41066574774411E-07,0.999782761626938
418,9,9.52799881852815E-07,0.999783714426819
419,8,8.46933228313613E-07,0.999784561360048
420,5,5.29333267696008E-07,0.999785090693315
421,6,6.3519992123521E-07,0.999785725893237
422,6,6.3519992123521E-07,0.999786361093158
423,4,4.23466614156807E-07,0.999786784559772
424,5,5.29333267696008E-07,0.99978731389304
425,9,9.52799881852815E-07,0.999788266692922
426,5,5.29333267696008E-07,0.999788796026189
427,7,7.41066574774411E-07,0.999789537092764
428,5,5.29333267696008E-07,0.999790066426032
429,6,6.3519992123521E-07,0.999790701625953
430,5,5.29333267696008E-07,0.999791230959221
431,10,1.05866653539202E-06,0.999792289625756
432,5,5.29333267696008E-07,0.999792818959024
433,5,5.29333267696008E-07,0.999793348292291
434,6,6.3519992123521E-07,0.999793983492213
435,5,5.29333267696008E-07,0.99979451282548
436,8,8.46933228313613E-07,0.999795359758709
437,6,6.3519992123521E-07,0.99979599495863
438,7,7.41066574774411E-07,0.999796736025205
439,8,8.46933228313613E-07,0.999797582958433
440,8,8.46933228313613E-07,0.999798429891661
441,6,6.3519992123521E-07,0.999799065091583
442,10,1.05866653539202E-06,0.999800123758118
443,4,4.23466614156807E-07,0.999800547224732
444,7,7.41066574774411E-07,0.999801288291307
445,7,7.41066574774411E-07,0.999802029357882
446,9,9.52799881852815E-07,0.999802982157764
447,4,4.23466614156807E-07,0.999803405624378
448,9,9.52799881852815E-07,0.99980435842426
449,4,4.23466614156807E-07,0.999804781890874
450,5,5.29333267696008E-07,0.999805311224141
451,7,7.41066574774411E-07,0.999806052290716
452,5,5.29333267696008E-07,0.999806581623984
453,12,1.27039984247042E-06,0.999807852023826
454,7,7.41066574774411E-07,0.999808593090401
455,5,5.29333267696008E-07,0.999809122423669
456,5,5.29333267696008E-07,0.999809651756936
457,8,8.46933228313613E-07,0.999810498690165
458,7,7.41066574774411E-07,0.99981123975674
459,10,1.05866653539202E-06,0.999812298423275
460,5,5.29333267696008E-07,0.999812827756543
461,3,3.17599960617605E-07,0.999813145356503
462,4,4.23466614156807E-07,0.999813568823118
463,3,3.17599960617605E-07,0.999813886423078
464,3,3.17599960617605E-07,0.999814204023039
465,5,5.29333267696008E-07,0.999814733356306
466,6,6.3519992123521E-07,0.999815368556228
467,3,3.17599960617605E-07,0.999815686156188
468,2,2.11733307078403E-07,0.999815897889495
469,4,4.23466614156807E-07,0.999816321356109
470,7,7.41066574774411E-07,0.999817062422684
471,5,5.29333267696008E-07,0.999817591755952
472,5,5.29333267696008E-07,0.99981812108922
473,2,2.11733307078403E-07,0.999818332822527
474,4,4.23466614156807E-07,0.999818756289141
475,6,6.3519992123521E-07,0.999819391489062
476,6,6.3519992123521E-07,0.999820026688983
477,4,4.23466614156807E-07,0.999820450155598
478,6,6.3519992123521E-07,0.999821085355519
479,11,1.16453318893122E-06,0.999822249888708
480,7,7.41066574774411E-07,0.999822990955282
481,1,1.05866653539202E-07,0.999823096821936
482,5,5.29333267696008E-07,0.999823626155204
483,5,5.29333267696008E-07,0.999824155488471
484,5,5.29333267696008E-07,0.999824684821739
485,5,5.29333267696008E-07,0.999825214155007
486,4,4.23466614156807E-07,0.999825637621621
487,8,8.46933228313613E-07,0.999826484554849
488,5,5.29333267696008E-07,0.999827013888117
489,1,1.05866653539202E-07,0.99982711975477
490,3,3.17599960617605E-07,0.999827437354731
491,5,5.29333267696008E-07,0.999827966687999
492,7,7.41066574774411E-07,0.999828707754573
493,7,7.41066574774411E-07,0.999829448821148
494,1,1.05866653539202E-07,0.999829554687802
495,2,2.11733307078403E-07,0.999829766421109
496,4,4.23466614156807E-07,0.999830189887723
497,5,5.29333267696008E-07,0.999830719220991
498,5,5.29333267696008E-07,0.999831248554258
499,6,6.3519992123521E-07,0.99983188375418
500,2,2.11733307078403E-07,0.999832095487487
501,5,5.29333267696008E-07,0.999832624820754
502,2,2.11733307078403E-07,0.999832836554062
503,2,2.11733307078403E-07,0.999833048287369
504,8,8.46933228313613E-07,0.999833895220597
505,5,5.29333267696008E-07,0.999834424553865
506,1,1.05866653539202E-07,0.999834530420518
507,5,5.29333267696008E-07,0.999835059753786
508,4,4.23466614156807E-07,0.9998354832204
509,1,1.05866653539202E-07,0.999835589087054
510,6,6.3519992123521E-07,0.999836224286975
511,7,7.41066574774411E-07,0.99983696535355
512,2,2.11733307078403E-07,0.999837177086857
513,9,9.52799881852815E-07,0.999838129886739
514,6,6.3519992123521E-07,0.99983876508666
515,2,2.11733307078403E-07,0.999838976819967
516,4,4.23466614156807E-07,0.999839400286581
517,6,6.3519992123521E-07,0.999840035486502
518,4,4.23466614156807E-07,0.999840458953116
519,5,5.29333267696008E-07,0.999840988286384
520,3,3.17599960617605E-07,0.999841305886345
521,1,1.05866653539202E-07,0.999841411752998
522,8,8.46933228313613E-07,0.999842258686227
523,9,9.52799881852815E-07,0.999843211486108
524,6,6.3519992123521E-07,0.99984384668603
525,7,7.41066574774411E-07,0.999844587752604
526,4,4.23466614156807E-07,0.999845011219219
527,8,8.46933228313613E-07,0.999845858152447
528,6,6.3519992123521E-07,0.999846493352368
529,1,1.05866653539202E-07,0.999846599219022
530,5,5.29333267696008E-07,0.999847128552289
531,5,5.29333267696008E-07,0.999847657885557
532,3,3.17599960617605E-07,0.999847975485518
533,3,3.17599960617605E-07,0.999848293085478
534,11,1.16453318893122E-06,0.999849457618667
535,3,3.17599960617605E-07,0.999849775218628
536,4,4.23466614156807E-07,0.999850198685242
537,5,5.29333267696008E-07,0.99985072801851
538,3,3.17599960617605E-07,0.99985104561847
539,3,3.17599960617605E-07,0.999851363218431
541,5,5.29333267696008E-07,0.999851892551699
542,2,2.11733307078403E-07,0.999852104285006
543,3,3.17599960617605E-07,0.999852421884966
544,1,1.05866653539202E-07,0.99985252775162
545,6,6.3519992123521E-07,0.999853162951541
546,6,6.3519992123521E-07,0.999853798151462
547,4,4.23466614156807E-07,0.999854221618076
548,5,5.29333267696008E-07,0.999854750951344
549,6,6.3519992123521E-07,0.999855386151265
550,1,1.05866653539202E-07,0.999855492017919
551,2,2.11733307078403E-07,0.999855703751226
552,5,5.29333267696008E-07,0.999856233084494
553,3,3.17599960617605E-07,0.999856550684454
554,5,5.29333267696008E-07,0.999857080017722
555,6,6.3519992123521E-07,0.999857715217643
556,2,2.11733307078403E-07,0.99985792695095
557,4,4.23466614156807E-07,0.999858350417565
558,7,7.41066574774411E-07,0.999859091484139
559,6,6.3519992123521E-07,0.999859726684061
560,5,5.29333267696008E-07,0.999860256017328
561,6,6.3519992123521E-07,0.99986089121725
562,10,1.05866653539202E-06,0.999861949883785
563,7,7.41066574774411E-07,0.99986269095036
564,2,2.11733307078403E-07,0.999862902683667
565,5,5.29333267696008E-07,0.999863432016934
566,2,2.11733307078403E-07,0.999863643750241
567,4,4.23466614156807E-07,0.999864067216856
568,1,1.05866653539202E-07,0.999864173083509
569,5,5.29333267696008E-07,0.999864702416777
570,2,2.11733307078403E-07,0.999864914150084
571,1,1.05866653539202E-07,0.999865020016737
572,3,3.17599960617605E-07,0.999865337616698
573,3,3.17599960617605E-07,0.999865655216659
574,3,3.17599960617605E-07,0.999865972816619
575,1,1.05866653539202E-07,0.999866078683273
576,3,3.17599960617605E-07,0.999866396283233
577,1,1.05866653539202E-07,0.999866502149887
578,6,6.3519992123521E-07,0.999867137349808
579,5,5.29333267696008E-07,0.999867666683076
580,5,5.29333267696008E-07,0.999868196016344
581,3,3.17599960617605E-07,0.999868513616304
583,7,7.41066574774411E-07,0.999869254682879
584,4,4.23466614156807E-07,0.999869678149493
585,3,3.17599960617605E-07,0.999869995749454
586,2,2.11733307078403E-07,0.999870207482761
587,4,4.23466614156807E-07,0.999870630949375
588,4,4.23466614156807E-07,0.999871054415989
589,6,6.3519992123521E-07,0.99987168961591
590,2,2.11733307078403E-07,0.999871901349218
591,3,3.17599960617605E-07,0.999872218949178
592,2,2.11733307078403E-07,0.999872430682485
593,2,2.11733307078403E-07,0.999872642415792
594,3,3.17599960617605E-07,0.999872960015753
595,4,4.23466614156807E-07,0.999873383482367
596,3,3.17599960617605E-07,0.999873701082328
597,1,1.05866653539202E-07,0.999873806948981
599,4,4.23466614156807E-07,0.999874230415595
600,1,1.05866653539202E-07,0.999874336282249
601,2,2.11733307078403E-07,0.999874548015556
602,4,4.23466614156807E-07,0.99987497148217
603,4,4.23466614156807E-07,0.999875394948784
604,6,6.3519992123521E-07,0.999876030148706
605,4,4.23466614156807E-07,0.99987645361532
607,4,4.23466614156807E-07,0.999876877081934
608,4,4.23466614156807E-07,0.999877300548548
609,1,1.05866653539202E-07,0.999877406415202
610,2,2.11733307078403E-07,0.999877618148509
611,4,4.23466614156807E-07,0.999878041615123
612,4,4.23466614156807E-07,0.999878465081737
613,2,2.11733307078403E-07,0.999878676815044
614,7,7.41066574774411E-07,0.999879417881619
615,4,4.23466614156807E-07,0.999879841348233
