f,developers,repos,cnt,continued_avg,refactor_mle,message_length_avg,commit_hours,owned_repository,commits,files_edited,ccp,same_date_duration_avg,commit_period,commit_days
false,146023,18592,366880,0.68090383776710728,0.15309998585997658,157.38435137518559,10.903298081116375,0.02450392498909628,61.491141517662989,323.2442978630562,0.24424931577341188,107.60609535800597,213.17703063671968,60.28213584823574
true,30493,12085,76636,0.87526749830366679,0.17183449978557003,142.82243184884447,20.13314891173891,0.054295631295996509,248.09537293178403,967.76263113940809,0.25270623883319776,135.5497884821267,299.65745863562785,244.60454616629175
