Continued,developers,repos,cnt,refactor_mle,message_length_avg,commit_hours,high_refactor,high_message_length_avg,high_commit_hours
false,100959,16851,126629,0.15238723266006524,141.69466103064008,10.574670888974973,0.30724399624099091,0.41619218346507758,0.075488237291616
true,100425,18405,316887,0.15791556186704986,160.13234209054727,13.266767017895896,0.31637460672101231,0.46056165131418764,0.21167482414866615
