f_word_used,developers,repos,cnt,continue_prob,refactor_mle,message_length_avg,commit_hours,high_refactor,high_message_length_avg,high_commit_hours
false,151440,18817,441312,0.71405717496917287,0.15644176446823363,155.06255505795588,12.472536436806742,0.31412923283299904,0.44828148792691908,0.17088816982089935
true,1557,1001,2204,0.80081669691470114,0.1353918225363849,115.94574499051969,17.625226860254056,0.24137931034482743,0.37023593466424715,0.55399274047186919
