f,high_message_length,high_refactor,high_hours,message_length,refactor,hours,commits,files_edited,ccp,same_date_duration_avg,commit_period,commit_days,retention_prob
Medium,0.30010940919037177,0.16148796498905929,0.93654266958424726,84.700841000494449,0.11247879007850775,22.178118161925681,2286.427024070018,2984.1793216630258,0.15630455308156613,83.268651401909949,2522.9309628008723,506.36652078774864,0.3357024983567799
New,0.3814604077761985,0.16785206258890448,0.85727833096254225,150.85737996205668,0.10508079580968258,21.024419155998086,1315.7408724513989,2227.758179231861,0.14539288339454909,104.68329712564012,1551.20365101944,315.65765765765667,0.33593651803826852
Old,0.39140698772426741,0.22332389046270068,0.97898961284230168,112.21665146268742,0.14410236916949767,23.158640226628908,4650.831680830981,8298.4553824362447,0.19760847934367129,84.4326546453741,3898.3517469310659,930.98677998111623,0.266936252911153
Pre GitHub,0.63164251207729449,0.30676328502415467,0.9975845410628017,119.97847651540134,0.16675144618509702,23.774154589371975,14718.513285024152,11080.30555555554,0.22864496889259087,90.058410787409613,6858.7910628019254,2071.4975845410636,0.30069303725389446
