f,developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same
Extraordinary,8666,9155,0.47951938831239671,0.54756963407973991,0.69317312943746789,0.0031676679410158367,0.069142545057345989,0.096122337520480536
High,11981,13351,0.49127406186802297,0.56752303198262188,0.68541682270990856,0.0044191446333608246,0.093775747135044885,0.096022769829975527
Low,6467,7952,0.49283199195170946,0.613179074446682,0.672535211267607,0.0069164989939637309,0.1764336016096584,0.10085513078470817
Medium,16835,19836,0.49722726356120184,0.58166969147005532,0.67619479733817678,0.0051925791490219858,0.12381528533978603,0.10571687840290354
