developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same
42087,51549,0.49170691962986562,0.57626724087760761,0.6804593687559386,0.0049855477312847184,0.11334846456769314,0.10042871830685507
