f,developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same,owned_repository_avg_better,owned_repository_avg_same,commits_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
false,657,8342,0.50743227043874384,0.75941021337808556,0.73052025893071026,0.053943898345720685,0.51750179812994546,0.073363701750179977,1.0,0.9997602493406873,0.75341644689523035,0.63509949652361952,0.71134020618556615,0.40074322704387411,0.73759290338048233,0.75149844162071411
true,1262,26826,0.675501379258928,0.78860061134720216,0.73667337657495968,0.0015283680011928685,0.52121076567508773,0.085141280846939379,1.0,1.0,0.80071572355177545,0.70565868933124021,0.582121822112877,0.32997837918437545,0.740251994333856,0.80045478267352765
