developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same,owned_repository_avg_better,owned_repository_avg_same,commits_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
7856,1314536,0.55775954405205785,0.947892640444992,0.58812691322260124,0.000849729486297823,0.89311894082775312,0.059425531137984842,0.9998714375262302,0.99965691316181,0.64663348892687478,0.5634642185531914,0.86529315286916475,0.45078339429273423,0.744404109130526,0.64798225381424834
