developers,repos,cnt,continue_prob,refactor_mle,message_length_avg,commit_hours,high_refactor,high_message_length_avg,high_commit_hours
151775,18823,443516,0.71448831609230623,0.15633715928596559,154.86816872378546,12.498142118886205,0.31376771074774656,0.44789364983451441,0.17279196240947325
