f,developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same
Medium,16992,20190,0.49276869737493773,0.593263992075289,0.674739970282315,0.0060425953442298074,0.14398216939078659,0.10128776622090137
New,4604,5303,0.49481425608146334,0.61606637752215776,0.65340373373562022,0.0058457476899867935,0.16443522534414498,0.10409202338299088
Old,13818,16332,0.49577516531961369,0.564658339456284,0.68895420034288235,0.0037962282635317312,0.093742346313985536,0.10066127847171157
Pre GitHub,7585,8469,0.47951351989609065,0.53571850277482613,0.69878379974023153,0.0036604085488251294,0.051245719683551835,0.0968237100011809
