Continued,cnt,reverted_ratio,bingo_rate,tangling_rate,typo_rate,cursing_rate,refactor_mle,positive_sentiment_rate,negative_sentiment_rate,tests_presence,message_length_avg,commit_hours
false,126629,0.025310214004442,0.00818027767868282,0.113103772328912,0.00209766003513576,0.00170192412953308,0.152387232660065,0.00924449859159698,0.0121890022676122,0.137385205850597,141.69466103064,10.574670888975
true,316887,0.0124673810852201,0.00933789037112894,0.123893521410045,0.00206654233426134,0.00197490545644611,0.15791556186705,0.0106424961055538,0.0138689061051191,0.134433860554228,160.132342090547,13.2667670178959
,,2.03011473150901,0.876030597229408,0.912911111425891,1.01505785792941,0.861774989773807,0.964991865642482,0.868640072771339,0.878872650461823,1.02195388337582,0.88485973027559,0.797079716159221
,,yes,,,yes,,yes,,,,yes,yes
