cnt,repos,high_message_length,high_refactor,high_hours,message_length,refactor,hours,commits,files_edited,ccp,same_date_duration_avg,commit_period,commit_days
130611,18282,0.032929845112586634,-0.0051450490387486558,-0.0017456416381466985,12.742262156710728,-0.0030394866340434485,-0.013467472111844174,5.7354970102058305,41.899311696564823,0.0048989643072556389,-0.53754136581242729,11.880063700607053,1.6141749163546764
