f,developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same
false,2390,3393,0.50604185086943754,0.5938697318007663,0.71912761567933958,0.010610079575596851,0.16091954022988539,0.090775125257883935
true,4309,5688,0.4776722925457087,0.57928973277074691,0.69004922644163091,0.0054500703234880345,0.094057665260197265,0.11708860759493642
