f,developers,cnt,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,refactor_mle_avg_same,commit_hours_same,owned_repository_avg_better,owned_repository_avg_same,commits_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
0,2688,169957,0.53992480450937863,0.90419929746936067,0.577863812611415,0.00062957100913761752,0.83615267391164261,0.060444700718417753,0.99978818171656048,0.99933512594364016,0.62363421335984959,0.54710309078177755,0.84965020564023741,0.45961625587648453,0.75789758585994049,0.62438734503433591
1,406,1704,0.56103286384976592,0.69014084507042062,0.84448356807511638,0.028755868544600962,0.21420187793427198,0.17429577464788748,0.99823943661971748,0.99647887323943707,0.80281690140845052,0.77640845070422448,0.60974178403755785,0.48767605633802824,0.87969483568075135,0.81455399061032829
2,148,4685,0.50202774813233575,0.95048025613660769,0.66189967982924236,0.00021344717182497411,0.89669156883671253,0.050160085378868659,0.99871931696904981,0.99316969050159987,0.64546424759872123,0.50330843116328694,0.94962646744930745,0.39509071504802545,0.75688367129135614,0.64610458911419633
3,588,29531,0.56967254749246432,0.945921235312045,0.61101892926077583,0.00084656801327419253,0.85997765060444742,0.07449798516812825,0.99986454911788059,0.99969523551521844,0.67904913480749007,0.59422301987742121,0.79042362263384069,0.42484169178151682,0.71386001151332268,0.67945548745386153
4,508,82545,0.52336301411350972,0.96816282027984069,0.63946938033800493,0.0010055121448906618,0.941922587679442,0.059737113089829687,0.99989096856260029,0.99984251014598657,0.66477678841844445,0.59121691198739745,0.86563692531345737,0.43577442607062555,0.78473559876431365,0.667696408019874
5,348,7336,0.57947110141766234,0.84282988004362291,0.61014176663031616,0.033124318429662174,0.70297164667393652,0.066384950926935984,0.99986368593238817,0.99931842966194151,0.67243729552889753,0.61273173391493874,0.79948200654307677,0.52576335877862324,0.73732279171210569,0.67257360959650736
6,1016,21411,0.55298678249497979,0.92349726775956109,0.59688944934846822,0.0045770865442996507,0.81098500770631654,0.058941665499042374,0.99948624538788611,0.99831862126943571,0.68352715893699956,0.57568539535752,0.86310774835364956,0.4266031479146235,0.69982719163047635,0.68474148802017554
