feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
same_date_duration_avg,8656,9783,8699,8261,35399,0.52,0.48,0.49,0.5,0.04,0.51,0.47,0.34,0.5,0.04,-0.0,1.0,1.0,0.0,
negative_sentiment_rate,8003,9761,8721,8914,35399,0.5,0.48,0.47,0.48,0.0,0.47,0.47,0.31,0.5,0.0,-0.04,1.0,1.0,0.0,
positive_sentiment_rate,7499,10340,8142,9418,35399,0.5,0.48,0.44,0.48,0.0,0.44,0.44,0.3,0.5,0.0,-0.03,1.0,0.99,0.0,
multiline_message_ratio,6606,11070,7412,10311,35399,0.5,0.48,0.4,0.47,-0.01,0.39,0.4,0.27,0.5,-0.01,-0.04,1.0,0.97,0.0,
one_file_fix_rate,8143,9433,9049,8774,35399,0.5,0.48,0.49,0.47,-0.01,0.48,0.49,0.31,0.5,-0.01,-0.05,1.0,1.0,0.0,
non_corrective_message_length_avg,9390,7743,10739,7527,35399,0.48,0.48,0.57,0.47,-0.02,0.56,0.58,0.34,0.5,-0.03,-0.07,1.0,0.99,0.0,
one_file_refactor_rate,7576,9711,8771,9341,35399,0.49,0.48,0.46,0.46,-0.03,0.45,0.47,0.29,0.5,-0.03,-0.06,1.0,1.0,0.0,
retention_prob,4484,13324,5158,12433,35399,0.5,0.48,0.27,0.47,-0.03,0.27,0.28,0.2,0.51,-0.01,-0.04,1.0,0.84,0.0,
avg_coupling_code_size_cut,9122,7796,10686,7795,35399,0.48,0.48,0.56,0.46,-0.04,0.54,0.58,0.33,0.5,-0.04,-0.08,1.0,0.99,0.0,
cursing_rate,1904,16220,2262,15013,35399,0.51,0.48,0.12,0.46,-0.04,0.11,0.12,0.1,0.52,-0.01,-0.02,1.0,0.52,0.0,
message_length_avg,9386,7497,10985,7531,35399,0.48,0.48,0.58,0.46,-0.04,0.55,0.59,0.34,0.5,-0.04,-0.09,1.0,0.98,0.0,
minutes_to_revert,2688,15320,3162,14229,35399,0.51,0.48,0.17,0.46,-0.04,0.16,0.17,0.13,0.51,-0.01,-0.03,1.0,0.65,0.0,
corrective_multiline_message_ratio,4529,12964,5518,12388,35399,0.49,0.48,0.28,0.45,-0.06,0.27,0.3,0.2,0.51,-0.03,-0.05,1.0,0.86,0.0,
