f,cnt,developers,prob,agg
5180,5,5,8.57109699241921E-08,0.999309186724605
5181,38,13,6.5140337142386E-07,0.999309838127977
5182,6,6,1.02853163909031E-07,0.99930994098114
5183,7,6,1.19995357893869E-07,0.999310060976498
5184,8,8,1.37137551878707E-07,0.99931019811405
5185,9,5,1.54279745863546E-07,0.999310352393796
5186,9,9,1.54279745863546E-07,0.999310506673542
5187,3,2,5.14265819545152E-08,0.999310558100124
5188,8,8,1.37137551878707E-07,0.999310695237676
5189,5,5,8.57109699241921E-08,0.999310780948646
5190,4,4,6.85687759393537E-08,0.999310849517422
5191,5,4,8.57109699241921E-08,0.999310935228391
5192,9,6,1.54279745863546E-07,0.999311089508137
5193,14,9,2.39990715787738E-07,0.999311329498853
5194,8,7,1.37137551878707E-07,0.999311466636405
5195,9,8,1.54279745863546E-07,0.999311620916151
5196,3,3,5.14265819545152E-08,0.999311672342733
5197,9,9,1.54279745863546E-07,0.999311826622479
5198,9,8,1.54279745863546E-07,0.999311980902225
5199,6,5,1.02853163909031E-07,0.999312083755388
5200,9,6,1.54279745863546E-07,0.999312238035134
5201,9,8,1.54279745863546E-07,0.99931239231488
5202,11,10,1.88564133833223E-07,0.999312580879014
5203,8,7,1.37137551878707E-07,0.999312718016566
5204,7,7,1.19995357893869E-07,0.999312838011924
5205,10,10,1.71421939848384E-07,0.999313009433864
5206,21,11,3.59986073681607E-07,0.999313369419937
5207,12,11,2.05706327818061E-07,0.999313575126265
5208,38,6,6.5140337142386E-07,0.999314226529637
5209,40,13,6.85687759393537E-07,0.999314912217396
5210,12,9,2.05706327818061E-07,0.999315117923724
5211,7,6,1.19995357893869E-07,0.999315237919082
5212,14,9,2.39990715787738E-07,0.999315477909797
5213,5,5,8.57109699241921E-08,0.999315563620767
5214,8,8,1.37137551878707E-07,0.999315700758319
5215,11,6,1.88564133833223E-07,0.999315889322453
5216,7,7,1.19995357893869E-07,0.999316009317811
5217,18,9,3.08559491727091E-07,0.999316317877303
5218,6,5,1.02853163909031E-07,0.999316420730466
5219,14,10,2.39990715787738E-07,0.999316660721182
5220,7,7,1.19995357893869E-07,0.99931678071654
5221,8,8,1.37137551878707E-07,0.999316917854092
5222,13,12,2.22848521802899E-07,0.999317140702614
5223,11,9,1.88564133833223E-07,0.999317329266748
5224,8,8,1.37137551878707E-07,0.9993174664043
5225,9,9,1.54279745863546E-07,0.999317620684045
5226,11,10,1.88564133833223E-07,0.999317809248179
5227,4,4,6.85687759393537E-08,0.999317877816955
5228,13,8,2.22848521802899E-07,0.999318100665477
5229,12,10,2.05706327818061E-07,0.999318306371805
5230,9,8,1.54279745863546E-07,0.999318460651551
5231,8,7,1.37137551878707E-07,0.999318597789103
5232,14,11,2.39990715787738E-07,0.999318837779818
5233,15,12,2.57132909772576E-07,0.999319094912728
5234,7,6,1.19995357893869E-07,0.999319214908086
5235,9,8,1.54279745863546E-07,0.999319369187832
5236,15,11,2.57132909772576E-07,0.999319626320742
5237,9,8,1.54279745863546E-07,0.999319780600488
5238,4,4,6.85687759393537E-08,0.999319849169263
5239,7,7,1.19995357893869E-07,0.999319969164622
5240,10,10,1.71421939848384E-07,0.999320140586561
5241,10,10,1.71421939848384E-07,0.999320312008501
5242,10,10,1.71421939848384E-07,0.999320483430441
5243,4,4,6.85687759393537E-08,0.999320551999217
5244,9,9,1.54279745863546E-07,0.999320706278963
5245,10,7,1.71421939848384E-07,0.999320877700903
5246,9,7,1.54279745863546E-07,0.999321031980649
5247,8,6,1.37137551878707E-07,0.9993211691182
5248,13,12,2.22848521802899E-07,0.999321391966722
5249,8,7,1.37137551878707E-07,0.999321529104274
5250,8,7,1.37137551878707E-07,0.999321666241826
5251,12,11,2.05706327818061E-07,0.999321871948154
5252,8,8,1.37137551878707E-07,0.999322009085706
5253,11,10,1.88564133833223E-07,0.99932219764984
5254,6,6,1.02853163909031E-07,0.999322300503003
5255,12,11,2.05706327818061E-07,0.999322506209331
5256,6,6,1.02853163909031E-07,0.999322609062495
5257,7,5,1.19995357893869E-07,0.999322729057853
5258,9,9,1.54279745863546E-07,0.999322883337599
5259,8,8,1.37137551878707E-07,0.999323020475151
5260,5,5,8.57109699241921E-08,0.999323106186121
5261,7,6,1.19995357893869E-07,0.999323226181479
5262,6,6,1.02853163909031E-07,0.999323329034642
5263,6,6,1.02853163909031E-07,0.999323431887806
5264,3,3,5.14265819545152E-08,0.999323483314388
5265,4,4,6.85687759393537E-08,0.999323551883164
5266,4,4,6.85687759393537E-08,0.99932362045194
5267,12,5,2.05706327818061E-07,0.999323826158268
5268,6,6,1.02853163909031E-07,0.999323929011432
5269,6,6,1.02853163909031E-07,0.999324031864596
5270,7,7,1.19995357893869E-07,0.999324151859954
5271,25,10,4.2855484962096E-07,0.999324580414803
5272,7,5,1.19995357893869E-07,0.999324700410161
5273,10,10,1.71421939848384E-07,0.999324871832101
5274,19,10,3.2570168571193E-07,0.999325197533787
5275,11,7,1.88564133833223E-07,0.999325386097921
5276,14,12,2.39990715787738E-07,0.999325626088636
5277,12,10,2.05706327818061E-07,0.999325831794964
5278,12,11,2.05706327818061E-07,0.999326037501292
5279,11,9,1.88564133833223E-07,0.999326226065426
5280,6,5,1.02853163909031E-07,0.99932632891859
5281,14,9,2.39990715787738E-07,0.999326568909306
5282,10,9,1.71421939848384E-07,0.999326740331246
5283,11,9,1.88564133833223E-07,0.999326928895379
5284,7,5,1.19995357893869E-07,0.999327048890737
5285,7,7,1.19995357893869E-07,0.999327168886095
5286,13,10,2.22848521802899E-07,0.999327391734617
5287,3,3,5.14265819545152E-08,0.999327443161199
5288,5,5,8.57109699241921E-08,0.999327528872169
5289,7,7,1.19995357893869E-07,0.999327648867527
5290,2,2,3.42843879696768E-08,0.999327683151915
5291,10,10,1.71421939848384E-07,0.999327854573854
5292,11,10,1.88564133833223E-07,0.999328043137988
5293,10,9,1.71421939848384E-07,0.999328214559928
5294,8,8,1.37137551878707E-07,0.99932835169748
5295,10,8,1.71421939848384E-07,0.99932852311942
5296,8,8,1.37137551878707E-07,0.999328660256972
5297,12,5,2.05706327818061E-07,0.9993288659633
5298,11,9,1.88564133833223E-07,0.999329054527433
5299,6,6,1.02853163909031E-07,0.999329157380597
5300,10,9,1.71421939848384E-07,0.999329328802537
5301,8,7,1.37137551878707E-07,0.999329465940089
5302,7,6,1.19995357893869E-07,0.999329585935447
5303,8,8,1.37137551878707E-07,0.999329723072999
5304,5,5,8.57109699241921E-08,0.999329808783969
5305,13,12,2.22848521802899E-07,0.999330031632491
5306,7,6,1.19995357893869E-07,0.999330151627848
5307,13,12,2.22848521802899E-07,0.99933037447637
5308,13,12,2.22848521802899E-07,0.999330597324892
5309,7,6,1.19995357893869E-07,0.99933071732025
5310,7,6,1.19995357893869E-07,0.999330837315608
5311,8,8,1.37137551878707E-07,0.99933097445316
5312,4,4,6.85687759393537E-08,0.999331043021936
5313,8,8,1.37137551878707E-07,0.999331180159487
5314,7,7,1.19995357893869E-07,0.999331300154845
5315,13,9,2.22848521802899E-07,0.999331523003367
5316,8,8,1.37137551878707E-07,0.999331660140919
5317,9,9,1.54279745863546E-07,0.999331814420665
5318,4,4,6.85687759393537E-08,0.999331882989441
5319,7,7,1.19995357893869E-07,0.999332002984799
5320,9,9,1.54279745863546E-07,0.999332157264545
5321,6,5,1.02853163909031E-07,0.999332260117709
5322,12,10,2.05706327818061E-07,0.999332465824037
5323,5,5,8.57109699241921E-08,0.999332551535006
5324,5,5,8.57109699241921E-08,0.999332637245976
5326,7,7,1.19995357893869E-07,0.999332757241334
5327,7,6,1.19995357893869E-07,0.999332877236692
5328,11,8,1.88564133833223E-07,0.999333065800826
5329,10,10,1.71421939848384E-07,0.999333237222766
5330,8,7,1.37137551878707E-07,0.999333374360318
5331,6,6,1.02853163909031E-07,0.999333477213482
5332,5,5,8.57109699241921E-08,0.999333562924451
5333,6,5,1.02853163909031E-07,0.999333665777615
5334,17,9,2.91417297742253E-07,0.999333957194913
5335,16,8,2.74275103757415E-07,0.999334231470017
5336,7,7,1.19995357893869E-07,0.999334351465375
5337,14,13,2.39990715787738E-07,0.999334591456091
5338,9,9,1.54279745863546E-07,0.999334745735836
5339,8,8,1.37137551878707E-07,0.999334882873388
5340,4,4,6.85687759393537E-08,0.999334951442164
5341,6,4,1.02853163909031E-07,0.999335054295328
5342,12,12,2.05706327818061E-07,0.999335260001656
5343,6,6,1.02853163909031E-07,0.99933536285482
5344,6,6,1.02853163909031E-07,0.999335465707984
5345,8,8,1.37137551878707E-07,0.999335602845536
5346,11,10,1.88564133833223E-07,0.999335791409669
5347,6,6,1.02853163909031E-07,0.999335894262833
5348,4,4,6.85687759393537E-08,0.999335962831609
5349,7,6,1.19995357893869E-07,0.999336082826967
5350,9,9,1.54279745863546E-07,0.999336237106713
5351,10,9,1.71421939848384E-07,0.999336408528653
5352,8,7,1.37137551878707E-07,0.999336545666205
5353,3,3,5.14265819545152E-08,0.999336597092787
5354,14,7,2.39990715787738E-07,0.999336837083503
5355,6,6,1.02853163909031E-07,0.999336939936666
5356,6,6,1.02853163909031E-07,0.99933704278983
5357,8,8,1.37137551878707E-07,0.999337179927382
5358,2,2,3.42843879696768E-08,0.99933721421177
5359,12,9,2.05706327818061E-07,0.999337419918098
5360,9,8,1.54279745863546E-07,0.999337574197844
5361,14,9,2.39990715787738E-07,0.99933781418856
5362,11,9,1.88564133833223E-07,0.999338002752693
5363,5,5,8.57109699241921E-08,0.999338088463663
5364,5,5,8.57109699241921E-08,0.999338174174633
5365,11,10,1.88564133833223E-07,0.999338362738767
5366,6,6,1.02853163909031E-07,0.999338465591931
5367,13,10,2.22848521802899E-07,0.999338688440453
5368,13,11,2.22848521802899E-07,0.999338911288975
5369,8,8,1.37137551878707E-07,0.999339048426526
5370,8,6,1.37137551878707E-07,0.999339185564078
5371,17,5,2.91417297742253E-07,0.999339476981376
5372,6,5,1.02853163909031E-07,0.99933957983454
5373,15,6,2.57132909772576E-07,0.99933983696745
5374,20,10,3.42843879696768E-07,0.99934017981133
5375,22,8,3.77128267666445E-07,0.999340556939597
5376,24,6,4.11412655636122E-07,0.999340968352253
5377,26,7,4.45697043605799E-07,0.999341414049296
5378,19,8,3.2570168571193E-07,0.999341739750982
5379,14,5,2.39990715787738E-07,0.999341979741698
5380,19,8,3.2570168571193E-07,0.999342305443384
5381,18,9,3.08559491727091E-07,0.999342614002875
5382,28,7,4.79981431575476E-07,0.999343093984307
5383,21,10,3.59986073681607E-07,0.999343453970381
5384,20,8,3.42843879696768E-07,0.99934379681426
5385,15,8,2.57132909772576E-07,0.99934405394717
5386,21,6,3.59986073681607E-07,0.999344413933244
5387,18,9,3.08559491727091E-07,0.999344722492736
5388,14,9,2.39990715787738E-07,0.999344962483451
5389,7,4,1.19995357893869E-07,0.999345082478809
5390,13,10,2.22848521802899E-07,0.999345305327331
5391,22,5,3.77128267666445E-07,0.999345682455599
5392,5,5,8.57109699241921E-08,0.999345768166569
5393,7,7,1.19995357893869E-07,0.999345888161927
5394,7,5,1.19995357893869E-07,0.999346008157284
5395,3,3,5.14265819545152E-08,0.999346059583866
5396,4,4,6.85687759393537E-08,0.999346128152642
5397,7,7,1.19995357893869E-07,0.999346248148
5398,13,8,2.22848521802899E-07,0.999346470996522
5399,11,8,1.88564133833223E-07,0.999346659560656
5400,6,6,1.02853163909031E-07,0.99934676241382
5401,5,5,8.57109699241921E-08,0.99934684812479
5402,5,5,8.57109699241921E-08,0.99934693383576
5403,9,8,1.54279745863546E-07,0.999347088115505
5404,10,7,1.71421939848384E-07,0.999347259537445
5405,10,9,1.71421939848384E-07,0.999347430959385
5406,13,8,2.22848521802899E-07,0.999347653807907
5407,11,6,1.88564133833223E-07,0.999347842372041
5408,12,7,2.05706327818061E-07,0.999348048078369
5409,21,10,3.59986073681607E-07,0.999348408064442
5410,19,8,3.2570168571193E-07,0.999348733766128
5411,15,7,2.57132909772576E-07,0.999348990899038
5412,8,5,1.37137551878707E-07,0.99934912803659
5413,13,7,2.22848521802899E-07,0.999349350885111
5414,5,5,8.57109699241921E-08,0.999349436596081
5415,17,10,2.91417297742253E-07,0.999349728013379
5416,13,6,2.22848521802899E-07,0.999349950861901
5417,21,11,3.59986073681607E-07,0.999350310847975
5418,11,5,1.88564133833223E-07,0.999350499412108
5419,11,9,1.88564133833223E-07,0.999350687976242
5420,11,8,1.88564133833223E-07,0.999350876540376
5421,8,6,1.37137551878707E-07,0.999351013677928
5422,10,9,1.71421939848384E-07,0.999351185099868
5423,4,3,6.85687759393537E-08,0.999351253668644
5424,11,11,1.88564133833223E-07,0.999351442232778
5425,6,6,1.02853163909031E-07,0.999351545085941
5426,6,6,1.02853163909031E-07,0.999351647939105
5427,11,10,1.88564133833223E-07,0.999351836503239
5428,9,9,1.54279745863546E-07,0.999351990782985
5429,12,12,2.05706327818061E-07,0.999352196489313
5430,8,7,1.37137551878707E-07,0.999352333626865
5431,9,8,1.54279745863546E-07,0.999352487906611
5432,7,7,1.19995357893869E-07,0.999352607901968
5433,6,6,1.02853163909031E-07,0.999352710755132
5434,8,7,1.37137551878707E-07,0.999352847892684
5435,6,6,1.02853163909031E-07,0.999352950745848
5436,7,5,1.19995357893869E-07,0.999353070741206
5437,10,9,1.71421939848384E-07,0.999353242163146
5438,9,6,1.54279745863546E-07,0.999353396442892
5439,15,11,2.57132909772576E-07,0.999353653575802
5440,8,5,1.37137551878707E-07,0.999353790713353
5441,10,10,1.71421939848384E-07,0.999353962135293
5442,8,8,1.37137551878707E-07,0.999354099272845
5443,11,6,1.88564133833223E-07,0.999354287836979
5444,3,3,5.14265819545152E-08,0.999354339263561
5445,13,11,2.22848521802899E-07,0.999354562112083
5446,13,4,2.22848521802899E-07,0.999354784960605
5447,11,7,1.88564133833223E-07,0.999354973524738
5448,16,6,2.74275103757415E-07,0.999355247799842
5449,15,6,2.57132909772576E-07,0.999355504932752
5450,14,6,2.39990715787738E-07,0.999355744923468
5451,16,2,2.74275103757415E-07,0.999356019198572
5452,22,7,3.77128267666445E-07,0.999356396326839
5453,14,4,2.39990715787738E-07,0.999356636317555
5454,18,10,3.08559491727091E-07,0.999356944877047
5455,16,8,2.74275103757415E-07,0.999357219152151
5456,9,8,1.54279745863546E-07,0.999357373431896
5457,19,7,3.2570168571193E-07,0.999357699133582
5458,12,7,2.05706327818061E-07,0.99935790483991
5459,16,10,2.74275103757415E-07,0.999358179115014
5460,8,7,1.37137551878707E-07,0.999358316252565
5461,21,8,3.59986073681607E-07,0.999358676238639
5462,12,7,2.05706327818061E-07,0.999358881944967
5463,5,3,8.57109699241921E-08,0.999358967655937
5464,16,11,2.74275103757415E-07,0.999359241931041
5465,8,7,1.37137551878707E-07,0.999359379068593
5466,10,8,1.71421939848384E-07,0.999359550490532
5467,7,7,1.19995357893869E-07,0.99935967048589
5468,11,9,1.88564133833223E-07,0.999359859050024
5469,9,8,1.54279745863546E-07,0.99936001332977
5470,12,11,2.05706327818061E-07,0.999360219036098
5471,7,7,1.19995357893869E-07,0.999360339031456
5472,7,7,1.19995357893869E-07,0.999360459026814
5473,6,5,1.02853163909031E-07,0.999360561879977
5474,9,5,1.54279745863546E-07,0.999360716159723
5475,7,7,1.19995357893869E-07,0.999360836155081
5476,13,5,2.22848521802899E-07,0.999361059003603
5477,16,8,2.74275103757415E-07,0.999361333278707
5478,16,8,2.74275103757415E-07,0.999361607553811
5479,23,7,3.94270461651284E-07,0.999362001824272
5480,13,9,2.22848521802899E-07,0.999362224672794
5481,16,7,2.74275103757415E-07,0.999362498947898
5482,19,12,3.2570168571193E-07,0.999362824649583
5483,13,8,2.22848521802899E-07,0.999363047498105
5484,13,10,2.22848521802899E-07,0.999363270346627
5485,9,3,1.54279745863546E-07,0.999363424626373
5486,18,8,3.08559491727091E-07,0.999363733185865
5487,15,8,2.57132909772576E-07,0.999363990318775
5488,10,8,1.71421939848384E-07,0.999364161740714
5489,9,6,1.54279745863546E-07,0.99936431602046
5490,7,5,1.19995357893869E-07,0.999364436015818
5491,10,6,1.71421939848384E-07,0.999364607437758
5492,7,7,1.19995357893869E-07,0.999364727433116
5493,4,4,6.85687759393537E-08,0.999364796001892
5494,5,5,8.57109699241921E-08,0.999364881712862
5495,10,9,1.71421939848384E-07,0.999365053134802
5496,9,8,1.54279745863546E-07,0.999365207414547
5497,4,3,6.85687759393537E-08,0.999365275983323
5498,3,3,5.14265819545152E-08,0.999365327409905
5499,4,4,6.85687759393537E-08,0.999365395978681
5500,6,5,1.02853163909031E-07,0.999365498831845
5501,4,4,6.85687759393537E-08,0.999365567400621
5502,7,7,1.19995357893869E-07,0.999365687395979
5503,4,3,6.85687759393537E-08,0.999365755964755
5504,4,4,6.85687759393537E-08,0.999365824533531
5505,13,12,2.22848521802899E-07,0.999366047382053
5506,12,12,2.05706327818061E-07,0.999366253088381
5507,11,8,1.88564133833223E-07,0.999366441652514
5508,8,6,1.37137551878707E-07,0.999366578790066
5509,9,8,1.54279745863546E-07,0.999366733069812
5510,8,5,1.37137551878707E-07,0.999366870207364
5511,10,9,1.71421939848384E-07,0.999367041629304
5512,10,6,1.71421939848384E-07,0.999367213051244
5513,10,9,1.71421939848384E-07,0.999367384473183
5514,7,5,1.19995357893869E-07,0.999367504468541
5515,5,5,8.57109699241921E-08,0.999367590179511
5516,5,5,8.57109699241921E-08,0.999367675890481
5517,5,4,8.57109699241921E-08,0.999367761601451
5518,7,7,1.19995357893869E-07,0.999367881596809
5519,4,4,6.85687759393537E-08,0.999367950165585
5520,8,8,1.37137551878707E-07,0.999368087303137
5521,4,3,6.85687759393537E-08,0.999368155871913
5522,4,4,6.85687759393537E-08,0.999368224440689
5523,8,6,1.37137551878707E-07,0.999368361578241
5524,3,3,5.14265819545152E-08,0.999368413004822
5525,5,5,8.57109699241921E-08,0.999368498715793
5526,4,4,6.85687759393537E-08,0.999368567284568
5527,5,4,8.57109699241921E-08,0.999368652995539
5528,3,3,5.14265819545152E-08,0.99936870442212
5529,4,4,6.85687759393537E-08,0.999368772990896
5530,3,3,5.14265819545152E-08,0.999368824417478
5531,6,5,1.02853163909031E-07,0.999368927270642
5532,5,5,8.57109699241921E-08,0.999369012981612
5533,6,6,1.02853163909031E-07,0.999369115834776
5534,5,5,8.57109699241921E-08,0.999369201545746
5535,2,2,3.42843879696768E-08,0.999369235830134
5536,10,9,1.71421939848384E-07,0.999369407252074
5537,3,3,5.14265819545152E-08,0.999369458678656
5538,3,3,5.14265819545152E-08,0.999369510105238
5539,7,7,1.19995357893869E-07,0.999369630100595
5540,5,4,8.57109699241921E-08,0.999369715811565
5541,5,5,8.57109699241921E-08,0.999369801522535
5542,2,2,3.42843879696768E-08,0.999369835806923
5543,1,1,1.71421939848384E-08,0.999369852949117
5544,5,5,8.57109699241921E-08,0.999369938660087
5545,5,5,8.57109699241921E-08,0.999370024371057
5546,6,6,1.02853163909031E-07,0.999370127224221
5547,4,4,6.85687759393537E-08,0.999370195792997
5548,4,4,6.85687759393537E-08,0.999370264361773
5549,7,6,1.19995357893869E-07,0.999370384357131
5550,6,5,1.02853163909031E-07,0.999370487210295
5551,10,9,1.71421939848384E-07,0.999370658632235
5552,12,5,2.05706327818061E-07,0.999370864338562
5553,6,5,1.02853163909031E-07,0.999370967191726
5554,7,4,1.19995357893869E-07,0.999371087187084
5555,8,7,1.37137551878707E-07,0.999371224324636
5556,6,6,1.02853163909031E-07,0.9993713271778
5557,4,4,6.85687759393537E-08,0.999371395746576
5558,7,7,1.19995357893869E-07,0.999371515741934
5559,7,6,1.19995357893869E-07,0.999371635737292
5560,5,5,8.57109699241921E-08,0.999371721448262
5561,9,9,1.54279745863546E-07,0.999371875728007
5562,5,4,8.57109699241921E-08,0.999371961438977
5563,9,7,1.54279745863546E-07,0.999372115718723
5564,5,5,8.57109699241921E-08,0.999372201429693
5565,14,10,2.39990715787738E-07,0.999372441420409
5566,3,3,5.14265819545152E-08,0.999372492846991
5567,5,3,8.57109699241921E-08,0.999372578557961
5568,9,8,1.54279745863546E-07,0.999372732837707
5569,8,4,1.37137551878707E-07,0.999372869975259
5570,12,9,2.05706327818061E-07,0.999373075681586
5571,4,4,6.85687759393537E-08,0.999373144250362
5572,3,3,5.14265819545152E-08,0.999373195676944
5573,5,4,8.57109699241921E-08,0.999373281387914
5574,4,4,6.85687759393537E-08,0.99937334995669
5575,18,13,3.08559491727091E-07,0.999373658516182
5576,7,6,1.19995357893869E-07,0.99937377851154
5577,3,3,5.14265819545152E-08,0.999373829938122
5578,5,5,8.57109699241921E-08,0.999373915649092
5579,8,8,1.37137551878707E-07,0.999374052786644
5580,6,6,1.02853163909031E-07,0.999374155639808
5581,27,8,4.62839237590637E-07,0.999374618479045
5582,31,12,5.31408013529991E-07,0.999375149887059
5583,7,6,1.19995357893869E-07,0.999375269882417
5584,8,8,1.37137551878707E-07,0.999375407019968
5585,18,9,3.08559491727091E-07,0.99937571557946
5586,7,6,1.19995357893869E-07,0.999375835574818
5587,18,6,3.08559491727091E-07,0.99937614413431
5588,22,10,3.77128267666445E-07,0.999376521262577
5589,20,8,3.42843879696768E-07,0.999376864106457
5590,15,6,2.57132909772576E-07,0.999377121239367
5591,24,6,4.11412655636122E-07,0.999377532652023
5592,16,5,2.74275103757415E-07,0.999377806927126
5593,11,5,1.88564133833223E-07,0.99937799549126
5594,16,5,2.74275103757415E-07,0.999378269766364
5595,12,8,2.05706327818061E-07,0.999378475472692
5596,22,8,3.77128267666445E-07,0.999378852600959
5597,12,7,2.05706327818061E-07,0.999379058307287
5598,20,7,3.42843879696768E-07,0.999379401151167
5599,18,8,3.08559491727091E-07,0.999379709710659
5600,19,6,3.2570168571193E-07,0.999380035412344
5601,7,2,1.19995357893869E-07,0.999380155407702
5602,9,4,1.54279745863546E-07,0.999380309687448
5603,6,5,1.02853163909031E-07,0.999380412540612
5604,5,5,8.57109699241921E-08,0.999380498251582
5605,7,5,1.19995357893869E-07,0.99938061824694
5606,9,3,1.54279745863546E-07,0.999380772526686
5607,3,3,5.14265819545152E-08,0.999380823953268
5608,3,3,5.14265819545152E-08,0.99938087537985
5609,18,9,3.08559491727091E-07,0.999381183939341
5610,7,5,1.19995357893869E-07,0.999381303934699
5611,6,6,1.02853163909031E-07,0.999381406787863
5612,5,5,8.57109699241921E-08,0.999381492498833
5613,5,5,8.57109699241921E-08,0.999381578209803
5614,3,3,5.14265819545152E-08,0.999381629636385
5615,1,1,1.71421939848384E-08,0.999381646778579
5616,8,8,1.37137551878707E-07,0.999381783916131
5617,13,8,2.22848521802899E-07,0.999382006764653
5618,3,3,5.14265819545152E-08,0.999382058191235
5619,7,6,1.19995357893869E-07,0.999382178186592
5620,6,4,1.02853163909031E-07,0.999382281039756
5621,3,3,5.14265819545152E-08,0.999382332466338
5622,8,7,1.37137551878707E-07,0.99938246960389
5623,3,3,5.14265819545152E-08,0.999382521030472
5624,5,5,8.57109699241921E-08,0.999382606741442
5625,12,9,2.05706327818061E-07,0.99938281244777
5626,8,8,1.37137551878707E-07,0.999382949585322
5627,5,5,8.57109699241921E-08,0.999383035296292
5628,8,7,1.37137551878707E-07,0.999383172433844
5629,5,5,8.57109699241921E-08,0.999383258144813
5630,3,3,5.14265819545152E-08,0.999383309571395
5631,6,6,1.02853163909031E-07,0.999383412424559
5632,5,5,8.57109699241921E-08,0.999383498135529
5633,5,4,8.57109699241921E-08,0.999383583846499
5634,9,9,1.54279745863546E-07,0.999383738126245
5635,7,7,1.19995357893869E-07,0.999383858121603
5636,8,6,1.37137551878707E-07,0.999383995259155
5637,8,8,1.37137551878707E-07,0.999384132396707
5638,7,7,1.19995357893869E-07,0.999384252392065
5639,9,7,1.54279745863546E-07,0.99938440667181
5640,6,6,1.02853163909031E-07,0.999384509524974
5641,4,4,6.85687759393537E-08,0.99938457809375
5642,3,3,5.14265819545152E-08,0.999384629520332
5643,8,8,1.37137551878707E-07,0.999384766657884
5644,5,3,8.57109699241921E-08,0.999384852368854
5645,4,4,6.85687759393537E-08,0.99938492093763
5646,7,6,1.19995357893869E-07,0.999385040932988
5647,13,10,2.22848521802899E-07,0.99938526378151
5648,6,6,1.02853163909031E-07,0.999385366634674
5649,7,6,1.19995357893869E-07,0.999385486630031
5650,8,8,1.37137551878707E-07,0.999385623767583
5651,3,3,5.14265819545152E-08,0.999385675194165
5652,3,3,5.14265819545152E-08,0.999385726620747
5653,7,7,1.19995357893869E-07,0.999385846616105
5654,4,4,6.85687759393537E-08,0.999385915184881
5655,7,7,1.19995357893869E-07,0.999386035180239
5656,3,3,5.14265819545152E-08,0.999386086606821
5657,7,7,1.19995357893869E-07,0.999386206602179
5658,5,4,8.57109699241921E-08,0.999386292313149
5659,4,3,6.85687759393537E-08,0.999386360881925
5660,4,2,6.85687759393537E-08,0.999386429450701
5661,13,9,2.22848521802899E-07,0.999386652299222
5662,6,6,1.02853163909031E-07,0.999386755152386
5663,9,8,1.54279745863546E-07,0.999386909432132
5664,7,7,1.19995357893869E-07,0.99938702942749
5665,5,4,8.57109699241921E-08,0.99938711513846
5666,8,6,1.37137551878707E-07,0.999387252276012
5667,5,5,8.57109699241921E-08,0.999387337986982
5668,2,2,3.42843879696768E-08,0.99938737227137
5670,11,7,1.88564133833223E-07,0.999387560835504
5671,7,6,1.19995357893869E-07,0.999387680830862
5672,10,9,1.71421939848384E-07,0.999387852252801
5673,8,8,1.37137551878707E-07,0.999387989390353
5674,10,7,1.71421939848384E-07,0.999388160812293
5675,6,4,1.02853163909031E-07,0.999388263665457
5676,10,9,1.71421939848384E-07,0.999388435087397
5677,7,7,1.19995357893869E-07,0.999388555082755
5678,4,4,6.85687759393537E-08,0.999388623651531
5679,2,2,3.42843879696768E-08,0.999388657935919
5680,8,6,1.37137551878707E-07,0.99938879507347
5681,11,11,1.88564133833223E-07,0.999388983637604
5682,2,2,3.42843879696768E-08,0.999389017921992
5683,9,8,1.54279745863546E-07,0.999389172201738
5684,9,9,1.54279745863546E-07,0.999389326481484
5685,8,8,1.37137551878707E-07,0.999389463619036
5686,7,6,1.19995357893869E-07,0.999389583614394
5687,10,9,1.71421939848384E-07,0.999389755036334
5688,3,2,5.14265819545152E-08,0.999389806462916
5689,8,8,1.37137551878707E-07,0.999389943600468
5691,1,1,1.71421939848384E-08,0.999389960742661
5692,8,7,1.37137551878707E-07,0.999390097880213
5693,9,6,1.54279745863546E-07,0.999390252159959
5694,3,3,5.14265819545152E-08,0.999390303586541
5695,9,7,1.54279745863546E-07,0.999390457866287
5696,5,5,8.57109699241921E-08,0.999390543577257
5697,5,5,8.57109699241921E-08,0.999390629288227
5698,6,6,1.02853163909031E-07,0.999390732141391
5699,5,5,8.57109699241921E-08,0.999390817852361
5700,10,8,1.71421939848384E-07,0.999390989274301
5701,7,7,1.19995357893869E-07,0.999391109269659
5702,9,9,1.54279745863546E-07,0.999391263549404
5703,4,3,6.85687759393537E-08,0.99939133211818
5704,11,10,1.88564133833223E-07,0.999391520682314
5705,2,2,3.42843879696768E-08,0.999391554966702
5706,7,7,1.19995357893869E-07,0.99939167496206
5707,7,7,1.19995357893869E-07,0.999391794957418
5708,4,4,6.85687759393537E-08,0.999391863526194
5709,3,3,5.14265819545152E-08,0.999391914952776
5710,4,3,6.85687759393537E-08,0.999391983521552
5711,3,3,5.14265819545152E-08,0.999392034948134
5712,6,6,1.02853163909031E-07,0.999392137801298
5713,10,8,1.71421939848384E-07,0.999392309223238
5714,7,6,1.19995357893869E-07,0.999392429218595
5715,7,7,1.19995357893869E-07,0.999392549213953
5716,7,5,1.19995357893869E-07,0.999392669209311
5717,8,7,1.37137551878707E-07,0.999392806346863
5718,6,4,1.02853163909031E-07,0.999392909200027
5719,8,7,1.37137551878707E-07,0.999393046337579
