true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,classifier,concept,control,control_val
60752,39896,48757,46035,195440,0.51,0.55,0.56,0.55,0.02,0.57,0.55,0.39,0.51,0.02,-0.06,0.99,0.99,0.0,,message_length_avg_better,commit_period_avg_better,Is_Company,False
56307,42026,53202,43905,195440,0.5,0.51,0.56,0.51,0.0,0.56,0.56,0.37,0.5,0.0,-0.02,1.0,0.99,0.0,,message_length_avg_better,commit_days_avg_better,Is_Company,False
89615,27840,58091,19894,195440,0.6,0.56,0.76,0.61,0.08,0.82,0.68,0.53,0.53,0.13,0.07,0.99,0.8,0.02,,refactor_mle_avg_better,message_length_avg_better,Is_Company,False
83667,22217,64039,25517,195440,0.54,0.56,0.76,0.57,0.01,0.77,0.74,0.48,0.53,0.02,-0.03,0.99,0.8,0.0,,refactor_mle_avg_better,commit_hours_better,Is_Company,False
147700,0,6,47734,195440,0.76,1.0,0.76,1.0,-0.0,0.76,1.0,0.76,0.76,-0.0,-0.24,0.0,0.8,0.0,,refactor_mle_avg_better,owned_repository_avg_better,Is_Company,False
82563,25352,65143,22382,195440,0.55,0.54,0.76,0.56,0.04,0.79,0.72,0.49,0.52,0.06,0.03,1.0,0.8,0.0,,refactor_mle_avg_better,files_edited_avg_better,Is_Company,False
113571,21612,34135,26122,195440,0.69,0.71,0.76,0.77,0.08,0.81,0.61,0.65,0.61,0.13,-0.03,0.86,0.8,0.03,,refactor_mle_avg_better,ccp_avg_better,Is_Company,False
48753,25048,98953,22686,195440,0.38,0.37,0.76,0.33,-0.1,0.68,0.8,0.29,0.43,-0.12,-0.4,0.95,0.8,0.01,,refactor_mle_avg_better,same_date_duration_avg_avg_better,Is_Company,False
81315,22262,66391,25472,195440,0.53,0.55,0.76,0.55,0.01,0.76,0.75,0.47,0.52,0.01,-0.03,0.99,0.8,0.0,,refactor_mle_avg_better,commit_period_avg_better,Is_Company,False
76331,23853,71375,23881,195440,0.51,0.51,0.76,0.52,0.01,0.76,0.75,0.44,0.51,0.01,-0.0,1.0,0.8,0.0,,refactor_mle_avg_better,commit_days_avg_better,Is_Company,False
63025,39772,46159,46484,195440,0.53,0.56,0.56,0.58,0.03,0.58,0.54,0.4,0.51,0.04,-0.06,0.99,0.99,0.0,,commit_hours_better,message_length_avg_better,Is_Company,False
83667,22217,25517,64039,195440,0.54,0.76,0.56,0.77,0.01,0.57,0.53,0.48,0.53,0.02,-0.28,0.8,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,Is_Company,False
109184,6,0,86250,195440,0.56,1.0,0.56,1.0,0.0,0.56,0.0,0.56,0.56,0.0,-0.44,0.0,0.99,0.0,,commit_hours_better,owned_repository_avg_better,Is_Company,False
77702,59013,31482,27243,195440,0.7,0.54,0.56,0.71,0.33,0.74,0.35,0.57,0.5,0.39,0.3,1.0,0.99,0.11,,commit_hours_better,files_edited_avg_better,Is_Company,False
74714,21277,34470,64979,195440,0.49,0.71,0.56,0.68,-0.04,0.53,0.62,0.43,0.53,-0.06,-0.31,0.86,0.99,0.0,,commit_hours_better,ccp_avg_better,Is_Company,False
33064,47881,76120,38375,195440,0.41,0.37,0.56,0.3,-0.17,0.46,0.61,0.22,0.48,-0.14,-0.35,0.95,0.99,0.02,,commit_hours_better,same_date_duration_avg_avg_better,Is_Company,False
76807,56276,32377,29980,195440,0.68,0.55,0.56,0.7,0.29,0.72,0.37,0.55,0.51,0.35,0.25,0.99,0.99,0.09,,commit_hours_better,commit_period_avg_better,Is_Company,False
84894,70938,24290,15318,195440,0.8,0.51,0.56,0.78,0.52,0.85,0.26,0.68,0.5,0.59,0.56,1.0,0.99,0.27,,commit_hours_better,commit_days_avg_better,Is_Company,False
158371,89283,63902,130236,441792,0.56,0.65,0.5,0.71,0.09,0.55,0.42,0.45,0.5,0.12,-0.14,0.93,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,Is_Company,True
134179,107853,88094,111666,441792,0.55,0.56,0.5,0.6,0.08,0.55,0.45,0.4,0.5,0.09,-0.02,0.99,1.0,0.01,,message_length_avg_better,commit_hours_better,Is_Company,True
222273,1,0,219518,441792,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,-0.5,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,Is_Company,True
134878,117642,87395,101877,441792,0.57,0.54,0.5,0.61,0.13,0.57,0.43,0.42,0.5,0.14,0.07,1.0,1.0,0.01,,message_length_avg_better,files_edited_avg_better,Is_Company,True
97794,67850,124479,151669,441792,0.37,0.56,0.5,0.44,-0.22,0.39,0.65,0.26,0.5,-0.25,-0.34,0.99,1.0,0.05,,message_length_avg_better,ccp_avg_better,Is_Company,True
93432,123261,128841,96258,441792,0.49,0.43,0.5,0.42,-0.02,0.49,0.51,0.29,0.5,-0.02,-0.14,0.99,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,Is_Company,True
126145,113780,96128,105739,441792,0.54,0.52,0.5,0.57,0.08,0.54,0.46,0.38,0.5,0.09,0.03,1.0,1.0,0.01,,message_length_avg_better,commit_period_avg_better,Is_Company,True
126299,117610,95974,101909,441792,0.55,0.52,0.5,0.57,0.1,0.55,0.45,0.39,0.5,0.1,0.07,1.0,1.0,0.01,,message_length_avg_better,commit_days_avg_better,Is_Company,True
158371,89283,130236,63902,441792,0.56,0.5,0.65,0.55,0.09,0.71,0.59,0.45,0.5,0.12,0.11,1.0,0.93,0.01,,refactor_mle_avg_better,message_length_avg_better,Is_Company,True
169089,76429,119518,76756,441792,0.56,0.56,0.65,0.59,0.05,0.69,0.61,0.46,0.52,0.07,-0.0,0.99,0.93,0.0,,refactor_mle_avg_better,commit_hours_better,Is_Company,True
288607,1,0,153184,441792,0.65,1.0,0.65,1.0,0.0,0.65,0.0,0.65,0.65,0.0,-0.35,0.0,0.93,0.0,,refactor_mle_avg_better,owned_repository_avg_better,Is_Company,True
158631,75061,129976,78124,441792,0.53,0.54,0.65,0.55,0.03,0.67,0.63,0.43,0.51,0.04,-0.01,1.0,0.93,0.0,,refactor_mle_avg_better,files_edited_avg_better,Is_Company,True
144021,47743,144586,105442,441792,0.43,0.56,0.65,0.5,-0.12,0.58,0.75,0.37,0.52,-0.16,-0.23,0.99,0.93,0.02,,refactor_mle_avg_better,ccp_avg_better,Is_Company,True
119251,82746,169356,70439,441792,0.46,0.43,0.65,0.41,-0.04,0.63,0.67,0.33,0.48,-0.04,-0.2,0.99,0.93,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,Is_Company,True
145733,67034,142874,86151,441792,0.48,0.52,0.65,0.5,-0.04,0.63,0.68,0.39,0.51,-0.05,-0.08,1.0,0.93,0.0,,refactor_mle_avg_better,commit_period_avg_better,Is_Company,True
149027,74004,139580,79181,441792,0.5,0.52,0.65,0.52,-0.0,0.65,0.65,0.41,0.51,-0.0,-0.02,1.0,0.93,0.0,,refactor_mle_avg_better,commit_days_avg_better,Is_Company,True
134179,107853,111666,88094,441792,0.55,0.5,0.56,0.55,0.08,0.6,0.51,0.4,0.5,0.09,0.09,1.0,0.99,0.01,,commit_hours_better,message_length_avg_better,Is_Company,True
169089,76429,76756,119518,441792,0.56,0.65,0.56,0.69,0.05,0.59,0.5,0.46,0.52,0.07,-0.15,0.93,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,Is_Company,True
245845,1,0,195946,441792,0.56,1.0,0.56,1.0,0.0,0.56,0.0,0.56,0.56,0.0,-0.44,0.0,0.99,0.0,,commit_hours_better,owned_repository_avg_better,Is_Company,True
159603,118795,86242,77152,441792,0.63,0.54,0.56,0.65,0.21,0.67,0.42,0.49,0.5,0.25,0.18,1.0,0.99,0.05,,commit_hours_better,files_edited_avg_better,Is_Company,True
130642,77126,115203,118821,441792,0.47,0.56,0.56,0.53,-0.06,0.52,0.6,0.36,0.51,-0.07,-0.17,0.99,0.99,0.0,,commit_hours_better,ccp_avg_better,Is_Company,True
92564,98821,153281,97126,441792,0.43,0.43,0.56,0.38,-0.12,0.49,0.61,0.27,0.49,-0.12,-0.24,0.99,0.99,0.01,,commit_hours_better,same_date_duration_avg_avg_better,Is_Company,True
166329,130392,79516,65555,441792,0.67,0.52,0.56,0.68,0.29,0.72,0.38,0.53,0.5,0.34,0.28,1.0,0.99,0.09,,commit_hours_better,commit_period_avg_better,Is_Company,True
190317,158056,55528,37891,441792,0.79,0.52,0.56,0.77,0.5,0.83,0.26,0.67,0.5,0.57,0.53,1.0,0.99,0.26,,commit_hours_better,commit_days_avg_better,Is_Company,True
207104,52114,31283,165823,456324,0.57,0.82,0.52,0.87,0.06,0.56,0.38,0.51,0.51,0.1,-0.3,0.69,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,dev_group,Large
146786,101498,91601,116439,456324,0.54,0.58,0.52,0.62,0.07,0.56,0.47,0.41,0.5,0.08,-0.06,0.98,1.0,0.0,,message_length_avg_better,commit_hours_better,dev_group,Large
238339,20,48,217917,456324,0.52,1.0,0.52,1.0,-0.0,0.52,0.71,0.52,0.52,-0.0,-0.48,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,dev_group,Large
147147,103002,91240,114935,456324,0.55,0.57,0.52,0.62,0.07,0.56,0.47,0.42,0.5,0.09,-0.05,0.98,1.0,0.01,,message_length_avg_better,files_edited_avg_better,dev_group,Large
162936,41514,75451,176423,456324,0.45,0.74,0.52,0.68,-0.08,0.48,0.65,0.39,0.51,-0.12,-0.4,0.82,1.0,0.02,,message_length_avg_better,ccp_avg_better,dev_group,Large
119408,110640,118979,107297,456324,0.5,0.5,0.52,0.5,0.01,0.53,0.52,0.35,0.5,0.01,0.0,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,dev_group,Large
141469,105949,96918,111988,456324,0.54,0.56,0.52,0.59,0.07,0.56,0.48,0.4,0.5,0.08,-0.02,0.99,1.0,0.0,,message_length_avg_better,commit_period_avg_better,dev_group,Large
140252,110338,98135,107599,456324,0.55,0.54,0.52,0.59,0.08,0.57,0.47,0.41,0.5,0.09,0.01,0.99,1.0,0.01,,message_length_avg_better,commit_days_avg_better,dev_group,Large
207104,52114,165823,31283,456324,0.57,0.52,0.82,0.56,0.06,0.87,0.76,0.51,0.51,0.1,0.09,1.0,0.69,0.01,,refactor_mle_avg_better,message_length_avg_better,dev_group,Large
221087,41259,151840,42138,456324,0.57,0.58,0.82,0.59,0.03,0.84,0.79,0.53,0.55,0.05,-0.0,0.98,0.69,0.0,,refactor_mle_avg_better,commit_hours_better,dev_group,Large
372883,24,44,83373,456324,0.82,1.0,0.82,1.0,0.0,0.82,0.65,0.82,0.82,0.0,-0.18,0.0,0.69,0.0,,refactor_mle_avg_better,owned_repository_avg_better,dev_group,Large
225623,46938,147304,36459,456324,0.6,0.57,0.82,0.61,0.05,0.86,0.76,0.55,0.55,0.09,0.04,0.98,0.69,0.01,,refactor_mle_avg_better,files_edited_avg_better,dev_group,Large
286095,30133,86832,53264,456324,0.69,0.74,0.82,0.77,0.03,0.84,0.74,0.67,0.65,0.06,-0.07,0.82,0.69,0.01,,refactor_mle_avg_better,ccp_avg_better,dev_group,Large
183714,40406,189213,42991,456324,0.49,0.5,0.82,0.49,-0.01,0.81,0.82,0.44,0.5,-0.01,-0.02,1.0,0.69,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,dev_group,Large
211128,41068,161799,42329,456324,0.55,0.56,0.82,0.57,0.02,0.83,0.8,0.51,0.54,0.03,-0.0,0.99,0.69,0.0,,refactor_mle_avg_better,commit_period_avg_better,dev_group,Large
209969,45515,162958,37882,456324,0.56,0.54,0.82,0.56,0.04,0.85,0.78,0.51,0.53,0.06,0.03,0.99,0.69,0.01,,refactor_mle_avg_better,commit_days_avg_better,dev_group,Large
146786,101498,116439,91601,456324,0.54,0.52,0.58,0.56,0.07,0.62,0.53,0.41,0.5,0.08,0.04,1.0,0.98,0.0,,commit_hours_better,message_length_avg_better,dev_group,Large
221087,41259,42138,151840,456324,0.57,0.82,0.58,0.84,0.03,0.59,0.51,0.53,0.55,0.05,-0.3,0.69,0.98,0.0,,commit_hours_better,refactor_mle_avg_better,dev_group,Large
263190,33,35,193066,456324,0.58,1.0,0.58,1.0,0.0,0.58,0.51,0.58,0.58,0.0,-0.42,0.0,0.98,0.0,,commit_hours_better,owned_repository_avg_better,dev_group,Large
190815,121832,72410,71267,456324,0.69,0.57,0.58,0.72,0.26,0.73,0.37,0.57,0.51,0.34,0.19,0.98,0.98,0.09,,commit_hours_better,files_edited_avg_better,dev_group,Large
189672,43412,73553,149687,456324,0.51,0.74,0.58,0.72,-0.03,0.56,0.63,0.46,0.54,-0.05,-0.31,0.82,0.98,0.0,,commit_hours_better,ccp_avg_better,dev_group,Large
112398,78792,150827,114307,456324,0.42,0.5,0.58,0.43,-0.14,0.5,0.66,0.3,0.5,-0.16,-0.17,1.0,0.98,0.02,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Large
186610,126252,76615,66847,456324,0.69,0.56,0.58,0.71,0.28,0.74,0.38,0.57,0.51,0.35,0.23,0.99,0.98,0.1,,commit_hours_better,commit_period_avg_better,dev_group,Large
210869,156117,52356,36982,456324,0.8,0.54,0.58,0.8,0.47,0.85,0.25,0.7,0.51,0.59,0.48,0.99,0.98,0.28,,commit_hours_better,commit_days_avg_better,dev_group,Large
301671,10648,6490,296779,615588,0.51,0.97,0.5,0.98,0.01,0.5,0.38,0.5,0.5,0.01,-0.48,0.18,1.0,0.0,,message_length_avg_better,refactor_mle_avg_better,dev_group,Small
168612,147451,139549,159976,615588,0.51,0.53,0.5,0.55,0.03,0.51,0.49,0.36,0.5,0.03,-0.04,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,dev_group,Small
308035,157,126,307270,615588,0.5,1.0,0.5,1.0,0.0,0.5,0.45,0.5,0.5,0.0,-0.5,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,dev_group,Small
184510,122010,123651,185417,615588,0.5,0.6,0.5,0.6,-0.0,0.5,0.5,0.37,0.5,-0.0,-0.17,0.97,1.0,0.0,,message_length_avg_better,files_edited_avg_better,dev_group,Small
279842,20285,28319,287142,615588,0.49,0.92,0.5,0.91,-0.01,0.49,0.58,0.47,0.5,-0.03,-0.47,0.4,1.0,0.0,,message_length_avg_better,ccp_avg_better,dev_group,Small
144765,164470,163396,142957,615588,0.5,0.47,0.5,0.47,0.01,0.5,0.5,0.32,0.5,0.0,-0.06,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,dev_group,Small
149342,143777,158819,163650,615588,0.48,0.51,0.5,0.48,-0.05,0.48,0.52,0.32,0.5,-0.05,-0.06,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,dev_group,Small
161344,157096,146817,150331,615588,0.52,0.51,0.5,0.52,0.03,0.52,0.48,0.35,0.5,0.03,0.02,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,dev_group,Small
301671,10648,296779,6490,615588,0.51,0.5,0.97,0.5,0.01,0.98,0.97,0.5,0.5,0.01,0.01,1.0,0.18,0.0,,refactor_mle_avg_better,message_length_avg_better,dev_group,Small
320058,8608,278392,8530,615588,0.53,0.53,0.97,0.53,0.0,0.97,0.97,0.53,0.53,0.0,0.0,1.0,0.18,0.0,,refactor_mle_avg_better,commit_hours_better,dev_group,Small
598285,118,165,17020,615588,0.97,1.0,0.97,1.0,0.0,0.97,0.58,0.97,0.97,0.0,-0.03,0.01,0.18,0.0,,refactor_mle_avg_better,owned_repository_avg_better,dev_group,Small
362257,9468,236193,7670,615588,0.6,0.6,0.97,0.61,0.01,0.98,0.96,0.6,0.6,0.01,0.0,0.97,0.18,0.0,,refactor_mle_avg_better,files_edited_avg_better,dev_group,Small
553705,3859,44745,13279,615588,0.91,0.92,0.97,0.93,0.0,0.98,0.92,0.91,0.9,0.01,-0.02,0.4,0.18,0.0,,refactor_mle_avg_better,ccp_avg_better,dev_group,Small
279218,8634,319232,8504,615588,0.47,0.47,0.97,0.47,-0.0,0.97,0.97,0.46,0.47,-0.0,-0.12,1.0,0.18,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,dev_group,Small
303825,7971,294625,9167,615588,0.51,0.51,0.97,0.51,-0.0,0.97,0.97,0.5,0.51,-0.0,-0.0,1.0,0.18,0.0,,refactor_mle_avg_better,commit_period_avg_better,dev_group,Small
304262,9725,294188,7413,615588,0.51,0.51,0.97,0.51,0.0,0.98,0.97,0.5,0.51,0.01,0.01,1.0,0.18,0.0,,refactor_mle_avg_better,commit_days_avg_better,dev_group,Small
168612,147451,159976,139549,615588,0.51,0.5,0.53,0.51,0.03,0.55,0.52,0.36,0.5,0.03,0.03,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,dev_group,Small
320058,8608,8530,278392,615588,0.53,0.97,0.53,0.97,0.0,0.53,0.5,0.53,0.53,0.0,-0.45,0.18,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,dev_group,Small
328444,139,144,286861,615588,0.53,1.0,0.53,1.0,0.0,0.53,0.51,0.53,0.53,0.0,-0.47,0.01,1.0,0.0,,commit_hours_better,owned_repository_avg_better,dev_group,Small
221350,138423,107238,148577,615588,0.58,0.6,0.53,0.67,0.12,0.6,0.44,0.46,0.51,0.15,-0.03,0.97,1.0,0.02,,commit_hours_better,files_edited_avg_better,dev_group,Small
297551,17567,31037,269433,615588,0.51,0.92,0.53,0.91,-0.02,0.52,0.64,0.5,0.53,-0.03,-0.44,0.4,1.0,0.0,,commit_hours_better,ccp_avg_better,dev_group,Small
110694,109972,217894,177028,615588,0.36,0.47,0.53,0.34,-0.28,0.38,0.66,0.22,0.5,-0.28,-0.33,1.0,1.0,0.06,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Small
194914,168922,133674,118078,615588,0.59,0.51,0.53,0.59,0.17,0.62,0.44,0.44,0.5,0.18,0.16,1.0,1.0,0.02,,commit_hours_better,commit_period_avg_better,dev_group,Small
227544,202869,101044,84131,615588,0.7,0.51,0.53,0.69,0.37,0.73,0.33,0.55,0.5,0.4,0.38,1.0,1.0,0.12,,commit_hours_better,commit_days_avg_better,dev_group,Small
1047685,141270,82663,974070,2245688,0.53,0.9,0.5,0.93,0.03,0.52,0.37,0.5,0.5,0.05,-0.41,0.47,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,dev_group,Medium
620260,531437,510088,583903,2245688,0.51,0.54,0.5,0.55,0.02,0.52,0.49,0.36,0.5,0.03,-0.04,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,dev_group,Medium
1130063,162,285,1115178,2245688,0.5,1.0,0.5,1.0,-0.0,0.5,0.64,0.5,0.5,-0.0,-0.5,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,dev_group,Medium
693132,515354,437216,599986,2245688,0.54,0.58,0.5,0.61,0.06,0.54,0.46,0.4,0.5,0.08,-0.07,0.98,1.0,0.0,,message_length_avg_better,files_edited_avg_better,dev_group,Medium
873651,130151,256697,985189,2245688,0.45,0.83,0.5,0.77,-0.07,0.47,0.66,0.41,0.5,-0.11,-0.46,0.66,1.0,0.02,,message_length_avg_better,ccp_avg_better,dev_group,Medium
543053,609177,587295,506163,2245688,0.51,0.47,0.5,0.48,0.03,0.52,0.49,0.33,0.5,0.03,-0.04,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,dev_group,Medium
578695,551064,551653,564276,2245688,0.5,0.51,0.5,0.51,0.01,0.51,0.5,0.34,0.5,0.01,-0.01,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,dev_group,Medium
607148,579543,523200,535797,2245688,0.53,0.51,0.5,0.54,0.06,0.53,0.47,0.36,0.5,0.06,0.04,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,dev_group,Medium
1047685,141270,974070,82663,2245688,0.53,0.5,0.9,0.52,0.03,0.93,0.87,0.5,0.5,0.05,0.05,1.0,0.47,0.01,,refactor_mle_avg_better,message_length_avg_better,dev_group,Medium
1091563,111333,930192,112600,2245688,0.54,0.54,0.9,0.54,0.01,0.91,0.89,0.51,0.53,0.01,-0.0,1.0,0.47,0.0,,refactor_mle_avg_better,commit_hours_better,dev_group,Medium
2021504,196,251,223737,2245688,0.9,1.0,0.9,1.0,0.0,0.9,0.56,0.9,0.9,0.0,-0.1,0.0,0.47,0.0,,refactor_mle_avg_better,owned_repository_avg_better,dev_group,Medium
1187099,117914,834656,106019,2245688,0.58,0.58,0.9,0.59,0.02,0.92,0.88,0.56,0.56,0.04,0.01,0.98,0.47,0.0,,refactor_mle_avg_better,files_edited_avg_better,dev_group,Medium
1692341,57434,329414,166499,2245688,0.78,0.83,0.9,0.84,0.01,0.91,0.85,0.77,0.76,0.02,-0.06,0.66,0.47,0.0,,refactor_mle_avg_better,ccp_avg_better,dev_group,Medium
944164,118881,1077591,105052,2245688,0.47,0.47,0.9,0.47,-0.0,0.9,0.9,0.44,0.47,-0.0,-0.11,1.0,0.47,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,dev_group,Medium
1024068,105030,997687,118903,2245688,0.5,0.51,0.9,0.51,-0.0,0.9,0.9,0.48,0.51,-0.01,-0.01,1.0,0.47,0.0,,refactor_mle_avg_better,commit_period_avg_better,dev_group,Medium
1034047,115035,987708,108898,2245688,0.51,0.51,0.9,0.51,0.0,0.9,0.9,0.49,0.51,0.01,0.01,1.0,0.47,0.0,,refactor_mle_avg_better,commit_days_avg_better,dev_group,Medium
620260,531437,583903,510088,2245688,0.51,0.5,0.54,0.52,0.02,0.55,0.52,0.36,0.5,0.03,0.02,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,dev_group,Medium
1091563,111333,112600,930192,2245688,0.54,0.9,0.54,0.91,0.01,0.54,0.5,0.51,0.53,0.01,-0.41,0.47,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,dev_group,Medium
1203992,276,171,1041249,2245688,0.54,1.0,0.54,1.0,0.0,0.54,0.38,0.54,0.54,0.0,-0.46,0.0,1.0,0.0,,commit_hours_better,owned_repository_avg_better,dev_group,Medium
808324,556731,395839,484794,2245688,0.61,0.58,0.54,0.67,0.17,0.63,0.42,0.48,0.51,0.2,0.06,0.98,1.0,0.03,,commit_hours_better,files_edited_avg_better,dev_group,Medium
971909,154594,232254,886931,2245688,0.5,0.83,0.54,0.81,-0.02,0.52,0.6,0.46,0.52,-0.04,-0.39,0.66,1.0,0.0,,commit_hours_better,ccp_avg_better,dev_group,Medium
421475,413784,782688,627741,2245688,0.37,0.47,0.54,0.35,-0.25,0.4,0.65,0.23,0.5,-0.25,-0.3,1.0,1.0,0.05,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Medium
745330,643884,458833,397641,2245688,0.62,0.51,0.54,0.62,0.22,0.65,0.42,0.47,0.5,0.24,0.22,1.0,1.0,0.04,,commit_hours_better,commit_period_avg_better,dev_group,Medium
868359,766939,335804,274586,2245688,0.73,0.51,0.54,0.72,0.42,0.76,0.3,0.59,0.5,0.45,0.43,1.0,1.0,0.16,,commit_hours_better,commit_days_avg_better,dev_group,Medium
540,393,246,355,1534,0.61,0.58,0.51,0.69,0.18,0.6,0.38,0.47,0.5,0.21,0.04,0.98,1.0,0.03,,message_length_avg_better,refactor_mle_avg_better,dev_group,Single
547,383,239,365,1534,0.61,0.59,0.51,0.7,0.17,0.6,0.38,0.48,0.5,0.21,0.02,0.97,1.0,0.03,,message_length_avg_better,commit_hours_better,dev_group,Single
786,2,0,746,1534,0.51,1.0,0.51,1.0,0.0,0.51,0.0,0.51,0.51,0.0,-0.49,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,dev_group,Single
468,391,318,357,1534,0.56,0.54,0.51,0.6,0.11,0.57,0.45,0.41,0.5,0.12,0.04,1.0,1.0,0.01,,message_length_avg_better,files_edited_avg_better,dev_group,Single
373,258,413,490,1534,0.41,0.56,0.51,0.47,-0.16,0.43,0.62,0.29,0.5,-0.18,-0.27,0.99,1.0,0.02,,message_length_avg_better,ccp_avg_better,dev_group,Single
324,301,462,447,1534,0.41,0.5,0.51,0.41,-0.18,0.42,0.61,0.26,0.5,-0.19,-0.19,1.0,1.0,0.02,,message_length_avg_better,same_date_duration_avg_avg_better,dev_group,Single
504,342,282,406,1534,0.55,0.59,0.51,0.64,0.08,0.55,0.45,0.42,0.5,0.1,-0.07,0.97,1.0,0.01,,message_length_avg_better,commit_period_avg_better,dev_group,Single
488,420,298,328,1534,0.59,0.53,0.51,0.62,0.17,0.6,0.42,0.44,0.5,0.18,0.11,1.0,1.0,0.02,,message_length_avg_better,commit_days_avg_better,dev_group,Single
540,393,355,246,1534,0.61,0.51,0.58,0.6,0.18,0.69,0.47,0.47,0.5,0.21,0.19,1.0,0.98,0.03,,refactor_mle_avg_better,message_length_avg_better,dev_group,Single
614,341,281,298,1534,0.62,0.59,0.58,0.69,0.15,0.67,0.45,0.51,0.52,0.21,0.05,0.97,0.98,0.04,,refactor_mle_avg_better,commit_hours_better,dev_group,Single
895,2,0,637,1534,0.58,1.0,0.58,1.0,0.0,0.58,0.0,0.58,0.58,0.0,-0.41,0.01,0.98,0.0,,refactor_mle_avg_better,owned_repository_avg_better,dev_group,Single
564,378,331,261,1534,0.61,0.54,0.58,0.63,0.17,0.68,0.47,0.49,0.51,0.21,0.14,1.0,0.98,0.03,,refactor_mle_avg_better,files_edited_avg_better,dev_group,Single
487,263,408,376,1534,0.49,0.56,0.58,0.54,-0.03,0.56,0.61,0.38,0.51,-0.04,-0.13,0.99,0.98,0.0,,refactor_mle_avg_better,ccp_avg_better,dev_group,Single
390,258,505,381,1534,0.42,0.5,0.58,0.44,-0.13,0.51,0.66,0.31,0.5,-0.16,-0.16,1.0,0.98,0.02,,refactor_mle_avg_better,same_date_duration_avg_avg_better,dev_group,Single
614,343,281,296,1534,0.62,0.59,0.58,0.69,0.16,0.67,0.45,0.52,0.52,0.21,0.05,0.97,0.98,0.04,,refactor_mle_avg_better,commit_period_avg_better,dev_group,Single
543,366,352,273,1534,0.59,0.53,0.58,0.61,0.14,0.67,0.49,0.46,0.51,0.17,0.11,1.0,0.98,0.02,,refactor_mle_avg_better,commit_days_avg_better,dev_group,Single
547,383,365,239,1534,0.61,0.51,0.59,0.6,0.17,0.7,0.49,0.48,0.5,0.21,0.18,1.0,0.97,0.03,,commit_hours_better,message_length_avg_better,dev_group,Single
614,341,298,281,1534,0.62,0.58,0.59,0.67,0.15,0.69,0.47,0.51,0.52,0.21,0.07,0.98,0.97,0.04,,commit_hours_better,refactor_mle_avg_better,dev_group,Single
911,1,1,621,1534,0.59,1.0,0.59,1.0,0.0,0.59,0.5,0.59,0.59,0.0,-0.4,0.01,0.97,0.0,,commit_hours_better,owned_repository_avg_better,dev_group,Single
646,443,266,179,1534,0.71,0.54,0.59,0.71,0.32,0.78,0.38,0.59,0.51,0.4,0.32,1.0,0.97,0.13,,commit_hours_better,files_edited_avg_better,dev_group,Single
477,236,435,386,1534,0.46,0.56,0.59,0.52,-0.07,0.55,0.65,0.37,0.51,-0.09,-0.17,0.99,0.97,0.01,,commit_hours_better,ccp_avg_better,dev_group,Single
399,250,513,372,1534,0.42,0.5,0.59,0.44,-0.13,0.52,0.67,0.31,0.5,-0.15,-0.16,1.0,0.97,0.02,,commit_hours_better,same_date_duration_avg_avg_better,dev_group,Single
678,390,234,232,1534,0.7,0.59,0.59,0.74,0.25,0.75,0.38,0.59,0.52,0.35,0.17,0.97,0.97,0.1,,commit_hours_better,commit_period_avg_better,dev_group,Single
