true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,classifier,concept,control,control_val
19430,3818,5065,5021,33334,0.7,0.73,0.73,0.79,0.08,0.79,0.57,0.66,0.61,0.14,-0.05,0.84,0.83,0.03,,refactor_mle_avg_better,files_edited_avg_better,language_code,1
19460,4053,5035,4786,33334,0.71,0.73,0.73,0.79,0.09,0.8,0.55,0.66,0.61,0.16,-0.03,0.85,0.83,0.04,,refactor_mle_avg_better,ccp_avg_better,language_code,1
15917,3942,8578,4897,33334,0.6,0.62,0.73,0.65,0.04,0.76,0.69,0.54,0.56,0.07,-0.05,0.95,0.83,0.01,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,1
20560,3122,3935,5717,33334,0.71,0.79,0.73,0.84,0.06,0.78,0.56,0.68,0.64,0.12,-0.1,0.74,0.83,0.03,,refactor_mle_avg_better,commit_period_avg_better,language_code,1
19088,3752,5407,5087,33334,0.69,0.73,0.73,0.78,0.07,0.79,0.59,0.65,0.61,0.13,-0.06,0.85,0.83,0.03,,refactor_mle_avg_better,commit_days_avg_better,language_code,1
16124,3518,10115,3577,33334,0.59,0.59,0.79,0.61,0.04,0.82,0.74,0.54,0.55,0.07,-0.0,0.98,0.75,0.01,,commit_hours_better,message_length_avg_better,language_code,1
20431,3031,5808,4064,33334,0.7,0.73,0.79,0.78,0.06,0.83,0.66,0.67,0.63,0.11,-0.04,0.83,0.75,0.02,,commit_hours_better,refactor_mle_avg_better,language_code,1
26195,24,44,7071,33334,0.79,1.0,0.79,1.0,0.0,0.79,0.65,0.79,0.79,0.0,-0.21,0.02,0.75,0.0,,commit_hours_better,owned_repository_avg_better,language_code,1
22873,5517,3366,1578,33334,0.85,0.73,0.79,0.87,0.19,0.94,0.38,0.82,0.63,0.34,0.16,0.84,0.75,0.24,,commit_hours_better,files_edited_avg_better,language_code,1
20406,3255,5833,3840,33334,0.71,0.73,0.79,0.78,0.07,0.84,0.64,0.68,0.63,0.13,-0.02,0.85,0.75,0.03,,commit_hours_better,ccp_avg_better,language_code,1
16966,3247,9273,3848,33334,0.61,0.62,0.79,0.65,0.04,0.82,0.74,0.56,0.57,0.06,-0.03,0.95,0.75,0.01,,commit_hours_better,same_date_duration_avg_avg_better,language_code,1
24026,4844,2213,2251,33334,0.87,0.79,0.79,0.92,0.16,0.91,0.31,0.84,0.67,0.3,0.1,0.74,0.75,0.22,,commit_hours_better,commit_period_avg_better,language_code,1
23409,6329,2830,766,33334,0.89,0.73,0.79,0.89,0.23,0.97,0.31,0.87,0.63,0.42,0.23,0.85,0.75,0.35,,commit_hours_better,commit_days_avg_better,language_code,1
17750,1976,1652,17362,38740,0.51,0.91,0.5,0.91,0.01,0.51,0.46,0.48,0.5,0.02,-0.44,0.45,1.0,0.0,,message_length_avg_better,refactor_mle_avg_better,language_code,2
10264,8829,9138,10509,38740,0.49,0.54,0.5,0.53,-0.01,0.49,0.51,0.34,0.5,-0.01,-0.08,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,language_code,2
19288,103,114,19235,38740,0.5,0.99,0.5,0.99,-0.0,0.5,0.53,0.5,0.5,-0.0,-0.5,0.05,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,language_code,2
11755,9926,7647,9412,38740,0.56,0.55,0.5,0.61,0.11,0.56,0.44,0.41,0.5,0.12,0.02,0.99,1.0,0.01,,message_length_avg_better,files_edited_avg_better,language_code,2
17113,1568,2289,17770,38740,0.48,0.9,0.5,0.88,-0.02,0.49,0.59,0.46,0.5,-0.04,-0.46,0.47,1.0,0.0,,message_length_avg_better,ccp_avg_better,language_code,2
9212,9906,10190,9432,38740,0.49,0.48,0.5,0.47,-0.01,0.49,0.51,0.32,0.5,-0.01,-0.05,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,language_code,2
9642,8281,9760,11057,38740,0.46,0.53,0.5,0.5,-0.07,0.47,0.54,0.32,0.5,-0.07,-0.13,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,language_code,2
9085,8721,10317,10617,38740,0.46,0.51,0.5,0.47,-0.08,0.46,0.54,0.3,0.5,-0.08,-0.1,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,language_code,2
17750,1976,17362,1652,38740,0.51,0.5,0.91,0.51,0.01,0.91,0.9,0.48,0.5,0.02,0.02,1.0,0.45,0.0,,refactor_mle_avg_better,message_length_avg_better,language_code,2
18967,1822,16145,1806,38740,0.54,0.54,0.91,0.54,0.01,0.91,0.9,0.51,0.53,0.01,0.0,1.0,0.45,0.0,,refactor_mle_avg_better,commit_hours_better,language_code,2
34976,81,136,3547,38740,0.9,0.99,0.91,1.0,0.0,0.91,0.63,0.9,0.9,0.0,-0.09,0.05,0.45,0.0,,refactor_mle_avg_better,owned_repository_avg_better,language_code,2
19709,2170,15403,1458,38740,0.56,0.55,0.91,0.56,0.03,0.93,0.88,0.54,0.54,0.05,0.03,0.99,0.45,0.01,,refactor_mle_avg_better,files_edited_avg_better,language_code,2
32691,1436,2421,2192,38740,0.88,0.9,0.91,0.93,0.03,0.94,0.63,0.88,0.83,0.07,-0.02,0.47,0.45,0.05,,refactor_mle_avg_better,ccp_avg_better,language_code,2
16624,1608,18488,2020,38740,0.47,0.48,0.91,0.47,-0.02,0.89,0.92,0.45,0.48,-0.03,-0.09,1.0,0.45,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,2
18698,1627,16414,2001,38740,0.52,0.53,0.91,0.53,-0.0,0.9,0.91,0.5,0.53,-0.01,-0.02,1.0,0.45,0.0,,refactor_mle_avg_better,commit_period_avg_better,language_code,2
17940,1866,17172,1762,38740,0.51,0.51,0.91,0.51,0.0,0.91,0.9,0.49,0.51,0.01,0.01,1.0,0.45,0.0,,refactor_mle_avg_better,commit_days_avg_better,language_code,2
10264,8829,10509,9138,38740,0.49,0.5,0.54,0.49,-0.01,0.53,0.54,0.34,0.5,-0.01,-0.02,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,language_code,2
18967,1822,1806,16145,38740,0.54,0.91,0.54,0.91,0.01,0.54,0.5,0.51,0.53,0.01,-0.41,0.45,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,language_code,2
20700,144,73,17823,38740,0.54,0.99,0.54,1.0,0.0,0.54,0.34,0.54,0.54,0.0,-0.46,0.05,1.0,0.0,,commit_hours_better,owned_repository_avg_better,language_code,2
13376,10176,7397,7791,38740,0.61,0.55,0.54,0.64,0.18,0.63,0.42,0.47,0.5,0.21,0.11,0.99,1.0,0.03,,commit_hours_better,files_edited_avg_better,language_code,2
18337,1421,2436,16546,38740,0.51,0.9,0.54,0.88,-0.02,0.53,0.63,0.49,0.53,-0.04,-0.43,0.47,1.0,0.0,,commit_hours_better,ccp_avg_better,language_code,2
8050,7373,12723,10594,38740,0.4,0.48,0.54,0.39,-0.19,0.43,0.63,0.26,0.5,-0.2,-0.23,1.0,1.0,0.03,,commit_hours_better,same_date_duration_avg_avg_better,language_code,2
13905,11173,6868,6794,38740,0.65,0.53,0.54,0.67,0.25,0.67,0.38,0.5,0.5,0.29,0.21,1.0,1.0,0.06,,commit_hours_better,commit_period_avg_better,language_code,2
15575,13840,5198,4127,38740,0.76,0.51,0.54,0.75,0.47,0.79,0.27,0.63,0.5,0.52,0.49,1.0,1.0,0.2,,commit_hours_better,commit_days_avg_better,language_code,2
120716,24924,17987,110779,274406,0.53,0.84,0.51,0.87,0.03,0.52,0.42,0.48,0.5,0.05,-0.37,0.63,1.0,0.0,,message_length_avg_better,refactor_mle_avg_better,language_code,3
79616,62903,59087,72800,274406,0.52,0.56,0.51,0.57,0.03,0.52,0.48,0.38,0.5,0.04,-0.06,0.99,1.0,0.0,,message_length_avg_better,commit_hours_better,language_code,3
138664,26,39,135677,274406,0.51,1.0,0.51,1.0,-0.0,0.51,0.6,0.51,0.51,-0.0,-0.49,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,language_code,3
85511,65435,53192,70268,274406,0.55,0.57,0.51,0.62,0.09,0.55,0.45,0.41,0.5,0.1,-0.03,0.99,1.0,0.01,,message_length_avg_better,files_edited_avg_better,language_code,3
89866,22987,48837,112716,274406,0.41,0.74,0.51,0.65,-0.12,0.44,0.68,0.36,0.5,-0.18,-0.44,0.83,1.0,0.03,,message_length_avg_better,ccp_avg_better,language_code,3
68478,67851,70225,67852,274406,0.5,0.5,0.51,0.49,-0.01,0.5,0.51,0.33,0.5,-0.01,-0.01,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,language_code,3
77053,67513,61650,68190,274406,0.53,0.53,0.51,0.56,0.05,0.53,0.48,0.37,0.5,0.05,-0.0,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,language_code,3
78729,73002,59974,62701,274406,0.55,0.52,0.51,0.57,0.1,0.56,0.45,0.39,0.5,0.11,0.07,1.0,1.0,0.01,,message_length_avg_better,commit_days_avg_better,language_code,3
120716,24924,110779,17987,274406,0.53,0.51,0.84,0.52,0.03,0.87,0.82,0.48,0.5,0.05,0.05,1.0,0.63,0.0,,refactor_mle_avg_better,message_length_avg_better,language_code,3
130988,21483,100507,21428,274406,0.56,0.56,0.84,0.57,0.02,0.86,0.82,0.52,0.54,0.03,0.0,0.99,0.63,0.0,,refactor_mle_avg_better,commit_hours_better,language_code,3
231451,21,44,42890,274406,0.84,1.0,0.84,1.0,0.0,0.84,0.68,0.84,0.84,0.0,-0.16,0.0,0.63,0.0,,refactor_mle_avg_better,owned_repository_avg_better,language_code,3
135662,22794,95833,20117,274406,0.58,0.57,0.84,0.59,0.03,0.87,0.81,0.54,0.55,0.06,0.02,0.99,0.63,0.01,,refactor_mle_avg_better,files_edited_avg_better,language_code,3
173813,14142,57682,28769,274406,0.68,0.74,0.84,0.75,0.02,0.86,0.8,0.67,0.66,0.03,-0.07,0.83,0.63,0.0,,refactor_mle_avg_better,ccp_avg_better,language_code,3
114574,21155,116921,21756,274406,0.49,0.5,0.84,0.49,-0.0,0.84,0.85,0.45,0.5,-0.01,-0.02,1.0,0.63,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,3
123289,20957,108206,21954,274406,0.53,0.53,0.84,0.53,0.01,0.85,0.84,0.49,0.52,0.01,-0.01,1.0,0.63,0.0,,refactor_mle_avg_better,commit_period_avg_better,language_code,3
121608,23089,109887,19822,274406,0.53,0.52,0.84,0.53,0.02,0.86,0.83,0.48,0.51,0.03,0.02,1.0,0.63,0.0,,refactor_mle_avg_better,commit_days_avg_better,language_code,3
79616,62903,72800,59087,274406,0.52,0.51,0.56,0.52,0.03,0.57,0.54,0.38,0.5,0.04,0.03,1.0,0.99,0.0,,commit_hours_better,message_length_avg_better,language_code,3
130988,21483,21428,100507,274406,0.56,0.84,0.56,0.86,0.02,0.57,0.5,0.52,0.54,0.03,-0.34,0.63,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,language_code,3
152370,19,46,121971,274406,0.56,1.0,0.56,1.0,-0.0,0.56,0.71,0.56,0.56,-0.0,-0.44,0.0,0.99,0.0,,commit_hours_better,owned_repository_avg_better,language_code,3
102995,69206,49421,52784,274406,0.63,0.57,0.56,0.68,0.19,0.66,0.42,0.5,0.51,0.24,0.11,0.99,0.99,0.04,,commit_hours_better,files_edited_avg_better,language_code,3
110457,29865,41959,92125,274406,0.51,0.74,0.56,0.72,-0.02,0.55,0.58,0.45,0.53,-0.03,-0.31,0.83,0.99,0.0,,commit_hours_better,ccp_avg_better,language_code,3
62632,48292,89784,73698,274406,0.4,0.5,0.56,0.41,-0.17,0.46,0.65,0.28,0.5,-0.19,-0.2,1.0,0.99,0.03,,commit_hours_better,same_date_duration_avg_avg_better,language_code,3
99932,76679,52484,45311,274406,0.64,0.53,0.56,0.66,0.24,0.69,0.41,0.51,0.5,0.28,0.22,1.0,0.99,0.06,,commit_hours_better,commit_period_avg_better,language_code,3
111509,92069,40907,29921,274406,0.74,0.52,0.56,0.73,0.42,0.79,0.31,0.61,0.5,0.48,0.44,1.0,0.99,0.18,,commit_hours_better,commit_days_avg_better,language_code,3
237744,16717,9536,228303,492300,0.52,0.95,0.5,0.96,0.02,0.51,0.36,0.5,0.5,0.03,-0.45,0.3,1.0,0.0,,message_length_avg_better,refactor_mle_avg_better,language_code,4
134685,115952,112595,129068,492300,0.51,0.54,0.5,0.54,0.02,0.51,0.49,0.36,0.5,0.02,-0.05,1.0,1.0,0.0,,message_length_avg_better,commit_hours_better,language_code,4
247226,38,54,244982,492300,0.5,1.0,0.5,1.0,-0.0,0.5,0.59,0.5,0.5,-0.0,-0.5,0.0,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,language_code,4
161853,94400,85427,150620,492300,0.52,0.63,0.5,0.65,0.03,0.52,0.48,0.41,0.5,0.04,-0.18,0.95,1.0,0.0,,message_length_avg_better,files_edited_avg_better,language_code,4
194188,35073,53092,209947,492300,0.47,0.82,0.5,0.79,-0.04,0.48,0.6,0.42,0.5,-0.07,-0.43,0.68,1.0,0.01,,message_length_avg_better,ccp_avg_better,language_code,4
122255,130722,125025,114298,492300,0.51,0.48,0.5,0.49,0.03,0.52,0.49,0.34,0.5,0.03,-0.01,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,language_code,4
128858,122479,118422,122541,492300,0.51,0.51,0.5,0.52,0.02,0.51,0.49,0.35,0.5,0.02,-0.0,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,language_code,4
132222,126724,115058,118296,492300,0.53,0.51,0.5,0.53,0.05,0.53,0.48,0.36,0.5,0.05,0.03,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,language_code,4
237744,16717,228303,9536,492300,0.52,0.5,0.95,0.51,0.02,0.96,0.93,0.5,0.5,0.03,0.03,1.0,0.3,0.0,,refactor_mle_avg_better,message_length_avg_better,language_code,4
250561,13061,215486,13192,492300,0.54,0.54,0.95,0.54,0.0,0.95,0.94,0.52,0.53,0.01,-0.0,1.0,0.3,0.0,,refactor_mle_avg_better,commit_hours_better,language_code,4
465981,26,66,26227,492300,0.95,1.0,0.95,1.0,0.0,0.95,0.72,0.95,0.95,0.0,-0.05,0.0,0.3,0.0,,refactor_mle_avg_better,owned_repository_avg_better,language_code,4
302463,16243,163584,10010,492300,0.65,0.63,0.95,0.65,0.02,0.97,0.91,0.64,0.62,0.04,0.02,0.95,0.3,0.01,,refactor_mle_avg_better,files_edited_avg_better,language_code,4
386423,8541,79624,17712,492300,0.8,0.82,0.95,0.83,0.01,0.96,0.9,0.8,0.79,0.02,-0.02,0.68,0.3,0.01,,refactor_mle_avg_better,ccp_avg_better,language_code,4
223616,13316,242431,12937,492300,0.48,0.48,0.95,0.48,-0.0,0.95,0.95,0.47,0.48,-0.0,-0.07,1.0,0.3,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,4
238199,13053,227848,13200,492300,0.51,0.51,0.95,0.51,0.0,0.95,0.95,0.5,0.51,0.0,-0.0,1.0,0.3,0.0,,refactor_mle_avg_better,commit_period_avg_better,language_code,4
239063,14798,226984,11455,492300,0.52,0.51,0.95,0.51,0.01,0.95,0.94,0.5,0.51,0.02,0.01,1.0,0.3,0.0,,refactor_mle_avg_better,commit_days_avg_better,language_code,4
134685,115952,129068,112595,492300,0.51,0.5,0.54,0.51,0.02,0.54,0.53,0.36,0.5,0.02,0.01,1.0,1.0,0.0,,commit_hours_better,message_length_avg_better,language_code,4
250561,13061,13192,215486,492300,0.54,0.95,0.54,0.95,0.0,0.54,0.5,0.52,0.53,0.01,-0.43,0.3,1.0,0.0,,commit_hours_better,refactor_mle_avg_better,language_code,4
263701,40,52,228507,492300,0.54,1.0,0.54,1.0,-0.0,0.54,0.57,0.54,0.54,-0.0,-0.46,0.0,1.0,0.0,,commit_hours_better,owned_repository_avg_better,language_code,4
187334,103408,76419,125139,492300,0.59,0.63,0.54,0.71,0.12,0.6,0.42,0.48,0.51,0.16,-0.07,0.95,1.0,0.02,,commit_hours_better,files_edited_avg_better,language_code,4
209775,34187,53978,194360,492300,0.5,0.82,0.54,0.8,-0.03,0.52,0.61,0.46,0.52,-0.05,-0.4,0.68,1.0,0.0,,commit_hours_better,ccp_avg_better,language_code,4
96458,88452,167295,140095,492300,0.38,0.48,0.54,0.37,-0.24,0.41,0.65,0.24,0.5,-0.25,-0.28,1.0,1.0,0.04,,commit_hours_better,same_date_duration_avg_avg_better,language_code,4
166061,143209,97692,85338,492300,0.63,0.51,0.54,0.63,0.23,0.66,0.41,0.48,0.5,0.25,0.23,1.0,1.0,0.05,,commit_hours_better,commit_period_avg_better,language_code,4
196827,174856,66926,53691,492300,0.75,0.51,0.54,0.75,0.47,0.79,0.28,0.62,0.5,0.51,0.48,1.0,1.0,0.2,,commit_hours_better,commit_days_avg_better,language_code,4
53920,14185,9213,33816,111134,0.61,0.79,0.57,0.85,0.08,0.61,0.39,0.56,0.54,0.14,-0.22,0.74,0.99,0.02,,message_length_avg_better,refactor_mle_avg_better,language_code,5
36350,21322,26783,26679,111134,0.52,0.57,0.57,0.58,0.02,0.58,0.56,0.4,0.51,0.02,-0.08,0.99,0.99,0.0,,message_length_avg_better,commit_hours_better,language_code,5
63079,32,54,47969,111134,0.57,1.0,0.57,1.0,-0.0,0.57,0.63,0.57,0.57,-0.0,-0.43,0.01,0.99,0.0,,message_length_avg_better,owned_repository_avg_better,language_code,5
36026,22881,27107,25120,111134,0.53,0.55,0.57,0.57,0.04,0.59,0.54,0.41,0.51,0.05,-0.04,0.99,0.99,0.0,,message_length_avg_better,files_edited_avg_better,language_code,5
43862,9579,19271,38422,111134,0.48,0.74,0.57,0.69,-0.06,0.53,0.67,0.43,0.53,-0.1,-0.35,0.83,0.99,0.01,,message_length_avg_better,ccp_avg_better,language_code,5
21018,28790,42115,19211,111134,0.45,0.36,0.57,0.33,-0.08,0.52,0.59,0.26,0.48,-0.07,-0.3,0.94,0.99,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,language_code,5
35107,20868,28026,27133,111134,0.5,0.56,0.57,0.56,-0.01,0.56,0.57,0.39,0.51,-0.01,-0.1,0.99,0.99,0.0,,message_length_avg_better,commit_period_avg_better,language_code,5
33426,22879,29707,25122,111134,0.51,0.53,0.57,0.53,0.0,0.57,0.56,0.38,0.5,0.01,-0.04,1.0,0.99,0.0,,message_length_avg_better,commit_days_avg_better,language_code,5
53920,14185,33816,9213,111134,0.61,0.57,0.79,0.61,0.08,0.85,0.7,0.56,0.54,0.14,0.08,0.99,0.74,0.02,,refactor_mle_avg_better,message_length_avg_better,language_code,5
50326,10695,37410,12703,111134,0.55,0.57,0.79,0.57,0.01,0.8,0.78,0.5,0.54,0.02,-0.03,0.99,0.74,0.0,,refactor_mle_avg_better,commit_hours_better,language_code,5
87689,39,47,23359,111134,0.79,1.0,0.79,1.0,0.0,0.79,0.55,0.79,0.79,0.0,-0.21,0.01,0.74,0.0,,refactor_mle_avg_better,owned_repository_avg_better,language_code,5
49657,11909,38079,11489,111134,0.55,0.55,0.79,0.57,0.03,0.81,0.76,0.5,0.53,0.05,0.01,0.99,0.74,0.0,,refactor_mle_avg_better,files_edited_avg_better,language_code,5
69312,10426,18424,12972,111134,0.72,0.74,0.79,0.79,0.07,0.84,0.64,0.69,0.64,0.12,-0.03,0.83,0.74,0.03,,refactor_mle_avg_better,ccp_avg_better,language_code,5
29621,12790,58115,10608,111134,0.38,0.36,0.79,0.34,-0.07,0.74,0.82,0.3,0.42,-0.09,-0.4,0.94,0.74,0.01,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,5
49165,10323,38571,13075,111134,0.54,0.56,0.79,0.56,0.0,0.79,0.79,0.49,0.53,0.0,-0.04,0.99,0.74,0.0,,refactor_mle_avg_better,commit_period_avg_better,language_code,5
46347,11197,41389,12201,111134,0.52,0.53,0.79,0.53,0.0,0.79,0.79,0.46,0.52,0.0,-0.02,1.0,0.74,0.0,,refactor_mle_avg_better,commit_days_avg_better,language_code,5
36350,21322,26679,26783,111134,0.52,0.57,0.57,0.58,0.02,0.58,0.56,0.4,0.51,0.02,-0.09,0.99,0.99,0.0,,commit_hours_better,message_length_avg_better,language_code,5
50326,10695,12703,37410,111134,0.55,0.79,0.57,0.8,0.01,0.57,0.54,0.5,0.54,0.02,-0.3,0.74,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,language_code,5
63001,58,28,48047,111134,0.57,1.0,0.57,1.0,0.0,0.57,0.33,0.57,0.57,0.0,-0.43,0.01,0.99,0.0,,commit_hours_better,owned_repository_avg_better,language_code,5
46410,33369,16619,14736,111134,0.72,0.55,0.57,0.74,0.34,0.76,0.33,0.6,0.51,0.42,0.3,0.99,0.99,0.14,,commit_hours_better,files_edited_avg_better,language_code,5
45307,11128,17722,36977,111134,0.51,0.74,0.57,0.72,-0.03,0.55,0.61,0.45,0.53,-0.05,-0.31,0.83,0.99,0.0,,commit_hours_better,ccp_avg_better,language_code,5
19418,27294,43611,20811,111134,0.42,0.36,0.57,0.31,-0.15,0.48,0.62,0.23,0.48,-0.13,-0.34,0.94,0.99,0.01,,commit_hours_better,same_date_duration_avg_avg_better,language_code,5
45455,31320,17574,16785,111134,0.69,0.56,0.57,0.72,0.29,0.73,0.36,0.57,0.51,0.36,0.23,0.99,0.99,0.1,,commit_hours_better,commit_period_avg_better,language_code,5
49116,38673,13913,9432,111134,0.79,0.53,0.57,0.78,0.48,0.84,0.26,0.68,0.5,0.57,0.5,1.0,0.99,0.26,,commit_hours_better,commit_days_avg_better,language_code,5
70953,16259,9970,62200,159382,0.55,0.84,0.51,0.88,0.05,0.53,0.38,0.5,0.51,0.08,-0.35,0.65,1.0,0.01,,message_length_avg_better,refactor_mle_avg_better,language_code,6
46977,38089,33946,40370,159382,0.53,0.55,0.51,0.58,0.06,0.54,0.47,0.39,0.5,0.07,-0.03,0.99,1.0,0.0,,message_length_avg_better,commit_hours_better,language_code,6
80834,36,89,78423,159382,0.51,1.0,0.51,1.0,-0.0,0.51,0.71,0.51,0.51,-0.0,-0.49,0.01,1.0,0.0,,message_length_avg_better,owned_repository_avg_better,language_code,6
50338,39061,30585,39398,159382,0.56,0.56,0.51,0.62,0.1,0.56,0.44,0.42,0.5,0.12,-0.0,0.99,1.0,0.01,,message_length_avg_better,files_edited_avg_better,language_code,6
61450,12201,19473,66258,159382,0.46,0.8,0.51,0.76,-0.05,0.48,0.61,0.42,0.5,-0.08,-0.42,0.72,1.0,0.01,,message_length_avg_better,ccp_avg_better,language_code,6
38437,41766,42486,36693,159382,0.5,0.47,0.51,0.47,0.01,0.51,0.5,0.33,0.5,0.01,-0.05,1.0,1.0,0.0,,message_length_avg_better,same_date_duration_avg_avg_better,language_code,6
42035,37772,38888,40687,159382,0.5,0.52,0.51,0.52,0.0,0.51,0.51,0.35,0.5,0.0,-0.04,1.0,1.0,0.0,,message_length_avg_better,commit_period_avg_better,language_code,6
43581,39640,37342,38819,159382,0.52,0.52,0.51,0.54,0.04,0.53,0.49,0.36,0.5,0.04,0.01,1.0,1.0,0.0,,message_length_avg_better,commit_days_avg_better,language_code,6
70953,16259,62200,9970,159382,0.55,0.51,0.84,0.53,0.05,0.88,0.79,0.5,0.51,0.08,0.08,1.0,0.65,0.01,,refactor_mle_avg_better,message_length_avg_better,language_code,6
73818,12700,59335,13529,159382,0.54,0.55,0.84,0.55,0.01,0.85,0.82,0.5,0.53,0.02,-0.01,0.99,0.65,0.0,,refactor_mle_avg_better,commit_hours_better,language_code,6
133076,48,77,26181,159382,0.84,1.0,0.84,1.0,0.0,0.84,0.62,0.84,0.83,0.0,-0.16,0.01,0.65,0.0,,refactor_mle_avg_better,owned_repository_avg_better,language_code,6
77146,13639,56007,12590,159382,0.57,0.56,0.84,0.58,0.03,0.86,0.8,0.53,0.54,0.05,0.01,0.99,0.65,0.0,,refactor_mle_avg_better,files_edited_avg_better,language_code,6
112346,10867,20807,15362,159382,0.77,0.8,0.84,0.84,0.05,0.88,0.66,0.76,0.7,0.1,-0.04,0.72,0.65,0.04,,refactor_mle_avg_better,ccp_avg_better,language_code,6
62535,13634,70618,12595,159382,0.48,0.47,0.84,0.47,-0.0,0.83,0.84,0.43,0.48,-0.01,-0.1,1.0,0.65,0.0,,refactor_mle_avg_better,same_date_duration_avg_avg_better,language_code,6
69368,12875,63785,13354,159382,0.52,0.52,0.84,0.52,0.0,0.84,0.83,0.47,0.51,0.01,-0.01,1.0,0.65,0.0,,refactor_mle_avg_better,commit_period_avg_better,language_code,6
69123,12952,64030,13277,159382,0.51,0.52,0.84,0.52,0.0,0.84,0.83,0.47,0.51,0.01,-0.0,1.0,0.65,0.0,,refactor_mle_avg_better,commit_days_avg_better,language_code,6
46977,38089,40370,33946,159382,0.53,0.51,0.55,0.54,0.06,0.58,0.51,0.39,0.5,0.07,0.05,1.0,0.99,0.0,,commit_hours_better,message_length_avg_better,language_code,6
73818,12700,13529,59335,159382,0.54,0.84,0.55,0.85,0.01,0.55,0.52,0.5,0.53,0.02,-0.35,0.65,0.99,0.0,,commit_hours_better,refactor_mle_avg_better,language_code,6
87292,70,55,71965,159382,0.55,1.0,0.55,1.0,0.0,0.55,0.44,0.55,0.55,0.0,-0.45,0.01,0.99,0.0,,commit_hours_better,owned_repository_avg_better,language_code,6
61428,43727,25919,28308,159382,0.66,0.56,0.55,0.7,0.25,0.68,0.37,0.53,0.51,0.3,0.17,0.99,0.99,0.07,,commit_hours_better,files_edited_avg_better,language_code,6
68174,12501,19173,59534,159382,0.51,0.8,0.55,0.78,-0.03,0.53,0.61,0.46,0.53,-0.04,-0.37,0.72,0.99,0.0,,commit_hours_better,ccp_avg_better,language_code,6
32522,29427,54825,42608,159382,0.39,0.47,0.55,0.37,-0.21,0.43,0.65,0.25,0.5,-0.22,-0.26,1.0,0.99,0.03,,commit_hours_better,same_date_duration_avg_avg_better,language_code,6
57787,47100,29560,24935,159382,0.66,0.52,0.55,0.66,0.27,0.7,0.39,0.51,0.5,0.31,0.27,1.0,0.99,0.07,,commit_hours_better,commit_period_avg_better,language_code,6
63737,53372,23610,18663,159382,0.73,0.52,0.55,0.73,0.41,0.77,0.31,0.6,0.5,0.46,0.42,1.0,0.99,0.16,,commit_hours_better,commit_days_avg_better,language_code,6
89615,27840,19894,58091,195440,0.6,0.76,0.56,0.82,0.08,0.61,0.42,0.53,0.53,0.13,-0.2,0.8,0.99,0.02,,message_length_avg_better,refactor_mle_avg_better,Is_Company,False
63025,39772,46484,46159,195440,0.53,0.56,0.56,0.58,0.03,0.58,0.54,0.4,0.51,0.04,-0.06,0.99,0.99,0.0,,message_length_avg_better,commit_hours_better,Is_Company,False
109507,4,2,85927,195440,0.56,1.0,0.56,1.0,0.0,0.56,0.33,0.56,0.56,0.0,-0.44,0.0,0.99,0.0,,message_length_avg_better,owned_repository_avg_better,Is_Company,False
60737,41723,48772,44208,195440,0.52,0.54,0.56,0.55,0.03,0.58,0.54,0.4,0.5,0.04,-0.02,1.0,0.99,0.0,,message_length_avg_better,files_edited_avg_better,Is_Company,False
75598,21836,33911,64095,195440,0.5,0.71,0.56,0.69,-0.03,0.54,0.61,0.44,0.53,-0.05,-0.3,0.86,0.99,0.0,,message_length_avg_better,ccp_avg_better,Is_Company,False
34845,49337,74664,36594,195440,0.43,0.37,0.56,0.32,-0.13,0.49,0.6,0.24,0.48,-0.11,-0.32,0.95,0.99,0.01,,message_length_avg_better,same_date_duration_avg_avg_better,Is_Company,False
