feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
prev_touch_ago,5511,12563,5481,11844,35399,0.51,0.49,0.31,0.5,0.02,0.32,0.3,0.24,0.5,0.01,0.0,1.0,0.89,0.0,
bug_prev_touch_ago,5834,12149,5895,11521,35399,0.51,0.49,0.33,0.5,0.01,0.34,0.33,0.25,0.5,0.01,-0.0,1.0,0.92,0.0,
retention_prob,4777,13179,4865,12578,35399,0.51,0.49,0.27,0.5,0.01,0.28,0.27,0.21,0.5,0.01,-0.0,1.0,0.84,0.0,
cursing_rate,2042,15920,2124,15313,35399,0.51,0.49,0.12,0.49,-0.0,0.12,0.12,0.1,0.51,-0.0,-0.0,1.0,0.52,0.0,
files_edited,9123,8610,9434,8232,35399,0.5,0.49,0.52,0.49,0.0,0.53,0.52,0.34,0.5,0.0,-0.02,1.0,1.0,0.0,
files_created,7192,10404,7640,10163,35399,0.5,0.49,0.42,0.48,-0.01,0.41,0.42,0.29,0.5,-0.01,-0.02,1.0,0.98,0.0,
involved_developers,6562,11086,6958,10793,35399,0.5,0.49,0.38,0.49,-0.01,0.38,0.39,0.27,0.5,-0.01,-0.02,1.0,0.96,0.0,
authors,8586,8800,9244,8769,35399,0.49,0.49,0.5,0.48,-0.02,0.49,0.51,0.32,0.5,-0.02,-0.04,1.0,1.0,0.0,
reverted_ratio,2781,15008,3036,14574,35399,0.5,0.49,0.16,0.48,-0.02,0.16,0.17,0.14,0.51,-0.01,-0.01,1.0,0.64,0.0,
tests_presence,7030,10497,7547,10325,35399,0.5,0.49,0.41,0.48,-0.02,0.41,0.42,0.28,0.5,-0.01,-0.03,1.0,0.98,0.0,
corrective_multiline_message_ratio,4789,12786,5258,12566,35399,0.5,0.49,0.28,0.48,-0.03,0.28,0.29,0.21,0.5,-0.02,-0.03,1.0,0.86,0.0,
minutes_to_revert,2774,14968,3076,14581,35399,0.5,0.49,0.17,0.47,-0.03,0.16,0.17,0.14,0.51,-0.01,-0.02,1.0,0.65,0.0,
multiline_message_ratio,6663,10689,7355,10692,35399,0.49,0.49,0.4,0.48,-0.03,0.38,0.41,0.27,0.5,-0.02,-0.04,1.0,0.97,0.0,
refactor_mle,8088,9173,8871,9267,35399,0.49,0.49,0.48,0.48,-0.03,0.47,0.49,0.31,0.5,-0.03,-0.04,1.0,1.0,0.0,
commit_period,8747,8258,9786,8608,35399,0.48,0.49,0.52,0.47,-0.04,0.5,0.54,0.32,0.5,-0.04,-0.06,1.0,1.0,0.0,
one_file_fix_rate,8107,8959,9085,9248,35399,0.48,0.49,0.49,0.47,-0.04,0.47,0.5,0.31,0.5,-0.04,-0.05,1.0,1.0,0.0,
closed_issues,607,17344,700,16748,35399,0.51,0.49,0.04,0.46,-0.05,0.03,0.04,0.03,0.51,-0.0,-0.01,1.0,0.23,0.0,
one_file_refactor_rate,7603,9300,8744,9752,35399,0.48,0.49,0.46,0.47,-0.05,0.44,0.48,0.29,0.5,-0.05,-0.06,1.0,1.0,0.0,
positive_sentiment_rate,7312,9715,8329,10043,35399,0.48,0.49,0.44,0.47,-0.05,0.42,0.46,0.28,0.5,-0.04,-0.06,1.0,0.99,0.0,
merged_prs,1197,16632,1412,16158,35399,0.5,0.49,0.07,0.46,-0.06,0.07,0.08,0.06,0.51,-0.01,-0.01,1.0,0.38,0.0,
merged_prs_per_involved_developer,1208,16635,1409,16147,35399,0.5,0.49,0.07,0.46,-0.06,0.07,0.08,0.06,0.51,-0.01,-0.01,1.0,0.38,0.0,
merged_prs_per_developer,1112,16726,1318,16243,35399,0.5,0.49,0.07,0.46,-0.07,0.06,0.07,0.06,0.51,-0.01,-0.01,1.0,0.36,0.0,
message_length_avg,9218,6891,11153,8137,35399,0.46,0.49,0.58,0.45,-0.08,0.53,0.62,0.32,0.5,-0.09,-0.11,1.0,0.98,0.01,
non_corrective_message_length_avg,9083,6998,11046,8272,35399,0.45,0.49,0.57,0.45,-0.08,0.52,0.61,0.32,0.5,-0.09,-0.11,1.0,0.99,0.01,
pull_requests,1444,16302,1742,15911,35399,0.5,0.49,0.09,0.45,-0.08,0.08,0.1,0.08,0.51,-0.01,-0.02,1.0,0.44,0.0,
commit_days,7869,7918,10126,9486,35399,0.45,0.49,0.51,0.44,-0.11,0.45,0.56,0.29,0.5,-0.11,-0.13,1.0,1.0,0.01,
