status,months_from_last_commit,commits_avg,ccp_avg,refactor_mle_avg,tests_presence_avg,single_line_message_ratio_avg,message_length_avg_avg,same_date_duration_avg,commit_days_avg,commits_per_day_avg
Abandoned,0.0,11.06299140610716,0.2650410480907955,0.14920781403028466,0.0,0.051883704485837116,166.7637420519505,101.25681791985835,4.244148838910222,2.5640715971420613
Abandoned,1.0,10.227725832624987,0.27070961178322916,0.15313359328264217,0.0,0.04551401346525739,184.94773981781117,120.52316059376342,4.244957885789354,2.1541285070631817
Abandoned,2.0,10.179671280276814,0.268948823193834,0.15052913238099644,0.0,0.04410120414007349,230.52996298832835,121.89568641691969,4.229930795847751,2.1186340786362177
Abandoned,3.0,9.87922378837613,0.2764443988855782,0.15167052494271777,0.0,0.04447688539001657,196.70377346715517,125.84554293298875,4.2041899980691255,2.0419643675456665
Abandoned,4.0,9.447391116860716,0.2898054236173409,0.1548460947107691,0.0,0.04362370002909386,212.79316058046717,131.6030298826125,4.155993962915049,1.9980823998288104
Abandoned,5.0,9.09379209011877,0.3015233827670567,0.15563599866772568,0.0,0.044313355185340624,215.70474024035911,132.4028491601889,4.060732215011632,1.964618257660944
Abandoned,6.0,9.318488339421188,0.30519862848040785,0.15325180222144602,0.0,0.04310091136620504,217.3906284276234,137.73976076733842,4.152711435796572,1.993550892483141
Abandoned,7.0,9.30727718724448,0.29700671595571126,0.15301655686715845,0.0,0.044326688426933054,202.47204093405708,128.50794683352837,4.156173344235485,1.967993415630405
Abandoned,8.0,8.931315240083507,0.2602523841482835,0.15921247694790872,0.0,0.046260683912945556,170.26624419235054,128.54368090108375,3.9075156576200416,1.943365426840671
Abandoned,9.0,8.911026200873362,0.23684199079408919,0.14225153993717665,0.0,0.04631504542463159,155.00357134518148,124.22452113540808,3.8608078602620086,2.0400971528629683
Abandoned,10.0,8.994417862838917,0.22660097261472784,0.14242018027402617,0.0,0.048907196577686975,162.50839839417972,124.54449896358479,3.8425039872408298,1.9590479476297398
Abandoned,11.0,7.835390946502059,0.22016216834468655,0.10509920741100726,0.0,0.050436429040705534,150.71020078452608,115.53698547994173,3.2699588477366257,2.0117616164577528
Abandoned,12.0,4.28,0.06859524636593602,0.12093858931210656,0.0,0.1,114.09537841155083,112.27999084249083,1.5466666666666664,2.3842222222222222
Continue,0.0,15.33244178677629,0.2887516687827436,0.15575428987837825,0.0,0.05405242669945467,165.01384643501646,111.91763278010663,5.777166441884307,2.342144731475725
Continue,1.0,15.058786443334979,0.29388531618763314,0.1590408900250648,0.0,0.051002173322630275,163.23986883346998,118.63785634936596,5.6374111813519185,2.277401410873566
Continue,2.0,14.702035747070601,0.29563960816988716,0.1581772366023982,0.0,0.05153047524699702,165.07780205122856,115.7707956247566,5.550758680274328,2.2556841140689987
Continue,3.0,14.468695487296147,0.29804475814541564,0.15958821796812914,0.0,0.05124852383864383,165.8966295139694,115.47767316300582,5.487694349639736,2.2394015410321937
Continue,4.0,14.214879434617595,0.29656518442418717,0.15900117445294948,0.0,0.0515182796082134,175.84216903735998,115.45076825339599,5.389046720340511,2.2405937132644
Continue,5.0,14.125305773955171,0.296380279406591,0.15926697990817443,0.0,0.052073728311424004,165.84560749833784,114.43403453023843,5.362460648790785,2.241537287189552
Continue,6.0,14.439533129669902,0.2969288530415646,0.15941652948394217,0.0,0.053608526995649275,167.42305555152012,115.0499873438751,5.502314274706849,2.238884429824696
Continue,7.0,14.930089849413765,0.297622840736125,0.1609496168591186,0.0,0.05345891255605093,169.798621512515,115.70456908771725,5.645597150392162,2.250444844792841
Continue,8.0,15.268763974139143,0.298005475739846,0.16163363566873673,0.0,0.051538083231562566,163.3647440411259,117.24673050679455,5.732787193174858,2.262608025684137
Continue,9.0,15.996134146420808,0.2989172873211647,0.16132436168892045,0.0,0.05195029633947709,167.6039421334562,121.04791114545023,5.970967049130183,2.2652434575978466
Continue,10.0,16.63609935413951,0.3006764562608622,0.16258354985220005,0.0,0.05167176094422581,162.88083802297118,122.56718687060628,6.162885722236048,2.280181709008589
Continue,11.0,15.447119924457034,0.2999341788570467,0.16445811970742893,0.0,0.05177203305697758,160.25682050635547,122.75844556587143,5.64155453257791,2.3137407741208413
Continue,12.0,5.655252045394559,0.24837087687585221,0.1624384799103876,0.0,0.05398341901758325,120.89230002441089,121.72724468115183,1.9020190023752963,2.686530087094221
No activity,0.0,14.174983302092084,0.288390722134155,0.15074404576589875,0.0,0.058974083113645305,149.09597359600698,107.44789772117343,5.175780492534429,2.661965505441266
No activity,1.0,12.658974488167836,0.302860187002415,0.1608702112100354,0.0,0.050666670960042494,160.025371455742,122.84763838312931,4.905157790430119,2.2651286697010145
No activity,2.0,12.058130616900332,0.31104233143700055,0.1593810787629191,0.0,0.0495528509257419,167.12400328742615,122.71030156300958,4.776012271145117,2.169822587333783
No activity,3.0,11.735276552737957,0.3187357565513083,0.16064119559513987,0.0,0.05055997616891944,171.11037412382095,125.23084168295573,4.732887725101067,2.1141056936261964
No activity,4.0,11.676708066203483,0.3211277551069995,0.16156730203231814,0.0,0.04901190639644489,175.6102045280619,126.90177981480112,4.723517261729126,2.0898574813096196
No activity,5.0,11.40923621240805,0.3243095237967359,0.16639738720513397,0.0,0.04866048236715534,178.21502575066106,128.44823937153825,4.649855684181115,2.0735366410317266
No activity,6.0,11.553535133565628,0.33090399615661625,0.16737254189896772,0.0,0.046271292391338724,179.00239054739578,132.93039675190155,4.759763356562129,2.049956785746917
No activity,7.0,11.53774492652205,0.32557483217074856,0.17105628412496954,0.0,0.04743101373131452,180.17151954781806,128.36598728205277,4.71256123163051,2.066424208614246
No activity,8.0,11.30393198724761,0.3036582331508028,0.1614191957936876,0.0,0.04841253259915656,166.17848982401992,126.52814212472093,4.608870742211537,2.0470814175197503
No activity,9.0,10.964618117229131,0.3074739726957318,0.167190034820166,0.0,0.04804247517378415,177.16691649615493,127.0408463461453,4.558365896980459,2.005089854157762
No activity,10.0,10.681836569579286,0.3075296651699813,0.1757927729433982,0.0,0.047161345651800565,172.4974730580649,128.8362313964035,4.460052588996764,1.9766412482489053
No activity,11.0,8.761347869177401,0.31562118314075005,0.16863786257921315,0.0,0.047306471627690576,177.39668507279794,126.53987539555948,3.7211100099108014,1.9515176593132437
No activity,12.0,3.4480286738351253,0.31745714802919106,0.21129578163490875,0.0,0.061930363543266774,167.15434783058438,123.40861713891789,1.4301075268817207,2.1592592592592594
