feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
one_file_fix_rate,7876,9634,9316,8573,35399,0.49,0.46,0.49,0.46,-0.01,0.48,0.49,0.31,0.5,-0.01,-0.08,1.0,1.0,0.0,
involved_developers,6181,11611,7339,10268,35399,0.5,0.46,0.38,0.46,-0.02,0.38,0.39,0.26,0.51,-0.01,-0.06,1.0,0.96,0.0,
multiline_message_ratio,6359,11291,7659,10090,35399,0.5,0.46,0.4,0.45,-0.02,0.39,0.4,0.26,0.51,-0.02,-0.07,1.0,0.97,0.0,
commit_period,8344,8761,10189,8105,35399,0.48,0.46,0.52,0.45,-0.03,0.51,0.54,0.31,0.5,-0.03,-0.1,1.0,1.0,0.0,
refactor_mle,7606,9597,9353,8843,35399,0.49,0.46,0.48,0.45,-0.03,0.46,0.49,0.29,0.5,-0.03,-0.09,1.0,1.0,0.0,
tests_presence,6543,10916,8034,9906,35399,0.49,0.46,0.41,0.45,-0.03,0.4,0.42,0.27,0.51,-0.03,-0.08,1.0,0.98,0.0,
authors,7905,9025,9925,8544,35399,0.48,0.46,0.5,0.44,-0.05,0.48,0.52,0.3,0.5,-0.04,-0.11,1.0,1.0,0.0,
positive_sentiment_rate,6741,10050,8900,9708,35399,0.47,0.46,0.44,0.43,-0.07,0.41,0.47,0.27,0.5,-0.06,-0.11,1.0,0.99,0.0,
merged_prs_per_developer,1023,17543,1407,15426,35399,0.52,0.46,0.07,0.42,-0.09,0.06,0.07,0.06,0.53,-0.01,-0.02,1.0,0.36,0.0,
merged_prs_per_involved_developer,1099,17432,1518,15350,35399,0.52,0.46,0.07,0.42,-0.1,0.07,0.08,0.06,0.53,-0.01,-0.02,1.0,0.38,0.0,
merged_prs,1071,17412,1538,15378,35399,0.52,0.46,0.07,0.41,-0.12,0.07,0.08,0.06,0.53,-0.02,-0.02,1.0,0.38,0.0,
non_corrective_message_length_avg,8217,7038,11912,8232,35399,0.43,0.46,0.57,0.41,-0.12,0.5,0.63,0.29,0.5,-0.13,-0.19,1.0,0.99,0.01,
pull_requests,1298,17062,1888,15151,35399,0.52,0.46,0.09,0.41,-0.12,0.08,0.1,0.07,0.53,-0.02,-0.03,1.0,0.44,0.0,
message_length_avg,7974,6553,12397,8475,35399,0.41,0.46,0.58,0.39,-0.16,0.48,0.65,0.28,0.49,-0.17,-0.23,1.0,0.98,0.02,
closed_issues,495,18138,812,15954,35399,0.53,0.46,0.04,0.38,-0.18,0.03,0.04,0.03,0.53,-0.01,-0.02,1.0,0.23,0.0,
merged_issues_per_developer,19,18913,37,16430,35399,0.53,0.46,0.0,0.34,-0.27,0.0,0.0,0.0,0.54,-0.0,-0.0,1.0,0.02,0.0,
merged_issues_per_involved_developer,18,18912,38,16431,35399,0.53,0.46,0.0,0.32,-0.31,0.0,0.0,0.0,0.54,-0.0,-0.0,1.0,0.02,0.0,
