feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
negative_sentiment_rate,8694,10920,8030,7755,35399,0.55,0.46,0.47,0.52,0.12,0.53,0.42,0.36,0.5,0.1,0.04,1.0,1.0,0.01,
commits_per_day,7929,11500,7450,8520,35399,0.55,0.46,0.43,0.52,0.11,0.48,0.39,0.33,0.5,0.09,0.03,1.0,0.99,0.01,
reverted_ratio,2998,16131,2819,13451,35399,0.54,0.46,0.16,0.52,0.11,0.18,0.15,0.16,0.52,0.03,0.01,1.0,0.64,0.0,
commits_per_developer,7661,11674,7276,8788,35399,0.55,0.46,0.42,0.51,0.1,0.47,0.38,0.32,0.51,0.08,0.02,1.0,0.98,0.0,
same_date_duration_avg,8896,10491,8459,7553,35399,0.55,0.46,0.49,0.51,0.1,0.54,0.45,0.36,0.5,0.09,0.02,1.0,1.0,0.01,
commit_day_density,7868,11101,7849,8581,35399,0.54,0.46,0.44,0.5,0.08,0.48,0.41,0.32,0.5,0.06,0.0,1.0,0.99,0.0,
bug_prev_touch_ago,5805,13026,5924,10644,35399,0.53,0.46,0.33,0.49,0.07,0.35,0.31,0.26,0.51,0.04,-0.01,1.0,0.92,0.0,
capped_commits_per_involved_developer,7811,10926,8024,8638,35399,0.53,0.46,0.45,0.49,0.06,0.47,0.42,0.32,0.5,0.05,-0.01,1.0,0.99,0.0,
commits,8236,10269,8681,8213,35399,0.52,0.46,0.48,0.49,0.05,0.5,0.46,0.33,0.5,0.04,-0.02,1.0,1.0,0.0,
involved_developers_commits,8198,10391,8559,8251,35399,0.53,0.46,0.47,0.49,0.05,0.5,0.45,0.33,0.5,0.05,-0.02,1.0,1.0,0.0,
prev_touch_ago,5381,13339,5611,11068,35399,0.53,0.46,0.31,0.49,0.05,0.33,0.3,0.24,0.51,0.03,-0.01,1.0,0.89,0.0,
avg_coupling_code_size_cut,9546,8688,10262,6903,35399,0.52,0.46,0.56,0.48,0.04,0.58,0.54,0.36,0.5,0.04,-0.04,1.0,0.99,0.0,
files_created,7144,11262,7688,9305,35399,0.52,0.46,0.42,0.48,0.04,0.43,0.41,0.3,0.51,0.03,-0.03,1.0,0.98,0.0,
onboarding_prob,4670,13963,4987,11779,35399,0.53,0.46,0.27,0.48,0.04,0.28,0.26,0.22,0.52,0.02,-0.02,1.0,0.85,0.0,
involved_developers_capped_commits,7928,10389,8561,8521,35399,0.52,0.46,0.47,0.48,0.03,0.48,0.45,0.32,0.5,0.03,-0.03,1.0,1.0,0.0,
one_file_refactor_rate,7714,10317,8633,8735,35399,0.51,0.46,0.46,0.47,0.02,0.47,0.46,0.31,0.5,0.01,-0.05,1.0,1.0,0.0,
cursing_rate,1959,16743,2207,14490,35399,0.53,0.46,0.12,0.47,0.01,0.12,0.12,0.11,0.53,0.0,-0.01,1.0,0.52,0.0,
files_edited,8727,9120,9830,7722,35399,0.5,0.46,0.52,0.47,0.01,0.53,0.52,0.33,0.5,0.01,-0.06,1.0,1.0,0.0,
minutes_to_revert,2747,15847,3103,13702,35399,0.53,0.46,0.17,0.47,0.01,0.17,0.16,0.14,0.52,0.0,-0.02,1.0,0.65,0.0,
retention_prob,4529,13837,5113,11920,35399,0.52,0.46,0.27,0.47,0.01,0.28,0.27,0.21,0.52,0.01,-0.03,1.0,0.84,0.0,
commit_days,8301,9256,9694,8148,35399,0.5,0.46,0.51,0.46,-0.01,0.5,0.51,0.32,0.5,-0.01,-0.07,1.0,1.0,0.0,
corrective_multiline_message_ratio,4614,13517,5433,11835,35399,0.51,0.46,0.28,0.46,-0.01,0.28,0.29,0.21,0.52,-0.01,-0.04,1.0,0.86,0.0,
