cases,developers,a_Is_Company,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
14,12,false,1,1,0,0,0,1,0,1,0,1,1
12,12,false,0,0,0,0,0,1,0,0,0,0,1
12,12,false,0,0,0,0,0,1,0,0,0,1,1
13,12,false,1,0,0,0,0,1,0,1,1,1,1
12,12,false,0,0,0,0,0,1,0,0,1,1,1
12,12,false,0,0,0,0,0,1,1,0,0,1,1
12,12,true,1,1,0,1,0,1,1,1,0,0,0
13,13,true,1,0,0,0,0,1,0,1,1,0,1
14,13,false,1,1,0,0,0,1,0,0,0,0,1
13,13,true,1,0,0,0,0,1,0,1,1,1,1
13,13,false,1,0,0,0,0,1,1,0,0,1,1
33,13,false,1,1,0,1,0,1,1,1,0,0,0
14,13,false,1,0,0,0,0,1,1,1,0,0,1
14,14,false,0,1,0,0,0,1,0,0,1,0,1
18,14,true,0,1,0,0,0,1,1,0,0,1,0
14,14,false,0,1,0,0,0,1,0,0,1,1,1
14,14,true,1,0,0,0,0,1,0,0,0,0,1
15,14,true,0,1,0,0,0,1,1,0,0,0,1
15,15,false,1,0,0,0,0,1,1,0,1,0,1
17,15,false,1,0,0,0,0,1,0,0,1,1,1
19,16,true,0,1,0,0,0,1,0,0,1,0,1
17,16,false,0,0,0,0,0,1,1,1,0,1,0
20,16,false,0,0,0,0,0,1,0,1,0,0,1
16,16,true,1,1,0,0,0,1,0,1,0,0,1
20,16,false,0,1,0,0,0,1,1,0,1,1,0
18,17,false,0,0,0,0,0,1,1,0,0,0,1
17,17,false,0,1,0,0,0,1,1,0,1,0,1
22,17,false,0,1,0,0,0,1,0,1,1,1,1
17,17,true,1,0,0,0,0,1,1,1,0,1,1
18,17,false,1,0,0,0,0,1,1,1,1,1,1
18,18,true,1,0,0,0,0,1,1,1,1,0,1
19,18,true,0,0,0,0,0,1,0,1,0,1,1
18,18,true,0,0,0,0,0,1,1,0,0,0,1
18,18,true,1,0,0,0,0,1,1,1,0,1,0
19,18,false,1,0,0,0,0,1,1,1,1,0,1
18,18,false,1,0,0,0,0,1,0,1,1,0,1
21,18,true,0,1,0,0,0,1,0,0,0,0,1
19,18,true,1,0,0,0,0,1,1,1,1,1,0
27,18,false,0,1,0,0,0,1,0,1,0,0,1
19,19,false,1,1,0,0,0,1,0,0,1,1,1
21,19,false,1,0,0,0,0,1,1,0,1,1,1
19,19,true,1,1,0,0,0,1,0,0,0,0,1
19,19,true,1,1,0,0,0,1,0,1,1,0,1
19,19,true,0,0,0,0,0,1,0,0,1,0,1
21,19,true,1,1,0,0,0,1,0,0,1,0,1
19,19,false,0,1,0,0,0,1,1,0,1,1,1
20,19,true,1,0,0,0,0,1,0,0,1,0,1
19,19,true,0,1,0,0,0,1,0,0,0,1,1
20,19,false,0,0,0,0,0,1,1,0,0,1,0
19,19,false,0,0,0,0,0,1,1,0,1,1,0
19,19,false,0,0,0,0,0,1,1,1,0,0,1
22,19,true,0,1,0,0,0,1,0,0,1,1,1
22,20,false,1,1,0,0,0,1,0,1,1,0,1
21,20,false,1,1,0,0,0,1,0,0,1,0,1
20,20,true,0,0,0,0,0,1,0,0,0,0,1
20,20,false,0,1,0,0,0,1,1,0,0,1,0
21,20,false,1,1,0,0,0,1,0,0,0,1,1
21,21,false,1,1,0,0,0,1,1,0,0,0,1
21,21,true,1,1,0,0,0,1,0,1,0,1,1
27,21,false,0,1,0,0,0,1,1,1,0,1,1
22,21,true,0,1,0,0,0,1,0,1,0,1,1
24,21,true,0,0,0,0,0,1,0,0,0,1,1
21,21,false,1,1,0,0,0,1,0,1,0,0,1
23,21,false,1,0,0,0,0,1,1,0,0,1,0
22,21,true,0,0,0,0,0,1,0,1,0,0,1
21,21,true,1,1,0,0,0,1,1,1,0,0,1
23,21,true,0,0,0,0,0,1,1,1,0,1,0
21,21,true,1,0,0,0,0,1,1,0,1,1,0
22,22,false,1,1,0,0,0,1,1,1,0,1,0
24,22,false,1,0,0,0,0,1,1,1,1,1,0
22,22,false,0,0,0,0,0,1,0,1,1,1,1
22,22,true,1,0,0,0,0,1,1,0,0,1,1
22,22,false,0,0,0,0,0,1,1,1,0,1,1
23,22,false,1,0,0,0,0,1,1,0,1,1,0
22,22,false,0,1,0,0,0,1,1,0,0,0,1
22,22,true,1,0,0,0,0,1,1,0,0,0,1
22,22,false,0,1,0,0,0,1,1,0,0,1,1
26,23,false,1,1,0,0,0,1,1,1,1,1,0
24,23,true,1,1,0,0,0,1,0,1,1,1,1
27,23,true,0,1,0,0,0,1,0,1,0,0,1
23,23,true,1,0,0,0,0,1,0,0,1,1,1
23,23,true,1,1,0,0,0,1,0,0,0,1,1
23,23,true,1,0,0,0,0,1,1,0,1,0,1
26,24,false,1,0,0,0,0,1,1,0,1,0,0
301,280,true,1,1,0,0,0,1,0,0,0,0,0
25,25,true,1,0,0,0,0,1,1,0,0,1,0
31,25,false,1,1,0,0,0,1,1,1,0,1,1
26,25,false,1,1,0,0,0,1,0,1,1,1,1
28,26,false,0,0,0,0,0,1,0,0,1,0,1
29,26,true,0,0,0,0,0,1,1,1,0,0,1
32,26,false,0,1,0,0,0,1,1,1,0,1,0
26,26,true,0,0,0,0,0,1,1,0,0,1,0
26,26,true,1,1,0,0,0,1,1,0,0,0,1
27,27,true,0,0,0,0,0,1,0,0,1,1,1
29,27,false,0,0,0,0,0,1,1,0,1,1,1
27,27,true,1,1,0,0,0,1,0,0,1,1,1
32,27,false,1,1,0,0,0,1,1,1,0,0,1
30,27,false,0,1,0,0,0,1,0,1,1,0,1
27,27,true,0,0,0,0,0,1,1,0,0,1,1
31,28,true,0,1,0,0,0,1,1,1,0,1,1
28,28,true,0,0,0,0,0,1,1,0,1,1,0
28,28,true,1,0,0,0,0,1,1,0,1,1,1
29,28,true,0,0,0,0,0,1,1,0,1,0,1
29,28,false,1,0,0,0,0,1,1,1,1,0,0
28,28,true,1,0,0,0,0,1,1,1,1,1,1
38,29,true,0,1,0,0,0,1,1,0,1,1,0
30,29,false,0,1,0,0,0,1,0,0,0,1,0
44,30,true,0,1,0,0,0,1,1,1,0,1,0
31,30,true,0,1,0,0,0,1,1,0,0,1,1
34,30,true,0,1,0,0,0,1,1,0,1,0,1
30,30,false,0,0,0,0,0,1,1,0,1,0,1
31,30,true,0,1,0,0,0,1,0,1,1,1,1
30,30,false,0,0,0,0,0,1,0,1,1,0,1
33,30,true,1,1,0,0,0,1,1,1,0,1,0
31,30,false,1,1,0,0,0,1,1,0,1,0,1
38,30,false,0,1,0,0,0,1,1,0,1,0,0
31,31,false,1,0,0,0,0,1,0,1,0,1,0
34,31,true,1,1,0,0,0,1,1,1,1,1,0
32,32,false,0,0,0,0,0,1,1,1,1,0,1
33,33,true,1,1,0,0,0,1,1,1,0,1,1
35,33,false,1,1,0,0,0,1,1,0,0,1,1
33,33,true,0,0,0,0,0,1,0,1,1,1,1
36,33,false,0,1,0,0,0,1,1,0,0,0,0
39,33,false,1,1,0,0,0,1,1,1,1,1,1
39,34,false,1,0,0,0,0,1,1,1,0,0,0
37,34,false,1,1,0,0,0,1,1,0,1,1,0
38,34,true,0,1,0,0,0,1,0,1,1,0,1
38,34,false,1,1,0,0,0,1,1,0,1,1,1
35,34,true,1,1,0,0,0,1,1,1,1,0,1
34,34,true,0,1,0,0,0,1,1,1,0,0,1
37,35,false,1,0,0,0,0,1,1,0,0,0,0
36,35,false,0,0,0,0,0,1,0,0,0,1,0
36,35,true,1,0,0,0,0,1,1,0,1,0,0
35,35,true,0,1,0,0,0,1,1,0,1,1,1
37,36,true,1,0,0,0,0,1,0,1,0,1,0
37,36,false,0,1,0,0,0,1,1,1,1,1,0
37,37,false,0,0,0,0,0,1,1,0,1,0,0
38,37,false,0,0,0,0,0,1,1,0,0,0,0
39,37,false,0,0,0,0,0,1,1,1,0,0,0
37,37,true,1,0,0,0,0,1,0,1,1,1,0
38,38,true,1,1,0,0,0,1,1,0,1,0,1
40,38,false,0,0,0,0,0,1,1,1,1,1,0
40,38,true,1,0,0,0,0,1,1,1,0,0,0
45,38,true,0,1,0,0,0,1,1,1,1,1,0
39,38,true,0,0,0,0,0,1,1,1,0,1,1
40,38,true,0,0,0,0,0,1,1,1,1,1,0
42,39,false,0,1,0,0,0,1,1,1,0,0,1
42,39,false,0,0,0,0,0,1,1,1,1,1,1
46,39,true,1,1,0,0,0,1,1,0,1,1,0
39,39,true,1,0,0,0,0,1,1,1,1,0,0
49,40,true,1,1,0,0,0,1,1,0,0,1,0
45,41,false,0,1,0,0,0,1,1,1,1,1,1
45,41,false,0,1,0,0,0,1,0,0,1,1,0
45,41,false,1,1,0,0,0,1,1,0,0,1,0
48,42,false,1,1,0,0,0,1,1,1,1,0,1
336,301,true,0,0,0,0,0,1,0,1,0,0,0
59,46,false,1,1,0,0,0,1,0,0,1,1,0
46,46,true,1,1,0,0,0,1,1,0,0,1,1
52,46,false,0,1,0,0,0,1,1,1,1,0,1
46,46,true,1,0,0,0,0,1,1,0,0,0,0
47,47,true,1,1,0,0,0,1,1,0,1,1,1
53,47,true,0,1,0,0,0,1,1,0,0,0,0
51,48,false,0,0,0,0,0,1,1,1,1,0,0
48,48,true,0,1,0,0,0,1,0,0,0,1,0
51,48,false,1,1,0,0,0,1,1,0,0,0,0
54,49,true,0,1,0,0,0,1,0,0,1,1,0
59,49,false,1,0,0,0,0,1,0,1,1,1,0
51,50,true,1,1,0,0,0,1,0,1,0,1,0
56,50,false,1,1,0,0,0,1,0,1,1,1,0
54,51,true,0,0,0,0,0,1,1,0,0,0,0
55,54,true,0,1,0,0,0,1,1,0,1,0,0
55,54,true,0,0,0,0,0,1,1,0,1,1,1
55,55,true,0,0,0,0,0,1,1,0,1,0,0
64,55,false,1,1,0,0,0,1,0,1,0,1,0
60,56,true,0,0,0,0,0,1,1,1,1,1,1
60,56,false,1,1,0,0,0,1,1,0,1,0,0
60,57,true,1,1,0,0,0,1,1,1,1,1,1
58,57,true,0,0,0,0,0,1,0,0,1,1,0
67,58,true,1,1,0,0,0,1,1,1,0,0,0
61,58,true,1,1,0,0,0,1,0,1,1,1,0
68,59,true,0,0,0,0,0,1,1,1,0,0,0
60,59,true,0,0,0,0,0,1,0,1,1,0,1
60,60,true,0,1,0,0,0,1,1,1,1,0,1
68,61,false,0,0,0,0,0,1,0,1,0,1,0
64,63,true,0,1,0,0,0,1,1,1,1,1,1
68,64,false,0,0,0,0,0,1,0,0,1,1,0
67,64,true,1,0,0,0,0,1,0,0,1,1,0
73,64,false,1,0,0,0,0,1,0,0,1,1,0
77,65,false,0,1,0,0,0,1,0,1,1,1,0
72,66,false,1,1,0,0,0,1,0,0,0,1,0
68,67,true,0,0,0,0,0,1,0,0,0,1,0
94,69,false,1,1,0,0,0,1,1,1,0,0,0
71,69,true,0,0,0,0,0,1,0,1,0,1,0
71,69,false,1,0,0,0,0,1,0,0,0,1,0
79,70,false,0,1,0,0,0,1,0,1,0,1,0
77,71,true,0,1,0,0,0,1,0,1,0,1,0
80,71,true,1,1,0,0,0,1,1,1,1,0,0
76,72,true,1,1,0,0,0,1,0,0,1,1,0
74,74,true,0,1,0,0,0,1,0,1,1,1,0
75,74,true,1,0,0,0,0,1,0,0,0,1,0
87,74,true,1,1,0,0,0,1,1,0,1,0,0
108,77,false,0,1,0,0,0,1,1,1,0,0,0
80,78,true,0,0,0,0,0,1,1,1,1,0,1
107,79,false,0,1,0,0,0,1,1,1,1,0,0
84,81,false,0,0,0,0,0,1,0,1,1,1,0
100,83,false,1,1,0,0,0,1,1,1,1,0,0
102,86,true,0,1,0,0,0,1,1,1,0,0,0
94,86,true,1,1,0,0,0,1,1,0,0,0,0
86,86,true,0,0,0,0,0,1,0,1,1,1,0
101,92,true,1,1,0,0,0,1,0,0,0,1,0
129,103,true,0,1,0,0,0,1,1,1,1,0,0
116,106,false,0,1,0,0,0,1,0,0,1,0,0
118,107,true,0,0,0,0,0,1,1,1,1,0,0
125,111,false,1,0,0,0,0,1,0,1,1,0,0
121,112,false,1,0,0,0,0,1,0,1,0,0,0
127,119,false,0,1,0,0,0,1,0,0,0,0,0
145,132,false,0,0,0,0,0,1,0,0,0,0,0
148,141,true,1,0,0,0,0,1,0,1,0,0,0
169,148,false,0,0,0,0,0,1,0,0,1,0,0
169,153,false,1,1,0,0,0,1,0,0,1,0,0
199,161,false,1,1,0,0,0,1,0,1,1,0,0
172,162,true,1,0,0,0,0,1,0,1,1,0,0
176,163,true,0,1,0,0,0,1,0,0,0,0,0
174,163,false,1,1,0,0,0,1,0,0,0,0,0
179,166,false,1,0,0,0,0,1,0,0,0,0,0
194,167,false,1,1,0,0,0,1,0,1,0,0,0
191,169,false,1,0,0,0,0,1,0,0,1,0,0
220,174,false,0,1,0,0,0,1,0,1,0,0,0
189,177,true,0,1,0,0,0,1,0,0,1,0,0
530,440,true,0,0,0,0,0,1,0,1,1,0,0
224,188,false,0,0,0,0,0,1,0,1,0,0,0
237,195,false,0,1,0,0,0,1,0,1,1,0,0
221,206,true,1,1,0,0,0,1,0,1,0,0,0
224,214,true,1,0,0,0,0,1,0,0,1,0,0
236,217,true,1,1,0,0,0,1,0,1,1,0,0
266,223,true,0,1,0,0,0,1,0,1,0,0,0
232,225,true,1,0,0,0,0,1,0,0,0,0,0
246,240,true,0,0,0,0,0,1,0,0,0,0,0
300,252,false,0,0,0,0,0,1,0,1,1,0,0
272,255,true,0,0,0,0,0,1,0,0,1,0,0
264,255,true,1,1,0,0,0,1,0,0,1,0,0
1,1,true,1,0,1,0,0,1,1,1,1,1,0
1,1,true,1,1,1,1,1,1,1,1,1,0,0
1,1,true,1,1,1,1,1,1,0,1,0,1,1
1,1,false,1,1,1,1,1,1,0,1,0,0,1
2,1,false,1,1,1,1,1,1,1,1,1,1,1
3,1,false,1,1,1,1,1,1,1,1,0,1,0
1,1,false,0,1,1,0,0,0,1,1,1,0,1
1,1,false,1,1,1,1,0,1,0,1,1,1,1
1,1,true,1,1,1,1,0,1,1,1,0,1,0
1,1,false,1,1,1,1,0,1,1,1,1,0,0
3,1,false,1,1,1,1,1,1,0,1,0,1,1
16,1,false,1,1,1,1,0,1,0,1,0,1,0
1,1,true,1,1,1,1,1,1,1,1,0,1,0
1,1,false,0,0,1,0,0,0,1,1,0,1,1
1,1,true,1,1,1,1,0,1,0,1,1,1,1
1,1,false,1,1,1,1,1,1,1,1,1,0,0
1,1,false,1,1,1,1,1,1,1,1,1,0,1
1,1,true,1,1,1,1,0,1,1,1,1,0,1
1,1,true,1,1,1,1,0,1,1,1,0,0,1
1,1,true,1,1,1,1,1,1,1,1,1,0,1
1,1,false,0,0,1,0,1,0,1,1,0,1,1
1,1,false,1,1,1,1,1,1,0,1,1,0,0
2,2,false,1,1,1,1,0,1,0,1,1,0,1
3,2,true,1,1,1,1,0,1,1,1,1,1,0
2,2,true,1,1,1,1,0,1,0,1,0,0,1
6,2,false,1,1,1,1,1,1,0,1,0,0,0
2,2,true,1,1,1,1,0,1,0,1,0,1,0
2,2,true,1,1,1,1,1,1,1,1,0,0,1
2,2,false,1,1,1,1,0,1,1,1,1,0,1
3,2,true,1,1,1,1,1,1,1,1,0,1,1
2,2,true,1,0,1,0,0,1,1,0,1,1,0
3,2,false,1,1,1,1,1,1,0,1,0,1,0
7,2,false,1,1,1,1,0,1,1,1,0,1,0
2,2,true,1,1,1,1,1,1,1,1,1,1,1
4,2,true,1,1,1,1,0,1,0,1,1,1,0
3,3,true,0,0,1,0,1,1,1,0,1,1,0
4,3,false,1,1,1,1,1,1,1,1,0,0,0
4,3,true,1,1,1,1,1,1,1,1,0,0,0
4,3,true,1,1,1,1,0,1,0,1,0,0,0
17,3,false,1,1,1,1,0,1,0,1,0,1,1
3,3,true,1,1,1,1,0,1,1,1,0,0,0
4,4,false,1,0,1,0,0,1,1,0,1,1,0
4,4,false,0,0,1,0,1,1,0,0,1,1,0
9,4,false,1,1,1,1,1,1,1,1,0,0,1
4,4,false,0,0,1,0,1,1,1,1,1,1,0
4,4,true,1,0,1,0,1,1,1,1,1,1,0
5,4,false,0,1,1,0,0,1,1,0,1,1,0
4,4,true,1,1,1,1,1,1,0,1,0,0,0
31,4,false,1,1,1,1,0,1,0,1,0,0,0
4,4,false,0,0,1,0,0,1,1,0,1,0,0
4,4,false,1,0,1,0,0,1,1,1,1,0,0
5,5,false,1,0,1,0,1,1,1,1,1,1,0
9,5,false,1,1,1,1,0,1,0,1,0,0,1
5,5,false,0,1,1,0,1,1,1,0,1,1,0
5,5,false,1,0,1,0,1,1,0,1,1,0,1
5,5,false,1,1,1,0,1,1,1,0,1,1,0
8,5,true,1,1,1,1,0,1,0,1,0,1,1
5,5,false,1,0,1,0,1,1,1,0,1,1,0
5,5,false,1,0,1,0,1,1,0,1,1,1,1
5,5,true,0,0,1,0,0,1,1,0,1,1,0
5,5,false,0,0,1,0,0,1,1,1,1,1,0
5,5,true,0,1,1,0,0,1,1,1,1,1,0
5,5,true,1,0,1,0,1,1,0,1,0,0,1
23,5,false,1,1,1,1,0,1,1,1,0,0,1
5,5,false,1,0,1,0,1,1,0,1,0,0,1
5,5,false,0,0,1,0,1,1,1,0,1,1,0
5,5,true,1,0,1,0,1,1,0,1,1,0,1
5,5,false,1,0,1,0,0,1,1,1,1,1,0
6,5,false,0,1,1,0,1,1,0,0,0,1,1
6,6,true,1,1,1,1,0,1,1,1,1,1,1
6,6,false,0,0,1,0,0,1,1,0,1,1,0
6,6,false,0,0,1,0,1,1,0,0,1,0,1
13,6,false,1,1,1,1,0,1,1,1,0,0,0
8,6,false,1,0,1,0,1,1,1,0,1,0,0
6,6,false,0,1,1,0,1,1,1,0,1,0,0
6,6,true,1,1,1,0,1,1,0,1,1,0,1
7,6,false,1,0,1,0,1,1,1,0,0,0,0
16,6,false,1,1,1,1,1,1,1,1,0,1,1
6,6,false,1,0,1,0,1,1,0,1,1,1,0
7,7,true,0,0,1,0,1,1,1,1,1,1,0
8,7,false,1,0,1,0,0,1,0,1,1,0,0
7,7,false,0,0,1,0,1,1,0,0,1,1,1
7,7,false,0,0,1,0,1,1,1,1,1,0,0
7,7,false,0,0,1,0,1,1,1,0,1,0,0
7,7,true,0,1,1,0,1,1,1,0,0,1,0
7,7,false,0,0,1,0,1,1,1,1,0,1,0
9,7,true,1,1,1,1,0,1,1,1,0,1,1
8,7,false,1,1,1,0,0,1,0,1,1,1,0
7,7,false,1,1,1,1,0,1,1,1,1,1,1
7,7,false,1,0,1,0,1,1,0,1,0,1,0
7,7,true,0,1,1,0,1,1,1,0,1,1,0
7,7,true,1,0,1,0,1,1,1,0,1,1,0
7,7,true,1,1,1,0,1,1,1,1,0,1,0
7,7,true,1,0,1,0,0,1,0,1,1,1,0
7,7,false,1,0,1,0,1,1,1,1,0,0,1
7,7,false,1,0,1,0,1,1,0,0,0,0,1
7,7,false,0,1,1,0,1,1,0,0,1,0,1
9,8,false,0,1,1,0,1,1,0,0,1,1,1
8,8,false,0,1,1,0,0,1,0,0,1,1,0
8,8,true,1,1,1,0,1,1,1,0,1,1,0
8,8,false,1,0,1,0,1,1,0,0,1,0,1
8,8,true,0,0,1,0,0,1,1,0,1,0,0
8,8,true,1,0,1,0,1,1,1,1,0,0,0
8,8,true,1,0,1,0,1,1,0,1,1,1,1
8,8,true,1,1,1,0,1,1,0,1,0,0,1
9,8,false,0,0,1,0,1,1,0,1,1,1,0
8,8,true,0,0,1,0,0,1,1,1,1,1,0
8,8,false,0,0,1,0,1,1,0,0,0,1,0
10,8,false,1,1,1,0,1,1,1,0,1,0,0
8,8,false,1,0,1,0,1,1,1,1,0,1,0
8,8,false,0,1,1,0,1,1,0,0,0,0,1
8,8,true,1,1,1,0,1,1,1,1,1,1,0
9,8,false,1,0,1,0,1,1,0,0,1,1,1
8,8,true,1,0,1,0,1,1,0,1,0,1,1
8,8,false,1,0,1,0,0,1,1,1,0,1,0
355,264,false,1,1,1,0,0,1,1,1,0,1,1
10,9,true,0,1,1,0,1,1,1,1,1,1,0
11,9,false,0,1,1,0,0,1,1,0,1,0,0
11,9,false,1,1,1,0,0,1,1,0,1,1,0
9,9,false,0,0,1,0,0,1,1,0,0,1,0
9,9,false,0,0,1,0,1,1,1,0,1,0,1
9,9,false,1,0,1,0,1,1,1,1,1,0,0
9,9,true,1,0,1,0,1,1,1,1,0,1,0
9,9,false,0,0,1,0,1,1,1,0,0,0,1
9,9,true,1,0,1,0,1,1,0,1,1,1,0
9,9,false,0,1,1,0,1,1,0,1,1,1,0
9,9,false,1,1,1,0,1,1,0,1,0,1,1
9,9,true,0,1,1,0,0,1,0,0,1,1,0
10,9,true,1,0,1,0,1,1,0,0,1,1,1
9,9,true,1,0,1,0,1,1,1,0,1,0,0
9,9,true,0,0,1,0,1,1,1,0,0,1,0
9,9,true,1,0,1,0,1,1,0,0,0,0,1
10,9,true,1,0,1,0,0,1,0,0,1,1,0
9,9,true,0,1,1,0,0,1,1,0,1,1,0
9,9,false,1,0,1,0,0,1,1,0,1,0,0
10,9,false,1,0,1,0,0,1,0,1,1,1,0
9,9,false,0,1,1,0,1,1,1,0,0,1,0
9,9,false,0,0,1,0,1,1,0,0,0,0,1
9,9,false,1,0,1,0,1,1,0,1,0,1,1
10,10,false,0,0,1,0,1,1,1,0,0,1,0
10,10,true,0,0,1,0,1,1,0,0,1,1,0
10,10,false,1,0,1,0,1,1,1,1,1,0,1
11,10,true,1,1,1,0,1,1,0,0,1,1,1
10,10,true,1,0,1,0,1,1,1,1,0,0,1
12,10,false,1,1,1,0,0,1,1,0,1,0,0
10,10,true,0,0,1,0,1,1,0,0,1,1,1
10,10,true,0,1,1,0,1,1,0,0,0,0,1
11,10,true,1,0,1,0,0,1,1,1,0,0,0
10,10,false,0,0,1,0,1,1,1,0,0,0,0
10,10,false,0,1,1,0,1,1,0,1,1,0,1
11,10,false,1,1,1,0,0,1,0,0,1,1,0
10,10,false,0,0,1,0,1,1,0,1,0,1,1
11,10,false,0,1,1,0,1,1,0,0,1,1,0
12,10,true,1,1,1,0,0,1,1,0,1,1,0
10,10,true,0,0,1,0,1,1,1,1,0,1,0
11,11,false,1,0,1,0,1,1,1,0,1,1,1
11,11,true,1,0,1,0,0,1,1,1,0,1,0
11,11,true,1,1,1,0,1,1,0,1,0,1,1
12,11,false,1,1,1,0,1,1,0,0,1,1,1
11,11,false,1,1,1,0,1,1,0,1,0,1,0
11,11,false,1,1,1,0,1,1,1,1,1,1,0
11,11,true,1,1,1,0,1,1,1,1,1,0,0
11,11,false,1,0,1,0,1,1,1,0,0,1,0
12,11,true,1,1,1,0,1,1,0,0,1,1,0
11,11,false,1,1,1,0,1,1,0,0,0,0,1
11,11,true,1,0,1,0,1,1,1,0,1,0,1
11,11,false,1,0,1,0,1,1,0,1,1,0,0
13,11,false,0,1,1,0,1,1,0,1,0,1,1
11,11,false,0,1,1,0,1,1,0,0,0,1,0
11,11,false,0,1,1,0,0,1,0,0,1,0,0
11,11,false,1,0,1,0,1,1,0,0,0,1,1
11,11,true,1,0,1,0,1,1,1,1,1,0,0
11,11,false,0,1,1,0,1,1,1,1,0,1,0
12,11,true,1,0,1,0,0,1,1,1,1,0,0
12,11,false,1,0,1,0,0,1,1,1,0,0,0
11,11,true,0,0,1,0,0,1,0,0,1,1,0
12,12,true,1,0,1,0,1,1,1,1,1,0,1
13,12,false,0,1,1,0,1,1,1,0,0,0,0
12,12,true,1,1,1,0,1,1,0,0,1,0,1
14,12,false,1,0,1,0,0,1,0,1,0,1,0
13,12,false,1,0,1,0,0,1,1,0,0,1,0
12,12,true,0,1,1,0,0,1,1,0,1,0,0
12,12,false,0,0,1,0,0,1,0,0,1,1,0
13,12,false,0,1,1,0,1,1,1,0,0,1,1
12,12,false,1,1,1,0,1,1,0,1,1,0,1
12,12,false,0,0,1,0,1,1,0,1,0,0,1
12,12,false,0,0,1,0,1,1,0,1,1,1,1
12,12,true,0,0,1,0,1,1,1,0,0,0,1
16,12,false,0,1,1,0,1,1,0,1,0,0,1
14,12,false,1,0,1,0,1,1,1,0,0,0,1
13,13,false,1,1,1,0,1,1,0,1,1,1,0
13,13,true,1,0,1,0,1,1,0,1,0,1,0
13,13,false,0,0,1,0,0,1,1,0,0,0,0
13,13,false,1,1,1,0,1,1,0,0,1,0,1
13,13,true,0,0,1,0,0,1,1,0,0,1,0
14,13,true,0,0,1,0,1,1,0,0,1,0,1
13,13,false,0,0,1,0,1,1,0,1,1,0,1
13,13,true,0,1,1,0,1,1,0,1,0,0,1
14,13,false,0,0,1,0,1,1,0,1,0,1,0
15,13,true,0,1,1,0,1,1,0,1,0,1,0
13,13,true,1,0,1,0,1,1,1,0,0,0,0
14,13,true,0,1,1,0,1,1,0,0,1,0,1
13,13,true,1,0,1,0,0,1,1,0,1,0,0
13,13,false,1,1,1,0,1,1,0,0,0,1,0
13,13,true,0,0,1,0,1,1,0,0,0,0,1
