cases,developers,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
1807,289,1,0,1,0,0,1,0,1,0,0,1
266,89,1,0,1,0,0,1,1,0,1,0,0
264,123,0,0,1,0,1,1,1,0,0,1,0
12262,235,0,1,1,0,1,1,1,1,0,0,1
775,132,0,0,1,0,1,1,0,1,0,0,1
12986,243,1,1,1,0,1,1,1,1,1,0,1
597,148,1,0,1,0,1,1,0,0,1,1,1
289,129,1,0,1,0,1,1,1,0,0,0,1
19669,550,0,1,1,0,0,1,0,0,0,1,1
1300,245,1,1,1,0,1,1,0,0,1,1,0
20797,794,0,1,1,0,0,1,1,0,0,0,1
3344,449,0,0,1,0,0,1,0,1,1,0,1
340,26,1,1,1,1,1,1,1,1,0,0,0
7684,375,1,1,1,0,0,1,0,0,0,0,0
485,205,0,0,1,0,1,1,0,0,0,1,0
11577,768,0,0,1,0,0,1,1,1,0,0,1
1434,172,0,0,1,0,1,1,0,1,0,1,1
6692,84,1,1,1,1,0,1,1,1,0,1,1
969,237,1,0,1,0,1,1,1,1,0,1,1
802,219,0,0,1,0,1,1,0,1,1,0,1
11,9,0,1,1,0,0,0,1,1,0,1,1
246,139,1,0,1,0,0,1,0,0,1,0,0
127734,754,1,1,1,0,0,1,0,1,0,1,1
800,339,1,0,1,0,0,1,0,0,0,0,1
305,85,1,0,1,0,1,1,0,1,1,0,1
986,129,1,0,1,0,0,1,0,1,1,1,0
374,30,1,1,1,1,0,1,1,1,0,0,0
284,22,1,1,1,1,0,1,0,1,0,0,1
305,88,0,0,1,0,0,1,1,0,1,0,0
977,196,1,0,1,0,0,1,0,1,1,0,1
2967,384,1,0,1,0,0,1,0,1,1,1,1
1113,116,1,1,1,0,1,1,0,0,1,0,1
29912,175,1,1,1,0,0,1,1,1,1,1,0
1973,240,0,1,1,0,1,1,0,0,0,0,0
4397,205,0,1,1,0,0,1,0,0,0,1,0
1676,211,1,1,1,0,1,1,0,0,1,1,1
2183,352,1,0,1,0,0,1,1,1,1,0,1
799,165,0,0,1,0,1,1,1,1,0,0,1
7554,370,0,0,1,0,0,1,0,1,0,0,0
247,98,0,0,1,0,0,1,1,0,1,1,0
1586,342,0,0,1,0,1,1,1,1,0,1,1
2228,243,1,0,1,0,0,1,0,1,0,1,0
431,14,1,1,1,1,0,1,0,1,0,1,0
6960,771,0,0,1,0,0,1,0,1,1,1,1
1091,149,0,1,1,0,1,1,0,0,1,1,1
1883,433,1,0,1,0,0,1,0,0,1,1,1
889,124,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,0,0,0,0,1,1,0,0
1,1,0,1,1,0,1,0,1,0,0,1,1
1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1,0,0,0,0,0,1,0,0
1,1,0,1,1,0,1,0,0,0,0,1,0
1,1,1,1,1,0,1,0,1,1,1,0,1
1,1,1,1,1,0,1,0,0,1,0,1,1
1,1,0,1,1,0,1,0,1,1,0,0,1
1,1,0,1,1,0,1,0,1,0,1,1,0
1,1,0,1,1,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,1,1,0,1
1,1,1,0,1,0,0,0,0,0,0,1,0
1,1,0,0,1,0,0,0,0,0,1,1,1
1,1,0,1,1,0,0,0,0,1,0,0,1
1,1,1,1,1,0,1,0,1,1,1,1,0
1,1,1,0,1,0,1,0,0,0,0,1,0
1,1,0,1,1,0,0,0,0,1,1,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,0,0,1
1,1,1,1,1,0,1,0,1,0,0,1,1
1,1,0,0,1,0,1,0,1,0,1,0,0
1,1,1,1,1,0,0,0,0,0,1,0,1
1,1,0,0,1,0,1,0,0,1,1,1,0
1,1,0,1,1,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,0,0,1,0,1,0,1,0,0,1,0
1,1,0,0,1,0,1,0,1,0,0,0,1
1,1,0,1,1,0,0,0,1,0,0,0,0
1,1,1,1,1,0,1,0,0,1,0,0,1
1,1,1,0,1,0,1,0,1,0,1,0,0
1,1,1,1,1,1,0,1,1,0,1,0,1
1,1,0,1,1,0,0,0,0,1,1,0,0
1,1,0,0,1,0,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,1,0,1,0
1,1,0,1,1,0,0,0,0,0,1,1,0
1,1,1,0,1,0,1,0,1,1,0,0,0
1,1,1,0,1,0,1,0,1,0,1,1,0
1,1,1,0,1,1,0,1,1,0,1,1,1
1,1,0,0,1,0,0,0,0,0,1,0,1
1,1,0,1,1,0,1,0,1,1,0,0,0
1,1,1,1,1,0,1,0,1,1,0,0,1
1,1,1,1,1,0,1,0,0,1,1,0,0
1,1,0,1,1,0,1,0,1,1,1,0,0
1,1,1,0,1,0,1,0,1,1,1,0,1
1,1,1,1,1,0,1,0,0,1,1,0,1
1,1,1,1,1,0,1,0,1,0,1,1,1
1,1,0,1,1,0,0,0,0,0,0,1,0
1,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1,0,1,0,0,0,1,1,1
1,1,1,0,1,0,1,0,1,0,0,1,0
1,1,1,0,1,1,0,1,1,1,0,0,0
1,1,1,0,1,0,0,0,1,1,1,0,0
1,1,1,1,1,0,0,0,1,1,0,0,0
1,1,1,0,1,0,0,0,1,0,0,1,0
1,1,0,1,1,0,0,0,0,1,0,1,1
1,1,1,1,1,0,0,0,0,0,1,1,0
1,1,0,1,1,0,1,0,0,1,1,1,1
1,1,1,0,1,0,0,0,0,1,0,0,1
1,1,1,1,1,1,0,1,0,0,0,0,0
1,1,1,0,1,0,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,1,0,1,1,0
1,1,1,0,1,0,1,0,1,0,1,1,1
1,1,0,1,1,0,0,0,0,1,1,1,1
1,1,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,0,1,0,1,1
1,1,1,1,1,1,1,1,0,0,1,1,1
1,1,0,1,1,0,1,0,0,1,0,0,0
1,1,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0,1,0,0,0,1,0,1,0,0
1,1,0,0,1,0,0,0,1,0,1,0,1
1,1,1,0,1,0,0,0,0,0,1,1,0
1,1,1,0,1,0,1,0,1,0,0,0,0
1,1,0,1,1,0,0,0,0,0,1,0,1
2,2,1,1,1,0,0,0,1,1,1,0,1
2,2,0,1,1,0,1,0,1,0,1,1,1
2,2,1,0,1,0,0,0,0,0,1,0,1
2,2,1,1,1,0,0,0,0,1,1,0,1
2,1,0,1,1,0,0,0,0,0,0,1,1
2,2,0,1,1,0,0,0,0,0,0,0,0
2,1,0,0,1,0,0,0,1,0,1,1,0
2,2,0,0,1,0,0,0,1,1,0,1,0
2,2,1,0,1,0,1,0,0,0,1,1,0
2,2,0,1,1,0,1,0,1,0,0,0,1
2,2,1,0,1,0,1,0,1,0,0,0,1
2,2,0,0,1,0,1,0,1,0,1,0,1
2,2,0,1,1,0,1,0,1,1,1,0,1
2,2,0,1,1,0,0,0,0,0,0,0,1
2,2,0,0,1,0,0,0,1,1,1,0,0
2,2,0,0,1,0,0,0,1,1,0,0,0
2,2,1,1,1,0,1,0,1,0,1,1,0
2,2,1,1,1,0,1,0,1,0,1,0,0
2,2,1,0,1,0,0,0,1,1,0,0,0
2,2,0,1,1,0,0,0,0,1,0,0,0
2,2,1,0,1,0,1,0,1,1,1,0,0
2,2,1,0,1,0,0,0,0,0,1,1,1
2,2,1,1,1,0,0,0,0,0,0,0,0
2,2,0,1,1,0,0,0,0,0,1,0,0
2,2,1,1,1,1,0,1,1,0,0,1,1
2,2,0,1,1,0,0,0,1,0,0,1,0
2,2,0,1,1,0,1,0,1,0,0,0,0
2,2,1,1,1,0,1,0,0,0,1,0,0
2,2,1,0,1,0,1,0,1,0,0,1,1
2,1,1,1,1,0,0,0,0,1,1,1,0
2,2,0,1,1,0,1,0,0,0,1,1,0
2,2,0,0,1,0,0,0,0,1,1,0,0
2,2,1,1,1,0,0,0,1,0,1,0,0
2,2,1,1,1,0,1,0,0,0,1,1,0
3,3,1,1,1,0,0,0,1,1,0,1,0
3,2,0,1,1,0,1,0,1,1,0,1,1
3,1,0,0,1,0,0,0,0,0,1,0,0
3,3,1,1,1,0,1,0,1,0,0,0,1
3,3,1,0,1,0,0,0,1,0,0,0,0
3,3,1,1,1,0,0,0,1,0,1,1,0
3,3,0,1,1,0,0,0,1,0,1,0,1
3,3,1,0,1,0,0,0,0,0,0,1,1
3,3,1,0,1,0,1,0,1,1,0,1,1
3,3,1,1,1,0,1,0,0,1,0,1,0
3,2,1,1,1,0,0,0,1,0,0,1,0
3,2,1,0,1,0,0,0,1,1,1,1,1
3,3,1,1,1,1,1,0,1,1,0,1,1
3,3,1,0,1,0,0,0,0,1,0,0,0
3,2,0,1,1,0,1,0,0,0,1,0,0
3,3,1,0,1,0,1,0,0,1,1,0,0
3,2,0,0,1,0,1,0,0,1,0,1,0
3,3,0,0,1,0,0,0,1,0,0,1,0
3,3,0,0,1,0,0,0,0,0,0,0,1
3,3,1,1,1,0,1,0,0,0,0,0,1
3,3,1,0,1,0,0,0,0,1,1,1,1
4,4,1,1,1,0,1,0,1,0,0,0,0
4,4,0,0,1,0,1,0,0,1,1,0,0
4,3,1,1,1,0,1,0,0,0,0,1,0
4,4,0,0,1,0,0,0,0,1,1,1,0
4,2,1,0,1,0,1,0,1,1,1,1,1
4,4,0,0,1,0,0,0,0,1,1,0,1
4,4,0,0,1,0,0,0,0,1,0,0,0
4,2,0,0,1,0,0,0,0,1,1,1,1
4,3,0,0,1,0,0,0,1,1,0,0,1
4,3,1,1,1,0,0,0,0,1,0,0,1
4,2,0,0,1,0,1,0,0,0,0,0,0
4,4,1,1,1,0,0,0,1,1,1,0,0
4,3,0,1,1,0,1,0,1,0,1,0,0
4,2,1,1,1,0,0,0,0,1,0,1,0
4,3,0,0,1,0,0,0,1,1,1,0,1
4,3,1,0,1,0,0,0,1,1,1,0,1
4,2,1,1,1,0,1,0,0,0,0,1,1
4,3,1,1,1,0,1,0,1,1,0,0,0
4,4,0,0,1,0,0,0,0,1,0,0,1
5,3,1,0,1,0,0,0,1,1,0,0,1
5,5,1,1,1,0,1,0,0,0,0,0,0
5,5,1,1,1,0,0,0,0,0,0,1,0
5,1,1,1,1,0,0,0,1,0,1,0,1
5,4,1,1,1,0,0,0,1,0,0,0,0
5,5,1,0,1,0,0,0,0,0,0,0,0
5,5,0,1,1,0,0,0,1,0,0,0,1
6,5,1,1,1,0,1,0,1,0,1,0,1
6,5,0,0,1,0,0,0,1,0,1,1,1
6,5,0,0,1,0,0,0,0,1,0,1,1
6,3,1,1,1,0,0,0,0,1,1,1,1
6,4,1,0,1,0,1,0,0,1,0,0,0
6,5,0,1,1,0,0,0,1,1,1,1,1
7,4,1,0,1,0,0,0,1,0,1,0,1
7,6,0,1,1,0,0,0,1,1,1,0,1
7,3,1,0,1,0,0,0,0,1,0,1,0
7,4,0,0,1,0,0,0,1,0,0,0,1
7,5,1,1,1,0,0,0,0,0,0,0,1
7,6,1,0,1,0,0,0,1,0,1,1,1
8,8,0,1,1,0,0,0,1,1,0,0,1
8,7,0,0,1,0,0,0,1,1,1,1,1
8,5,1,1,1,0,0,0,0,0,1,1,1
9,6,1,0,1,0,0,0,1,1,0,1,1
9,6,0,1,1,0,0,0,1,0,1,1,1
10,8,0,0,1,0,0,0,1,0,0,1,1
12,7,0,0,1,0,0,0,1,1,0,1,1
12,10,0,1,1,0,0,0,1,0,0,1,1
12,9,1,1,1,1,1,0,1,1,1,1,1
14,9,1,1,1,0,0,0,0,0,0,1,1
14,13,1,1,1,0,0,0,1,1,0,0,1
14,5,1,1,1,0,0,0,0,1,0,1,1
14,13,1,1,1,0,1,0,1,1,0,1,1
19,14,0,1,1,0,1,0,1,1,1,1,1
20,17,1,1,1,0,0,0,1,0,0,0,1
20,4,1,1,1,1,0,1,0,1,1,0,0
20,13,1,1,1,0,0,0,1,1,1,1,1
23,12,1,1,1,0,1,0,1,1,1,1,1
23,8,1,1,1,1,1,1,0,1,1,0,1
