,metric,Pearson,diff_avg,diff_std,relative_diff_avg,relative_diff_std,abs_diff_avg,abs_diff_std,abs_relative_diff_avg,pred_05,pred_25,pred_50
22,authors,0.9629077377947134,2.9553094720189836,28.71872301628512,0.33222340682796236,1.2674811930976904,10.08974829797452,27.049829127445197,1.1878040067868292,0.15257493149523998,0.438854204921043,0.6873640498319161
2,avg_coupling_code_size_cut,0.8694441152675888,-0.052826650346861535,0.36352376618083376,0.09902841717818987,4.326633281215953,0.2538048802406732,0.2655588920221162,4.312488755231552,0.16172773242181981,0.6388033560270064,0.85200146896805
1,ccp,0.8334107403527278,0.007807081750048451,0.07842825774311646,0.15359392366326308,13.991392287052902,0.05706128435408829,0.0543678370498387,13.986223394696955,0.13641628294584593,0.5576711206531257,0.8017175626430125
21,commit_day_density,0.9529871791532742,-0.11132147392328756,2.2319873650690014,0.08481333639261425,0.7201893993553588,1.1116057225461853,1.9386743481690343,0.5766296799228067,0.09031328568603633,0.4088251080538998,0.7191446086047628
6,commit_days,0.7551938092113005,4.777818582445832,55.10744594873643,0.14267609093150177,0.6719067088609778,39.721574055764286,38.49429536408656,0.5971766814562679,0.17407271391847226,0.5963445295064832,0.8325376423062798
3,commit_period,0.11333135298109447,14.408514364812566,57.84750851425309,0.1272548977696659,0.7146580150136379,25.814599282465608,53.7357704936015,0.7080991771440233,0.7599084719907342,0.8946297918020283,0.9301675188564649
4,commits,0.9526104953579513,14.474702675216815,834.733151209288,0.18058014422461016,0.946535914526952,405.3277211220656,729.8587218877915,0.8208698550066661,0.08641487047656714,0.4031752309387271,0.7001892708833583
11,commits_per_day,0.9391325856250518,-0.21900397901691881,2.603620711245303,0.003992078000246074,0.3591436233265765,1.3999479369259888,2.2061041030427213,0.2580023506605675,0.14373287380999464,0.6189157885815983,0.8969744908048249
7,corrective_multiline_message_ratio,0.8378672142592745,0.002209008254683328,0.07474210831035974,0.033008006829726697,1.1837967178845894,0.026330306475917963,0.06998541239052478,1.1824945673566345,0.856125879262126,0.9608181022062771,0.9780784767931298
15,cursing_rate,0.8373558936119783,-4.523996426674421e-05,0.0017409120327959529,-0.4688241351137892,0.9947804622961619,0.0004134005829829882,0.0016917199969707492,0.6438888084055177,0.0035876719681346932,0.01652589056188028,0.030961326591146643
16,files_created,0.5513064159337013,-121.68309839260996,4383.1876852869345,1.132965764290578,13.386961151534415,945.2928048814938,4281.768063366178,13.32087242465417,0.03858866069662985,0.19263256024181474,0.39721461058221985
19,files_edited,0.7654408763718549,50.39040650865844,5274.5537509669675,0.6248110312972944,6.860849505241054,1198.6826181530553,5136.786536988261,6.819930824865039,0.07082120963869036,0.33139354219045736,0.5889996892567587
24,involved_developers,0.9728266535573633,0.33486821661628857,6.889436359869604,0.1893803921678586,0.7835236384194842,2.432667589479929,6.454334548596828,0.6759991668569311,0.2743580327127885,0.43803497273934294,0.6644820475154666
23,involved_developers_capped_commits,0.9663843291853391,8.09765812593576,577.7285978957563,0.14133192719767798,0.7961525402914778,284.7172236503856,502.76209009129946,0.6742606712944192,0.11675471058504477,0.4427243707449363,0.7275064267352185
18,message_length_avg,0.5855596253638202,5.996167657246163,116.27881837668458,0.12512594527150156,1.082280714916059,24.19797454378313,113.89100110048139,1.0602379961931603,0.21630554535438853,0.7287776490861324,0.9012401480267804
8,multiline_message_ratio,0.8510444602067064,0.0021549117744699008,0.07803808125408247,0.059134505350262774,2.1084443563733335,0.030948078503433986,0.07167130026127683,2.107084196586957,0.8231588462950931,0.957908415491963,0.9793779485296195
5,negative_sentiment_rate,0.7352393885098255,-1.4434329029336105e-05,0.012171633008869347,0.24419334094282857,3.108531537372722,0.006523144173936268,0.010276003428339056,3.0160182592431326,0.05011441001158225,0.23365066809796886,0.43077488064634595
25,onboarding_prob,0.449074994443327,-0.07565911341563171,0.29520679773202696,-0.13860954671154174,0.9186100225295126,0.2033725690442531,0.22695764606021562,0.6832881407228009,0.05308059549704794,0.17836662052600355,0.3452922398937823
14,one_file_fix_rate,0.8473711583768607,-0.0007935636735797802,0.1117222843219106,0.06961334614729821,0.82819317294572,0.0799529181196774,0.07803748149610538,0.7802812881156165,0.17788638097121387,0.6526173055736038,0.8388372552896974
13,one_file_refactor_rate,0.6987238745952841,0.0038322639565230507,0.14712931265086016,0.13930593418608986,0.8987142096882611,0.10401248698826823,0.10412884008034388,0.7972451463450673,0.10294076103844742,0.45795078957032687,0.7000762733410548
9,positive_sentiment_rate,0.7634851616969339,0.0001257282957360251,0.013830602445694154,0.24815517477177798,1.685559980500966,0.006022010580432402,0.012451334713555237,1.455977355568512,0.03985988304754372,0.18212378880759345,0.3552642730020622
12,prev_touch_ago,0.517271363283811,17738.439357511677,127358.51557651708,8.109449053407552,358.9454455709464,55870.17141240216,115815.74176296944,358.940296832781,0.05025565693946157,0.24715387440323172,0.45224441368400237
10,refactor_mle,0.7585015277048279,-0.0012674892037707983,0.07599266159080317,0.09123019806579075,35.76040938612226,0.0530585060539531,0.054416969735399105,35.75843257099315,0.0925167377609537,0.43263934009435295,0.7028164637419136
26,retention_prob,0.29701904226175535,-0.07012248477092811,0.2952588376222772,-0.15780193755872676,1.0081042536632743,0.20205173567095597,0.22642626008824795,0.7579576692911968,0.04316506115991977,0.16093674962569565,0.30927427328455603
17,reverted_ratio,0.47375990774312227,0.000499851757836377,0.007054963809860726,0.7202004084180434,4.2356364245780656,0.0038657182524347304,0.005922617362521165,4.146225775180985,0.015480663295573321,0.08079324274697025,0.1598632729738128
20,same_date_duration_avg,0.797263077082577,0.782574517237925,33.05352540825208,0.06095861887773187,0.43090196218735227,22.13210076018581,24.56225272007773,0.3526230910464254,0.15017373372129156,0.6356676742280856,0.8906748778214074
0,tests_presence,0.8339250355377467,0.005559196587474222,0.0880908983730258,0.35242655197761613,2.051564275795573,0.0502158253057996,0.07258933508649493,1.9418693838549828,0.11517274499279641,0.3041611344953247,0.4719342354303794
