feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment
merged_issues_per_developer,35,15570,21,19773,35399,0.44,0.56,0.0,0.62,0.12,0.0,0.0,0.0,0.44,0.0,-0.21,0.99,0.02,0.0,
merged_issues_per_involved_developer,34,15569,22,19774,35399,0.44,0.56,0.0,0.61,0.09,0.0,0.0,0.0,0.44,0.0,-0.21,0.99,0.02,0.0,
same_date_duration_avg,10564,8800,6791,9244,35399,0.55,0.56,0.49,0.61,0.09,0.53,0.44,0.4,0.5,0.1,-0.02,0.99,1.0,0.01,
ccp,9546,8688,6903,10262,35399,0.52,0.56,0.46,0.58,0.04,0.48,0.44,0.36,0.5,0.04,-0.08,0.99,1.0,0.0,
one_file_fix_rate,9985,8384,7207,9823,35399,0.52,0.56,0.49,0.58,0.04,0.5,0.46,0.37,0.5,0.04,-0.07,0.99,1.0,0.0,
authors,10285,8046,7545,9523,35399,0.52,0.56,0.5,0.58,0.03,0.52,0.48,0.38,0.5,0.03,-0.07,0.99,1.0,0.0,
tests_presence,8383,9397,6194,11425,35399,0.5,0.56,0.41,0.58,0.03,0.42,0.4,0.32,0.49,0.03,-0.1,0.99,0.98,0.0,
closed_issues,748,15032,559,19060,35399,0.45,0.56,0.04,0.57,0.02,0.04,0.04,0.04,0.44,0.0,-0.2,0.99,0.23,0.0,
merged_prs,1485,14467,1124,18323,35399,0.45,0.56,0.07,0.57,0.02,0.07,0.07,0.07,0.45,0.0,-0.19,0.99,0.38,0.0,
pull_requests,1810,14215,1376,17998,35399,0.45,0.56,0.09,0.57,0.02,0.09,0.09,0.09,0.45,0.0,-0.19,0.99,0.44,0.0,
involved_developers,7658,9729,5862,12150,35399,0.49,0.56,0.38,0.57,0.01,0.39,0.38,0.3,0.49,0.01,-0.12,0.99,0.96,0.0,
merged_prs_per_involved_developer,1484,14458,1133,18324,35399,0.45,0.56,0.07,0.57,0.01,0.07,0.07,0.07,0.45,0.0,-0.2,0.99,0.38,0.0,
negative_sentiment_rate,9462,8329,7262,10346,35399,0.5,0.56,0.47,0.57,0.01,0.48,0.47,0.35,0.5,0.01,-0.1,0.99,1.0,0.0,
cursing_rate,2341,13766,1825,17467,35399,0.46,0.56,0.12,0.56,0.0,0.12,0.12,0.11,0.45,0.0,-0.19,0.99,0.52,0.0,
commit_period,10293,7351,8240,9515,35399,0.5,0.56,0.52,0.56,-0.01,0.52,0.53,0.37,0.5,-0.01,-0.11,0.99,1.0,0.0,
commits_per_day,8516,8728,6863,11292,35399,0.49,0.56,0.43,0.55,-0.01,0.43,0.44,0.32,0.49,-0.01,-0.13,0.99,0.99,0.0,
merged_prs_per_developer,1352,14513,1078,18456,35399,0.45,0.56,0.07,0.56,-0.01,0.07,0.07,0.06,0.45,-0.0,-0.2,0.99,0.36,0.0,
message_length_avg,11282,6502,9089,8526,35399,0.5,0.56,0.58,0.55,-0.01,0.57,0.58,0.39,0.51,-0.01,-0.1,0.99,0.98,0.0,
minutes_to_revert,3242,12983,2608,16566,35399,0.46,0.56,0.17,0.55,-0.01,0.16,0.17,0.14,0.46,-0.0,-0.18,0.99,0.65,0.0,
positive_sentiment_rate,8650,8600,6991,11158,35399,0.49,0.56,0.44,0.55,-0.01,0.44,0.45,0.32,0.49,-0.01,-0.13,0.99,0.99,0.0,
retention_prob,5323,11272,4319,14485,35399,0.47,0.56,0.27,0.55,-0.01,0.27,0.28,0.22,0.47,-0.01,-0.16,0.99,0.84,0.0,
non_corrective_message_length_avg,11000,6462,9129,8808,35399,0.49,0.56,0.57,0.55,-0.02,0.56,0.59,0.38,0.51,-0.03,-0.12,0.99,0.99,0.0,
onboarding_prob,5321,11255,4336,14487,35399,0.47,0.56,0.27,0.55,-0.02,0.27,0.28,0.22,0.47,-0.01,-0.16,0.99,0.85,0.0,
corrective_multiline_message_ratio,5479,11023,4568,14329,35399,0.47,0.56,0.28,0.55,-0.03,0.28,0.29,0.22,0.47,-0.02,-0.17,0.99,0.86,0.0,
involved_developers_capped_commits,8920,8022,7569,10888,35399,0.48,0.56,0.47,0.54,-0.03,0.45,0.49,0.33,0.5,-0.03,-0.14,0.99,1.0,0.0,
commit_day_density,8455,8329,7262,11353,35399,0.47,0.56,0.44,0.54,-0.04,0.43,0.47,0.31,0.49,-0.04,-0.15,0.99,0.99,0.0,
commit_days,9713,7309,8282,10095,35399,0.48,0.56,0.51,0.54,-0.04,0.49,0.53,0.35,0.5,-0.04,-0.14,0.99,1.0,0.0,
commits,9122,7796,7795,10686,35399,0.48,0.56,0.48,0.54,-0.04,0.46,0.5,0.33,0.5,-0.04,-0.15,0.99,1.0,0.0,
involved_developers_commits,9002,7836,7755,10806,35399,0.48,0.56,0.47,0.54,-0.04,0.45,0.5,0.33,0.5,-0.04,-0.15,0.99,1.0,0.0,
one_file_refactor_rate,8746,7990,7601,11062,35399,0.47,0.56,0.46,0.54,-0.04,0.44,0.49,0.32,0.5,-0.05,-0.16,0.99,1.0,0.0,
reverted_ratio,3137,12911,2680,16671,35399,0.45,0.56,0.16,0.54,-0.04,0.16,0.17,0.14,0.46,-0.01,-0.19,0.99,0.64,0.0,
capped_commits_per_involved_developer,8403,8159,7432,11405,35399,0.47,0.56,0.45,0.53,-0.05,0.42,0.48,0.31,0.49,-0.05,-0.16,0.99,0.99,0.0,
multiline_message_ratio,7386,8959,6632,12422,35399,0.46,0.56,0.4,0.53,-0.06,0.37,0.43,0.28,0.49,-0.05,-0.17,0.99,0.97,0.0,
commits_per_developer,7789,8443,7148,12019,35399,0.46,0.56,0.42,0.52,-0.07,0.39,0.46,0.29,0.49,-0.07,-0.18,0.99,0.98,0.0,
files_edited,9637,6671,8920,10171,35399,0.46,0.56,0.52,0.52,-0.07,0.49,0.57,0.34,0.5,-0.08,-0.18,0.99,1.0,0.01,
files_created,7479,8238,7353,12329,35399,0.44,0.56,0.42,0.5,-0.1,0.38,0.47,0.28,0.49,-0.09,-0.21,0.99,0.98,0.01,
bug_prev_touch_ago,5786,9648,5943,14022,35399,0.44,0.56,0.33,0.49,-0.12,0.29,0.38,0.22,0.48,-0.09,-0.22,0.99,0.92,0.01,
refactor_mle,8311,6943,8648,11497,35399,0.43,0.56,0.48,0.49,-0.12,0.42,0.55,0.29,0.5,-0.13,-0.23,0.99,1.0,0.01,
prev_touch_ago,5127,9726,5865,14681,35399,0.42,0.56,0.31,0.47,-0.17,0.26,0.38,0.2,0.48,-0.12,-0.25,0.99,0.89,0.01,
