cases,developers,message_length_avg_better,refactor_mle_avg_better,commit_hours_better,message_length_avg_same,commit_hours_same,owned_repository_avg_better,files_edited_avg_better,ccp_avg_better,same_date_duration_avg_avg_better,commit_period_avg_better,commit_days_avg_better
1,1,0,1,1,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,1,1,0,0
1,1,1,0,1,0,0,0,1,0,0,0,0
1,1,1,1,1,0,0,0,1,1,0,0,0
1,1,1,0,1,0,1,0,0,0,1,1,1
1,1,1,1,1,1,0,1,1,0,0,1,1
1,1,0,1,1,0,0,0,0,1,1,1,0
1,1,1,1,1,0,1,0,1,1,0,0,1
1,1,0,1,1,0,1,0,1,1,1,0,0
1,1,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,1,0,0,0,1,0,1,0,1
1,1,1,0,1,0,0,0,0,1,0,1,0
1,1,0,1,1,0,1,0,1,0,0,0,0
1,1,0,1,1,0,1,0,1,1,1,1,0
1,1,1,1,1,0,0,0,0,1,1,1,1
1,1,1,0,1,0,0,0,0,1,1,0,0
1,1,1,0,1,0,1,0,0,0,1,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
1,1,0,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1,1,1,1
1,1,0,0,1,0,1,0,1,1,1,0,0
1,1,0,1,1,0,0,0,1,0,1,0,1
1,1,1,1,1,0,1,0,1,1,1,1,0
1,1,1,0,1,0,0,0,1,1,1,1,0
1,1,0,1,1,0,1,0,0,1,0,0,1
1,1,1,1,1,0,0,0,0,0,1,0,1
1,1,0,0,1,0,1,0,1,1,0,1,0
1,1,0,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1,0,0,0,0,0,1,0,0
1,1,1,1,1,0,1,0,1,0,1,1,1
2,2,0,1,1,0,0,0,0,1,1,0,1
2,2,0,1,1,0,0,0,0,1,0,0,0
2,2,0,1,1,0,1,0,0,1,1,1,1
2,2,0,0,1,0,1,0,0,1,0,0,1
2,2,0,0,1,0,0,0,1,1,0,1,1
2,2,1,1,1,0,0,0,1,1,1,1,1
2,2,0,0,1,0,0,0,0,1,1,0,0
2,2,0,0,1,0,1,0,1,1,1,1,1
2,2,1,1,1,0,0,0,0,0,0,0,1
2,2,1,1,1,0,1,0,1,1,1,1,1
2,2,0,1,1,0,1,0,0,0,1,0,0
2,2,0,1,1,0,1,0,0,1,1,0,0
2,2,1,0,1,0,1,0,0,0,1,1,0
2,2,1,1,1,0,1,0,1,0,1,0,1
2,2,0,1,1,0,1,0,0,0,0,1,1
2,2,0,1,1,0,0,0,1,1,0,0,0
2,2,0,1,1,0,0,0,0,1,0,1,1
2,2,1,0,1,0,0,0,1,1,0,1,1
2,2,0,0,1,0,0,0,0,0,0,1,0
2,2,0,0,1,0,1,0,1,0,1,0,1
2,2,0,0,1,0,1,0,0,0,1,0,1
2,2,1,1,1,0,1,0,0,1,0,1,0
2,2,1,0,1,0,0,0,0,0,1,1,1
2,2,1,1,1,0,1,0,1,1,0,0,0
2,2,0,0,1,0,1,0,0,1,1,1,0
2,2,0,1,1,0,1,0,0,1,0,0,0
2,2,0,1,1,0,1,0,1,1,1,1,1
2,2,0,0,1,0,1,0,1,0,1,1,1
2,2,1,1,1,0,1,0,0,0,1,0,1
2,2,1,0,1,0,0,0,0,1,0,0,1
2,2,1,1,1,0,1,0,0,1,1,0,0
2,2,1,0,1,0,1,0,1,1,1,1,0
2,2,0,1,1,0,0,0,1,0,1,1,1
2,2,0,0,1,0,1,0,0,1,0,1,0
2,2,0,1,1,0,1,0,1,0,1,1,1
2,2,1,1,1,0,0,0,1,0,0,1,0
2,2,1,0,1,0,0,0,1,0,1,0,0
2,2,0,0,1,0,1,0,1,1,0,1,1
2,2,0,1,1,0,1,0,1,1,1,0,1
2,2,0,0,1,0,0,0,0,0,1,1,1
2,2,0,0,1,0,0,0,0,1,0,0,0
2,2,0,1,1,0,0,0,0,0,0,1,1
3,3,1,0,1,0,0,0,0,0,0,0,1
3,3,1,1,1,0,0,0,0,0,1,0,0
3,3,0,0,1,0,0,0,1,0,0,0,1
3,3,1,0,1,0,0,0,0,0,0,0,0
3,3,0,1,1,0,1,0,0,1,1,0,1
3,3,0,0,1,0,0,0,0,1,0,0,1
3,3,1,1,1,1,1,1,0,1,1,0,0
3,3,1,0,1,0,0,0,0,0,0,1,1
3,3,1,0,1,0,1,0,0,0,0,1,0
3,3,1,1,1,0,0,0,0,0,0,1,1
3,3,1,0,1,0,1,0,1,0,0,0,0
3,3,0,0,1,0,0,0,1,0,1,1,1
3,3,1,0,1,0,0,0,1,0,1,1,1
4,3,1,1,1,1,0,1,1,1,1,1,0
5,3,1,1,1,1,0,1,0,1,1,1,0
3,3,0,0,1,0,0,0,1,1,1,1,1
3,3,1,1,1,1,1,1,0,1,1,0,1
3,3,1,1,1,1,1,1,0,1,1,1,0
3,3,0,0,1,0,1,0,0,1,1,1,1
3,3,1,0,1,0,1,0,0,1,0,1,0
3,3,0,0,1,0,1,0,0,1,0,0,0
3,3,0,0,1,0,1,0,1,1,0,0,1
3,3,1,0,1,0,0,0,1,0,0,0,1
4,4,0,0,1,0,0,0,0,0,0,1,1
4,4,1,0,1,0,0,0,0,1,0,1,1
4,4,0,1,1,0,0,0,0,1,0,0,1
4,4,1,1,1,0,1,0,1,0,0,0,0
4,4,1,1,1,0,0,0,0,1,1,1,0
4,4,1,0,1,0,0,0,1,0,0,1,1
4,4,0,0,1,0,0,0,1,0,0,1,1
4,4,1,1,1,0,0,0,0,0,1,1,1
4,4,1,1,1,0,1,0,0,0,0,0,0
4,4,1,1,1,0,0,0,0,1,0,0,1
4,4,0,0,1,0,0,0,0,0,1,1,0
4,4,1,1,1,0,0,0,0,1,0,1,1
4,4,0,1,1,0,0,0,0,0,1,1,1
5,5,1,1,1,1,0,1,0,1,1,0,0
5,5,1,1,1,1,0,1,0,1,1,0,1
5,5,1,0,1,0,0,0,1,1,1,1,1
5,5,1,1,1,0,0,0,0,1,0,0,0
5,5,1,1,1,0,0,0,1,1,1,0,1
5,5,0,0,1,0,0,0,1,1,1,0,1
5,5,1,1,1,1,0,1,0,1,1,1,1
6,6,1,1,1,0,0,0,1,0,0,1,1
7,6,1,1,1,1,0,1,1,1,1,0,0
7,7,0,1,1,0,0,0,1,0,0,1,1
8,7,1,1,1,1,1,1,1,1,1,0,0
7,7,1,1,1,0,0,0,1,0,0,0,1
7,7,0,0,1,0,0,0,0,1,1,0,1
11,8,1,1,1,1,1,1,0,1,0,1,0
8,8,1,1,1,1,1,1,0,1,0,0,1
8,8,0,1,1,0,0,0,1,1,1,0,1
10,9,1,1,1,1,1,1,1,1,1,0,1
9,9,0,1,1,0,0,0,1,1,1,1,1
11,9,1,1,1,1,1,1,1,1,0,1,0
9,9,0,1,1,0,0,0,1,1,0,0,1
9,9,0,0,1,0,0,0,1,1,0,0,1
9,9,1,1,1,1,1,1,1,1,1,1,0
9,9,1,1,1,0,0,0,1,1,0,0,1
9,9,1,1,1,0,0,0,1,1,0,1,1
28,10,1,1,1,1,0,1,0,1,0,1,0
10,10,0,1,1,0,0,0,1,0,0,0,1
10,10,0,1,1,0,0,0,1,1,0,1,1
14,10,1,1,1,1,1,1,0,1,0,1,1
12,12,1,1,1,0,0,0,1,0,1,1,1
15,12,1,1,1,1,1,1,1,1,1,1,1
19,12,1,1,1,1,0,1,1,1,0,1,0
21,13,1,1,1,1,1,1,0,1,0,0,0
274,269,1,1,1,0,0,1,0,0,1,0,0
281,269,0,1,1,0,1,1,0,0,0,0,0
281,269,1,0,1,0,0,1,0,0,1,0,1
26,15,1,1,1,1,0,1,0,1,0,0,1
23,17,1,1,1,1,1,1,1,1,0,0,1
96,94,1,0,1,0,0,1,1,0,1,1,0
98,94,1,1,1,0,1,1,1,0,1,1,0
95,94,0,1,1,0,1,1,1,0,0,1,0
111,110,0,0,1,0,1,1,0,0,0,0,1
111,110,1,0,1,0,1,1,0,0,0,1,1
112,110,1,0,1,0,0,1,1,0,1,0,0
126,110,0,0,1,0,0,1,1,0,1,0,0
112,110,1,0,1,0,1,1,1,1,0,0,0
131,127,0,0,1,0,1,1,0,0,1,1,1
129,127,0,0,1,0,1,1,1,0,0,0,0
129,127,1,1,1,0,1,1,0,1,1,0,1
131,130,1,0,1,0,1,1,0,1,0,1,0
133,130,0,1,1,0,1,1,0,0,0,1,1
141,137,0,0,1,0,0,1,1,0,0,1,0
143,137,1,1,1,0,1,1,0,1,1,1,0
142,137,1,0,1,0,1,1,0,0,1,1,1
146,138,0,1,1,0,0,1,0,0,1,1,0
146,138,1,1,1,0,1,1,1,0,1,0,0
139,138,0,1,1,0,1,1,0,0,0,1,0
194,175,1,1,1,0,0,1,0,1,1,1,0
181,175,0,1,1,0,1,1,1,0,1,0,1
194,175,0,0,1,0,1,1,1,1,0,0,0
207,178,1,1,1,0,0,1,1,1,1,0,0
187,178,1,0,1,0,0,1,1,1,0,0,0
185,178,0,0,1,0,0,1,1,1,0,1,0
190,184,1,0,1,0,1,1,1,1,0,1,1
210,206,0,1,1,0,1,1,0,1,1,0,1
211,206,1,0,1,0,0,1,1,0,0,1,0
215,209,0,1,1,0,0,1,0,0,0,1,0
235,230,0,0,1,0,1,1,0,1,1,0,1
